estimate_id,work_id,prepared_date,technical_sanction_date,estimated_amount,contingency_pct,schedule_of_rates_year,technical_authority,synthetic_demo_data
EST-DEMO-005382,MPLAD-WRK-005382,2023-10-30,2023-11-30,3236681.83,4.7,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-005383,MPLAD-WRK-005383,2023-04-03,2023-05-27,1676625.81,3.9,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-005384,MPLAD-WRK-005384,2024-12-20,2025-01-24,1415578.42,2.5,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-005385,MPLAD-WRK-005385,2022-12-09,2023-01-28,494268.25,4.8,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-005386,MPLAD-WRK-005386,2023-12-05,2024-01-06,706441.25,4.3,2023,Superintending Engineer (Ludhiana Demo),True
EST-DEMO-005387,MPLAD-WRK-005387,2024-06-09,2024-07-22,704877.45,4.1,2023,Superintending Engineer (Kanpur Nagar Demo),True
EST-DEMO-005388,MPLAD-WRK-005388,2024-03-25,2024-05-20,373363.28,3.2,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-005389,MPLAD-WRK-005389,2024-04-02,2024-04-17,1828997.6,3.4,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-005390,MPLAD-WRK-005390,2022-12-19,2023-02-08,1858270.72,3.4,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-005391,MPLAD-WRK-005391,2022-10-23,2022-11-18,1523328.44,2.1,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-005392,MPLAD-WRK-005392,2023-09-18,2023-11-17,1041727.25,2.6,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-005393,MPLAD-WRK-005393,2022-12-05,2022-12-27,2495647.57,2.7,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-005394,MPLAD-WRK-005394,2024-01-11,2024-02-08,294451.5,4.5,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-005395,MPLAD-WRK-005395,2024-01-20,2024-03-16,2291809.76,3.5,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-005396,MPLAD-WRK-005396,2024-05-20,2024-06-13,1181327.22,2.7,2023,Superintending Engineer (Nashik Demo),True
EST-DEMO-005397,MPLAD-WRK-005397,2024-11-12,2024-12-16,1113570.12,4.9,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-005398,MPLAD-WRK-005398,2023-04-20,2023-05-19,2409321.99,2.8,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-005399,MPLAD-WRK-005399,2024-03-09,2024-04-22,661307.05,4.5,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-005400,MPLAD-WRK-005400,2023-07-29,2023-08-19,2262672.13,3.9,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-005401,MPLAD-WRK-005401,2022-12-24,2023-02-19,608405.19,3.4,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-005402,MPLAD-WRK-005402,2024-09-17,2024-10-20,868886.87,4.3,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-005403,MPLAD-WRK-005403,2022-08-27,2022-09-27,443993.75,2.3,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-005404,MPLAD-WRK-005404,2023-02-22,2023-04-06,1759745.65,4.4,2023,Superintending Engineer (Nashik Demo),True
EST-DEMO-005405,MPLAD-WRK-005405,2023-09-12,2023-11-03,464327.06,2.7,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-005406,MPLAD-WRK-005406,2023-05-28,2023-06-15,645097.52,2.8,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-005407,MPLAD-WRK-005407,2024-09-02,2024-09-24,626458.21,2.1,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-005408,MPLAD-WRK-005408,2023-06-30,2023-08-16,916525.24,2.5,2023,Superintending Engineer (Aurangabad Demo),True
EST-DEMO-005409,MPLAD-WRK-005409,2023-06-10,2023-07-24,2040973.46,2.3,2023,Superintending Engineer (Gaya Demo),True
EST-DEMO-005410,MPLAD-WRK-005410,2024-05-21,2024-06-29,2397362.25,4.5,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-005411,MPLAD-WRK-005411,2023-04-24,2023-05-27,1857274.66,3.8,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-005412,MPLAD-WRK-005412,2023-03-30,2023-05-17,457579.78,3.7,2023,Superintending Engineer (Hyderabad Demo),True
EST-DEMO-005413,MPLAD-WRK-005413,2024-01-19,2024-02-26,1475673.96,3.0,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-005414,MPLAD-WRK-005414,2022-08-16,2022-10-13,691377.19,3.8,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-005415,MPLAD-WRK-005415,2024-11-06,,983669.54,2.3,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-005416,MPLAD-WRK-005416,2022-06-22,2022-07-31,1849838.51,4.3,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-005417,MPLAD-WRK-005417,2023-09-04,2023-09-24,2340516.64,2.1,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-005418,MPLAD-WRK-005418,2024-07-27,2024-08-25,579368.0,2.7,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-005419,MPLAD-WRK-005419,2023-02-27,2023-04-14,1456383.86,5.0,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-005420,MPLAD-WRK-005420,2022-12-31,2023-01-16,1632157.55,4.0,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-005421,MPLAD-WRK-005421,2022-09-13,2022-10-21,1795239.84,3.6,2023,Superintending Engineer (Vadodara Demo),True
EST-DEMO-005422,MPLAD-WRK-005422,2022-04-08,2022-05-02,4165538.76,4.9,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-005423,MPLAD-WRK-005423,2024-12-29,2025-02-24,1621633.39,3.1,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-005424,MPLAD-WRK-005424,2022-05-26,2022-06-18,6788464.64,2.1,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-005425,MPLAD-WRK-005425,2023-07-28,2023-09-15,950731.56,4.0,2023,Superintending Engineer (Varanasi Demo),True
EST-DEMO-005426,MPLAD-WRK-005426,2022-07-26,2022-08-31,2781303.83,4.8,2023,Superintending Engineer (Ahmedabad Demo),True
EST-DEMO-005427,MPLAD-WRK-005427,2024-08-08,2024-08-29,842806.68,3.5,2023,Superintending Engineer (Gaya Demo),True
EST-DEMO-005428,MPLAD-WRK-005428,2024-07-22,2024-08-11,1582719.14,4.1,2023,Superintending Engineer (Dharwad Demo),True
EST-DEMO-005429,MPLAD-WRK-005429,2024-12-18,2025-01-21,2177068.69,2.3,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-005430,MPLAD-WRK-005430,2023-03-04,2023-03-29,4615788.57,3.6,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-005431,MPLAD-WRK-005431,2023-08-19,2023-09-25,1946529.66,3.1,2023,Superintending Engineer (Darjeeling Demo),True
EST-DEMO-005432,MPLAD-WRK-005432,2022-08-08,2022-09-24,1337546.93,4.1,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-005433,MPLAD-WRK-005433,2023-09-18,2023-10-22,4473599.62,3.5,2023,Superintending Engineer (Nashik Demo),True
EST-DEMO-005434,MPLAD-WRK-005434,2022-09-02,2022-10-30,2282715.71,3.0,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-005435,MPLAD-WRK-005435,2022-11-22,2022-12-25,3356623.74,4.2,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-005436,MPLAD-WRK-005436,2023-04-19,2023-05-13,3059298.78,3.8,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-005437,MPLAD-WRK-005437,2023-01-04,2023-02-12,1413935.98,3.7,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-005438,MPLAD-WRK-005438,2024-02-22,2024-04-21,1027965.87,3.4,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-005439,MPLAD-WRK-005439,2023-11-09,2023-12-24,2571023.89,3.8,2023,Superintending Engineer (Varanasi Demo),True
EST-DEMO-005440,MPLAD-WRK-005440,2023-10-16,2023-11-06,2376264.29,3.3,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-005441,MPLAD-WRK-005441,2023-08-17,2023-09-17,1116251.19,5.0,2023,Superintending Engineer (Dharwad Demo),True
EST-DEMO-005442,MPLAD-WRK-005442,2024-11-11,2025-01-09,1934106.0,3.8,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-005443,MPLAD-WRK-005443,2023-08-26,2023-09-22,1519444.02,2.3,2023,Superintending Engineer (Ludhiana Demo),True
EST-DEMO-005444,MPLAD-WRK-005444,2022-06-09,2022-06-28,4127274.64,4.2,2023,Superintending Engineer (Hyderabad Demo),True
EST-DEMO-005445,MPLAD-WRK-005445,2023-04-27,2023-06-20,2089935.78,3.7,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-005446,MPLAD-WRK-005446,2022-05-09,2022-05-27,610928.02,3.3,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-005447,MPLAD-WRK-005447,2022-10-29,2022-11-22,1805465.47,3.6,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-005448,MPLAD-WRK-005448,2022-08-19,2022-09-27,1348196.23,3.2,2023,Superintending Engineer (Kolkata Demo),True
EST-DEMO-005449,MPLAD-WRK-005449,2023-10-29,2023-11-22,1719030.18,2.2,2023,Superintending Engineer (Madurai Demo),True
EST-DEMO-005450,MPLAD-WRK-005450,2024-09-12,2024-11-03,1097096.83,3.6,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-005451,MPLAD-WRK-005451,2024-12-02,2025-01-11,2722466.37,4.9,2023,Superintending Engineer (Pune Demo),True
EST-DEMO-005452,MPLAD-WRK-005452,2022-07-11,2022-08-25,2907183.51,4.2,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-005453,MPLAD-WRK-005453,2023-12-07,2024-02-02,3804387.84,4.8,2023,Superintending Engineer (Kolkata Demo),True
EST-DEMO-005454,MPLAD-WRK-005454,2023-05-19,2023-06-16,2342523.15,3.6,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-005455,MPLAD-WRK-005455,2024-01-15,2024-02-19,898525.82,2.2,2023,Superintending Engineer (Lucknow Demo),True
EST-DEMO-005456,MPLAD-WRK-005456,2024-01-26,2024-03-13,2001637.16,2.5,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-005457,MPLAD-WRK-005457,2022-10-03,2022-11-27,1724893.02,3.4,2023,Superintending Engineer (Nashik Demo),True
EST-DEMO-005458,MPLAD-WRK-005458,2023-12-10,2024-02-04,1738378.48,4.8,2023,Superintending Engineer (Nashik Demo),True
EST-DEMO-005459,MPLAD-WRK-005459,2023-07-10,2023-08-11,812078.57,4.9,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-005460,MPLAD-WRK-005460,2022-07-28,2022-08-18,1525581.96,3.5,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-005461,MPLAD-WRK-005461,2023-01-15,2023-03-04,1104608.15,2.8,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-005462,MPLAD-WRK-005462,2022-09-21,2022-11-06,292685.72,3.7,2023,Superintending Engineer (Bhopal Demo),True
EST-DEMO-005463,MPLAD-WRK-005463,2024-10-11,2024-11-17,1701920.74,3.5,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-005464,MPLAD-WRK-005464,2024-09-07,2024-09-23,387808.45,2.4,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-005465,MPLAD-WRK-005465,2024-08-31,2024-10-20,1914564.68,4.1,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-005466,MPLAD-WRK-005466,2022-04-23,2022-06-14,1701353.56,3.5,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-005467,MPLAD-WRK-005467,2023-08-22,2023-09-11,775807.65,3.9,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-005468,MPLAD-WRK-005468,2023-02-02,2023-02-25,1322739.43,3.5,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-005469,MPLAD-WRK-005469,2022-09-02,2022-10-11,752105.15,3.2,2023,Superintending Engineer (Varanasi Demo),True
EST-DEMO-005470,MPLAD-WRK-005470,2022-08-31,2022-09-28,990718.97,2.7,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-005471,MPLAD-WRK-005471,2023-10-18,2023-11-15,3258427.86,2.9,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-005472,MPLAD-WRK-005472,2022-08-06,2022-09-26,1596582.77,2.7,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-005473,MPLAD-WRK-005473,2024-11-14,2024-12-07,2105163.48,2.3,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-005474,MPLAD-WRK-005474,2024-08-06,2024-09-15,752073.49,4.0,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-005475,MPLAD-WRK-005475,2023-11-08,2023-12-05,1734889.52,4.1,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-005476,MPLAD-WRK-005476,2022-11-20,2023-01-01,2422385.34,4.9,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-005477,MPLAD-WRK-005477,2023-12-18,2024-02-12,1522893.62,4.4,2023,Superintending Engineer (Gaya Demo),True
EST-DEMO-005478,MPLAD-WRK-005478,2023-08-19,2023-10-13,3765636.88,4.1,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-005479,MPLAD-WRK-005479,2023-11-09,2024-01-08,1189312.76,4.2,2023,Superintending Engineer (Dharwad Demo),True
EST-DEMO-005480,MPLAD-WRK-005480,2025-01-30,2025-03-08,926840.83,2.0,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-005481,MPLAD-WRK-005481,2022-04-15,2022-06-10,3725454.46,4.2,2023,Superintending Engineer (Purba Medinipur Demo),True
EST-DEMO-005482,MPLAD-WRK-005482,2023-06-22,2023-08-06,1781818.29,4.9,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-005483,MPLAD-WRK-005483,2022-05-22,2022-06-12,484336.37,4.0,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-005484,MPLAD-WRK-005484,2024-09-11,2024-10-25,1880524.39,3.1,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-005485,MPLAD-WRK-005485,2024-03-28,2024-05-21,686001.65,5.0,2023,Superintending Engineer (Tiruchirappalli Demo),True
EST-DEMO-005486,MPLAD-WRK-005486,2023-12-25,2024-02-12,612966.42,4.1,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-005487,MPLAD-WRK-005487,2023-06-29,2023-07-15,2234008.74,3.6,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-005488,MPLAD-WRK-005488,2023-01-24,2023-02-08,2290950.22,3.4,2023,Superintending Engineer (Madurai Demo),True
EST-DEMO-005489,MPLAD-WRK-005489,2022-06-18,2022-08-02,609711.78,3.6,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-005490,MPLAD-WRK-005490,2022-08-11,2022-08-26,2146595.99,4.0,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-005491,MPLAD-WRK-005491,2023-10-09,2023-11-24,1022723.89,4.9,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-005492,MPLAD-WRK-005492,2022-04-03,2022-05-17,2596274.4,2.2,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-005493,MPLAD-WRK-005493,2023-01-04,2023-02-14,1649677.3,3.6,2023,Superintending Engineer (Patna Demo),True
EST-DEMO-005494,MPLAD-WRK-005494,2023-06-26,2023-07-30,1955155.11,4.2,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-005495,MPLAD-WRK-005495,2024-05-22,2024-07-19,1118644.9,3.2,2023,Superintending Engineer (Pune Demo),True
EST-DEMO-005496,MPLAD-WRK-005496,2022-10-10,2022-11-25,1483054.59,2.7,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-005497,MPLAD-WRK-005497,2024-10-27,2024-12-17,1906855.59,4.7,2023,Superintending Engineer (Madurai Demo),True
EST-DEMO-005498,MPLAD-WRK-005498,2024-02-02,2024-03-07,492273.43,2.7,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-005499,MPLAD-WRK-005499,2024-08-17,2024-10-10,3071862.47,4.5,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-005500,MPLAD-WRK-005500,2022-06-22,2022-07-24,916004.07,3.0,2023,Superintending Engineer (Pune Demo),True
EST-DEMO-005501,MPLAD-WRK-005501,2022-12-26,2023-01-11,3595429.41,3.4,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-005502,MPLAD-WRK-005502,2022-06-16,2022-08-04,1360103.58,2.6,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-005503,MPLAD-WRK-005503,2023-07-02,2023-08-30,3775753.85,2.3,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-005504,MPLAD-WRK-005504,2024-06-11,2024-07-06,781346.04,2.9,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-005505,MPLAD-WRK-005505,2023-04-14,2023-05-04,1139580.87,3.1,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-005506,MPLAD-WRK-005506,2022-08-02,2022-08-22,808511.14,4.6,2023,Superintending Engineer (Ahmedabad Demo),True
EST-DEMO-005507,MPLAD-WRK-005507,2022-10-20,2022-12-17,1391219.99,4.0,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-005508,MPLAD-WRK-005508,2022-09-05,2022-09-28,2464737.51,2.4,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-005509,MPLAD-WRK-005509,2024-11-30,2025-01-28,800952.83,3.9,2023,Superintending Engineer (Belagavi Demo),True
EST-DEMO-005510,MPLAD-WRK-005510,2024-10-10,2024-12-09,440822.38,4.5,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-005511,MPLAD-WRK-005511,2023-05-12,2023-07-02,2265299.46,2.2,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-005512,MPLAD-WRK-005512,2024-01-01,2024-01-24,1545902.24,4.4,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-005513,MPLAD-WRK-005513,2022-05-07,2022-07-05,842505.79,4.3,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-005514,MPLAD-WRK-005514,2025-01-27,2025-02-24,1344406.09,2.4,2023,Superintending Engineer (Darjeeling Demo),True
EST-DEMO-005515,MPLAD-WRK-005515,2024-04-05,2024-05-06,2463027.29,3.1,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-005516,MPLAD-WRK-005516,2023-08-31,2023-10-12,1173173.53,2.8,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-005517,MPLAD-WRK-005517,2024-10-19,2024-12-14,2723102.5,4.6,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-005518,MPLAD-WRK-005518,2024-10-08,2024-11-16,1970129.98,4.1,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-005519,MPLAD-WRK-005519,2024-05-22,2024-06-12,1810921.48,3.1,2023,Superintending Engineer (Agra Demo),True
EST-DEMO-005520,MPLAD-WRK-005520,2022-12-19,2023-02-14,966222.68,4.7,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-005521,MPLAD-WRK-005521,2024-01-17,2024-02-04,752881.82,4.4,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-005522,MPLAD-WRK-005522,2023-10-29,2023-12-14,1010395.71,2.9,2023,Superintending Engineer (Madurai Demo),True
EST-DEMO-005523,MPLAD-WRK-005523,2022-06-06,2022-07-30,1134647.56,4.1,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-005524,MPLAD-WRK-005524,2023-01-25,2023-02-24,1030579.33,2.5,2023,Superintending Engineer (Darjeeling Demo),True
EST-DEMO-005525,MPLAD-WRK-005525,2024-06-20,2024-07-05,3002164.56,2.2,2023,Superintending Engineer (Kanpur Nagar Demo),True
EST-DEMO-005526,MPLAD-WRK-005526,2023-05-10,2023-07-04,6442082.11,2.9,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-005527,MPLAD-WRK-005527,2024-03-06,2024-04-06,1563372.88,2.2,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-005528,MPLAD-WRK-005528,2022-12-09,2023-01-08,655153.32,2.4,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-005529,MPLAD-WRK-005529,2022-05-06,2022-05-31,3036646.55,4.4,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-005530,MPLAD-WRK-005530,2022-12-26,2023-01-23,659867.46,2.3,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-005531,MPLAD-WRK-005531,2022-09-06,,1345805.37,4.9,2023,Superintending Engineer (Lucknow Demo),True
EST-DEMO-005532,MPLAD-WRK-005532,2023-03-29,2023-05-11,1206704.09,3.6,2023,Superintending Engineer (Gaya Demo),True
EST-DEMO-005533,MPLAD-WRK-005533,2023-03-19,2023-04-11,1714954.21,5.0,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-005534,MPLAD-WRK-005534,2022-10-26,2022-11-29,2763746.35,2.9,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-005535,MPLAD-WRK-005535,2023-06-17,2023-07-22,1292611.13,3.0,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-005536,MPLAD-WRK-005536,2024-02-05,2024-03-27,1065594.02,4.4,2023,Superintending Engineer (Varanasi Demo),True
EST-DEMO-005537,MPLAD-WRK-005537,2023-10-17,,1590127.7,3.3,2023,Superintending Engineer (Pune Demo),True
EST-DEMO-005538,MPLAD-WRK-005538,2024-08-10,2024-09-20,1428694.09,5.0,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-005539,MPLAD-WRK-005539,2023-02-21,2023-04-06,693436.61,3.6,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-005540,MPLAD-WRK-005540,2022-05-24,2022-07-19,563042.0,2.4,2023,Superintending Engineer (Gaya Demo),True
EST-DEMO-005541,MPLAD-WRK-005541,2023-07-21,2023-09-04,1142820.14,4.8,2023,Superintending Engineer (Dharwad Demo),True
EST-DEMO-005542,MPLAD-WRK-005542,2024-06-21,2024-08-05,1135132.34,4.9,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-005543,MPLAD-WRK-005543,2024-08-26,2024-09-23,1942616.65,4.3,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-005544,MPLAD-WRK-005544,2023-02-26,2023-04-24,1632642.47,3.5,2023,Superintending Engineer (Varanasi Demo),True
EST-DEMO-005545,MPLAD-WRK-005545,2024-04-03,2024-05-14,914815.25,2.7,2023,Superintending Engineer (Bhopal Demo),True
EST-DEMO-005546,MPLAD-WRK-005546,2023-08-03,,752723.81,2.8,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-005547,MPLAD-WRK-005547,2022-12-16,2023-01-11,2208435.84,4.9,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-005548,MPLAD-WRK-005548,2022-11-25,2023-01-08,1273086.33,2.9,2023,Superintending Engineer (Vadodara Demo),True
EST-DEMO-005549,MPLAD-WRK-005549,2024-12-02,2024-12-20,1344577.89,3.4,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-005550,MPLAD-WRK-005550,2022-04-27,2022-05-23,2257531.88,2.9,2023,Superintending Engineer (Lucknow Demo),True
EST-DEMO-005551,MPLAD-WRK-005551,2023-09-24,2023-11-06,826214.64,2.4,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-005552,MPLAD-WRK-005552,2024-04-25,2024-05-25,1783004.37,4.6,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-005553,MPLAD-WRK-005553,2022-11-03,2022-12-10,2426885.18,2.0,2023,Superintending Engineer (Patna Demo),True
EST-DEMO-005554,MPLAD-WRK-005554,2024-04-11,2024-05-03,906491.59,2.1,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-005555,MPLAD-WRK-005555,2024-05-21,2024-06-30,3605327.61,3.4,2023,Superintending Engineer (Aurangabad Demo),True
EST-DEMO-005556,MPLAD-WRK-005556,2023-01-29,2023-02-13,3930950.16,2.6,2023,Superintending Engineer (Patna Demo),True
EST-DEMO-005557,MPLAD-WRK-005557,2022-09-17,2022-11-09,601985.3,3.4,2023,Superintending Engineer (Kolkata Demo),True
EST-DEMO-005558,MPLAD-WRK-005558,2022-12-31,2023-02-12,1341082.41,2.8,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-005559,MPLAD-WRK-005559,2023-06-13,2023-07-17,1408911.47,2.7,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-005560,MPLAD-WRK-005560,2022-11-10,2022-12-31,2600521.49,3.2,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-005561,MPLAD-WRK-005561,2025-01-11,2025-02-03,1793171.85,2.9,2023,Superintending Engineer (Varanasi Demo),True
EST-DEMO-005562,MPLAD-WRK-005562,2022-08-06,2022-09-20,3219169.7,3.7,2023,Superintending Engineer (Nashik Demo),True
EST-DEMO-005563,MPLAD-WRK-005563,2022-10-03,2022-11-15,2381861.84,4.2,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-005564,MPLAD-WRK-005564,2024-07-11,2024-08-04,218137.63,2.3,2023,Superintending Engineer (Belagavi Demo),True
EST-DEMO-005565,MPLAD-WRK-005565,2022-08-06,2022-08-24,1910194.56,3.0,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-005566,MPLAD-WRK-005566,2024-03-22,2024-05-03,1974116.79,2.7,2023,Superintending Engineer (Darjeeling Demo),True
EST-DEMO-005567,MPLAD-WRK-005567,2022-07-19,2022-08-05,750992.7,2.4,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-005568,MPLAD-WRK-005568,2023-12-16,2024-02-05,1787946.44,3.0,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-005569,MPLAD-WRK-005569,2022-05-10,2022-07-06,722179.48,4.8,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-005570,MPLAD-WRK-005570,2024-10-12,2024-11-22,7534149.85,2.8,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-005571,MPLAD-WRK-005571,2025-01-22,2025-03-10,1113275.74,4.4,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-005572,MPLAD-WRK-005572,2024-11-17,2024-12-28,958994.08,3.9,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-005573,MPLAD-WRK-005573,2023-07-17,2023-08-07,4607493.24,4.9,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-005574,MPLAD-WRK-005574,2024-09-10,2024-10-20,1482430.66,3.1,2023,Superintending Engineer (Tiruchirappalli Demo),True
EST-DEMO-005575,MPLAD-WRK-005575,2023-09-18,2023-11-12,630987.52,4.7,2023,Superintending Engineer (Madurai Demo),True
EST-DEMO-005576,MPLAD-WRK-005576,2023-05-29,2023-06-30,804508.47,3.7,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-005577,MPLAD-WRK-005577,2024-04-20,2024-06-02,716009.88,3.6,2023,Superintending Engineer (Kanpur Nagar Demo),True
