update_id,work_id,update_date,physical_progress_pct,stage_name,expenditure_to_date,reported_by_designation,remarks,geo_tagged_photo_ref,synthetic_demo_data
UPD-DEMO-0024929,MPLAD-WRK-005922,2024-05-18,47.2,Structural Construction,1081242.3,Junior Engineer (Cuttack Public Works Dept (Demo) Unit-1),Stage 'Structural Construction' executed. Physical progress at 47.2%.,photos/synth_work_MPLAD-WRK-005922_stage_3.jpg,True
UPD-DEMO-0024930,MPLAD-WRK-005922,2024-06-19,60.9,Finishing & Installations,1441656.4,Junior Engineer (Cuttack Public Works Dept (Demo) Unit-1),Stage 'Finishing & Installations' executed. Physical progress at 60.9%.,photos/synth_work_MPLAD-WRK-005922_stage_4.jpg,True
UPD-DEMO-0024931,MPLAD-WRK-005922,2024-07-19,83.6,Testing & Commissioning,1802070.5,Junior Engineer (Cuttack Public Works Dept (Demo) Unit-1),Stage 'Testing & Commissioning' executed. Physical progress at 83.6%.,photos/synth_work_MPLAD-WRK-005922_stage_5.jpg,True
UPD-DEMO-0024932,MPLAD-WRK-005922,2024-08-30,100.0,Final Handover,2162484.6,Junior Engineer (Cuttack Public Works Dept (Demo) Unit-1),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-005922_stage_6.jpg,True
UPD-DEMO-0024933,MPLAD-WRK-005923,2023-03-22,3.7,Planning & Mobilization,48465.81,Junior Engineer (Kota Water Supply & Sanitation Board (Demo) Unit-3),Stage 'Planning & Mobilization' executed. Physical progress at 3.7%.,photos/synth_work_MPLAD-WRK-005923_stage_1.jpg,True
UPD-DEMO-0024934,MPLAD-WRK-005923,2023-04-19,7.6,Excavation & Foundation,96931.62,Junior Engineer (Kota Water Supply & Sanitation Board (Demo) Unit-3),Stage 'Excavation & Foundation' executed. Physical progress at 7.6%.,photos/synth_work_MPLAD-WRK-005923_stage_2.jpg,True
UPD-DEMO-0024935,MPLAD-WRK-005923,2023-05-21,12.7,Structural Construction,145397.44,Junior Engineer (Kota Water Supply & Sanitation Board (Demo) Unit-3),Stage 'Structural Construction' executed. Physical progress at 12.7%.,photos/synth_work_MPLAD-WRK-005923_stage_3.jpg,True
UPD-DEMO-0024936,MPLAD-WRK-005923,2023-07-05,15.2,Finishing & Installations,193863.25,Junior Engineer (Kota Water Supply & Sanitation Board (Demo) Unit-3),Stage 'Finishing & Installations' executed. Physical progress at 15.2%.,photos/synth_work_MPLAD-WRK-005923_stage_4.jpg,True
UPD-DEMO-0024937,MPLAD-WRK-005923,2023-07-31,20.3,Testing & Commissioning,242329.06,Junior Engineer (Kota Water Supply & Sanitation Board (Demo) Unit-3),Stage 'Testing & Commissioning' executed. Physical progress at 20.3%.,photos/synth_work_MPLAD-WRK-005923_stage_5.jpg,True
UPD-DEMO-0024938,MPLAD-WRK-005924,2023-02-09,0.0,Planning & Mobilization,200851.3,Junior Engineer (Jodhpur State Renewable Energy Development Corp (Demo) Unit-4),Stage 'Planning & Mobilization' executed. Physical progress at 0.0%.,,True
UPD-DEMO-0024939,MPLAD-WRK-005925,2024-06-29,16.7,Planning & Mobilization,314670.84,Junior Engineer (Kozhikode Rural Development Agency (Demo) Unit-2),Stage 'Planning & Mobilization' executed. Physical progress at 16.7%.,photos/synth_work_MPLAD-WRK-005925_stage_1.jpg,True
UPD-DEMO-0024940,MPLAD-WRK-005925,2024-08-10,37.8,Excavation & Foundation,629341.68,Junior Engineer (Kozhikode Rural Development Agency (Demo) Unit-2),Stage 'Excavation & Foundation' executed. Physical progress at 37.8%.,photos/synth_work_MPLAD-WRK-005925_stage_2.jpg,True
UPD-DEMO-0024941,MPLAD-WRK-005925,2024-09-09,53.4,Structural Construction,944012.51,Junior Engineer (Kozhikode Rural Development Agency (Demo) Unit-2),Stage 'Structural Construction' executed. Physical progress at 53.4%.,photos/synth_work_MPLAD-WRK-005925_stage_3.jpg,True
UPD-DEMO-0024942,MPLAD-WRK-005925,2024-10-11,72.5,Finishing & Installations,1258683.35,Junior Engineer (Kozhikode Rural Development Agency (Demo) Unit-2),Stage 'Finishing & Installations' executed. Physical progress at 72.5%.,photos/synth_work_MPLAD-WRK-005925_stage_4.jpg,True
UPD-DEMO-0024943,MPLAD-WRK-005926,2022-08-23,14.2,Planning & Mobilization,249455.2,Junior Engineer (Kolkata Public Works Dept (Demo) Unit-2),Stage 'Planning & Mobilization' executed. Physical progress at 14.2%.,photos/synth_work_MPLAD-WRK-005926_stage_1.jpg,True
UPD-DEMO-0024944,MPLAD-WRK-005926,2022-09-24,27.8,Excavation & Foundation,498910.41,Junior Engineer (Kolkata Public Works Dept (Demo) Unit-2),Stage 'Excavation & Foundation' executed. Physical progress at 27.8%.,photos/synth_work_MPLAD-WRK-005926_stage_2.jpg,True
UPD-DEMO-0024945,MPLAD-WRK-005926,2022-11-07,44.8,Structural Construction,748365.61,Junior Engineer (Kolkata Public Works Dept (Demo) Unit-2),Stage 'Structural Construction' executed. Physical progress at 44.8%.,photos/synth_work_MPLAD-WRK-005926_stage_3.jpg,True
UPD-DEMO-0024946,MPLAD-WRK-005926,2022-12-06,59.0,Finishing & Installations,997820.82,Junior Engineer (Kolkata Public Works Dept (Demo) Unit-2),Stage 'Finishing & Installations' executed. Physical progress at 59.0%.,photos/synth_work_MPLAD-WRK-005926_stage_4.jpg,True
UPD-DEMO-0024947,MPLAD-WRK-005926,2023-01-08,72.4,Testing & Commissioning,1247276.02,Junior Engineer (Kolkata Public Works Dept (Demo) Unit-2),Stage 'Testing & Commissioning' executed. Physical progress at 72.4%.,photos/synth_work_MPLAD-WRK-005926_stage_5.jpg,True
UPD-DEMO-0024948,MPLAD-WRK-005926,2023-02-16,78.6,Final Handover,1496731.23,Junior Engineer (Kolkata Public Works Dept (Demo) Unit-2),Stage 'Final Handover' executed. Physical progress at 78.6%.,photos/synth_work_MPLAD-WRK-005926_stage_6.jpg,True
UPD-DEMO-0024949,MPLAD-WRK-005926,2023-03-21,100.0,Final Handover,1746186.43,Junior Engineer (Kolkata Public Works Dept (Demo) Unit-2),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-005926_stage_7.jpg,True
UPD-DEMO-0024950,MPLAD-WRK-005927,2024-09-08,0.0,Planning & Mobilization,163981.46,Junior Engineer (Warangal Public Works Dept (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 0.0%.,,True
UPD-DEMO-0024951,MPLAD-WRK-005928,2025-02-21,19.9,Planning & Mobilization,830976.22,Junior Engineer (Coimbatore Rural Development Agency (Demo) Unit-4),Stage 'Planning & Mobilization' executed. Physical progress at 19.9%.,photos/synth_work_MPLAD-WRK-005928_stage_1.jpg,True
UPD-DEMO-0024952,MPLAD-WRK-005928,2025-03-21,36.9,Excavation & Foundation,1661952.43,Junior Engineer (Coimbatore Rural Development Agency (Demo) Unit-4),Stage 'Excavation & Foundation' executed. Physical progress at 36.9%.,photos/synth_work_MPLAD-WRK-005928_stage_2.jpg,True
UPD-DEMO-0024953,MPLAD-WRK-005928,2025-05-03,54.1,Structural Construction,2492928.65,Junior Engineer (Coimbatore Rural Development Agency (Demo) Unit-4),Stage 'Structural Construction' executed. Physical progress at 54.1%.,photos/synth_work_MPLAD-WRK-005928_stage_3.jpg,True
UPD-DEMO-0024954,MPLAD-WRK-005928,2025-06-06,72.6,Finishing & Installations,3323904.86,Junior Engineer (Coimbatore Rural Development Agency (Demo) Unit-4),Stage 'Finishing & Installations' executed. Physical progress at 72.6%.,photos/synth_work_MPLAD-WRK-005928_stage_4.jpg,True
UPD-DEMO-0024955,MPLAD-WRK-005928,2025-07-08,100.0,Testing & Commissioning,4154881.08,Junior Engineer (Coimbatore Rural Development Agency (Demo) Unit-4),Stage 'Testing & Commissioning' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-005928_stage_5.jpg,True
UPD-DEMO-0024956,MPLAD-WRK-005929,2023-04-17,19.1,Planning & Mobilization,207524.15,Junior Engineer (Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3),Stage 'Planning & Mobilization' executed. Physical progress at 19.1%.,photos/synth_work_MPLAD-WRK-005929_stage_1.jpg,True
UPD-DEMO-0024957,MPLAD-WRK-005929,2023-05-25,37.0,Excavation & Foundation,415048.3,Junior Engineer (Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3),Stage 'Excavation & Foundation' executed. Physical progress at 37.0%.,photos/synth_work_MPLAD-WRK-005929_stage_2.jpg,True
UPD-DEMO-0024958,MPLAD-WRK-005929,2023-06-29,59.6,Structural Construction,622572.44,Junior Engineer (Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3),Stage 'Structural Construction' executed. Physical progress at 59.6%.,photos/synth_work_MPLAD-WRK-005929_stage_3.jpg,True
UPD-DEMO-0024959,MPLAD-WRK-005929,2023-07-30,82.4,Finishing & Installations,830096.59,Junior Engineer (Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3),Stage 'Finishing & Installations' executed. Physical progress at 82.4%.,photos/synth_work_MPLAD-WRK-005929_stage_4.jpg,True
UPD-DEMO-0024960,MPLAD-WRK-005929,2023-09-05,100.0,Testing & Commissioning,1037620.74,Junior Engineer (Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3),Stage 'Testing & Commissioning' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-005929_stage_5.jpg,True
UPD-DEMO-0024961,MPLAD-WRK-005930,2023-10-18,20.7,Planning & Mobilization,872490.26,Junior Engineer (Lucknow Zilla Parishad Engineering Division (Demo) Unit-2),Stage 'Planning & Mobilization' executed. Physical progress at 20.7%.,photos/synth_work_MPLAD-WRK-005930_stage_1.jpg,True
UPD-DEMO-0024962,MPLAD-WRK-005930,2023-11-14,40.3,Excavation & Foundation,1744980.52,Junior Engineer (Lucknow Zilla Parishad Engineering Division (Demo) Unit-2),Stage 'Excavation & Foundation' executed. Physical progress at 40.3%.,photos/synth_work_MPLAD-WRK-005930_stage_2.jpg,True
UPD-DEMO-0024963,MPLAD-WRK-005930,2023-12-28,63.0,Structural Construction,2617470.78,Junior Engineer (Lucknow Zilla Parishad Engineering Division (Demo) Unit-2),Stage 'Structural Construction' executed. Physical progress at 63.0%.,photos/synth_work_MPLAD-WRK-005930_stage_3.jpg,True
UPD-DEMO-0024964,MPLAD-WRK-005930,2024-01-30,72.7,Finishing & Installations,3489961.04,Junior Engineer (Lucknow Zilla Parishad Engineering Division (Demo) Unit-2),Stage 'Finishing & Installations' executed. Physical progress at 72.7%.,photos/synth_work_MPLAD-WRK-005930_stage_4.jpg,True
UPD-DEMO-0024965,MPLAD-WRK-005930,2024-03-08,100.0,Testing & Commissioning,4362451.3,Junior Engineer (Lucknow Zilla Parishad Engineering Division (Demo) Unit-2),Stage 'Testing & Commissioning' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-005930_stage_5.jpg,True
UPD-DEMO-0024966,MPLAD-WRK-005931,2025-01-11,14.3,Planning & Mobilization,104955.35,Junior Engineer (Salem Rural Development Agency (Demo) Unit-1),Stage 'Planning & Mobilization' executed. Physical progress at 14.3%.,photos/synth_work_MPLAD-WRK-005931_stage_1.jpg,True
UPD-DEMO-0024967,MPLAD-WRK-005931,2025-02-14,28.3,Excavation & Foundation,209910.7,Junior Engineer (Salem Rural Development Agency (Demo) Unit-1),Stage 'Excavation & Foundation' executed. Physical progress at 28.3%.,photos/synth_work_MPLAD-WRK-005931_stage_2.jpg,True
UPD-DEMO-0024968,MPLAD-WRK-005931,2025-03-22,40.0,Structural Construction,314866.05,Junior Engineer (Salem Rural Development Agency (Demo) Unit-1),Stage 'Structural Construction' executed. Physical progress at 40.0%.,photos/synth_work_MPLAD-WRK-005931_stage_3.jpg,True
UPD-DEMO-0024969,MPLAD-WRK-005931,2025-04-25,57.6,Finishing & Installations,419821.4,Junior Engineer (Salem Rural Development Agency (Demo) Unit-1),Stage 'Finishing & Installations' executed. Physical progress at 57.6%.,photos/synth_work_MPLAD-WRK-005931_stage_4.jpg,True
UPD-DEMO-0024970,MPLAD-WRK-005931,2025-06-01,72.5,Testing & Commissioning,524776.75,Junior Engineer (Salem Rural Development Agency (Demo) Unit-1),Stage 'Testing & Commissioning' executed. Physical progress at 72.5%.,photos/synth_work_MPLAD-WRK-005931_stage_5.jpg,True
UPD-DEMO-0024971,MPLAD-WRK-005932,2023-01-20,16.5,Planning & Mobilization,264716.99,Junior Engineer (Indore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 16.5%.,photos/synth_work_MPLAD-WRK-005932_stage_1.jpg,True
UPD-DEMO-0024972,MPLAD-WRK-005932,2023-02-24,33.7,Excavation & Foundation,529433.97,Junior Engineer (Indore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Excavation & Foundation' executed. Physical progress at 33.7%.,photos/synth_work_MPLAD-WRK-005932_stage_2.jpg,True
UPD-DEMO-0024973,MPLAD-WRK-005932,2023-03-28,46.1,Structural Construction,794150.96,Junior Engineer (Indore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Structural Construction' executed. Physical progress at 46.1%.,photos/synth_work_MPLAD-WRK-005932_stage_3.jpg,True
UPD-DEMO-0024974,MPLAD-WRK-005932,2023-05-03,66.7,Finishing & Installations,1058867.95,Junior Engineer (Indore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Finishing & Installations' executed. Physical progress at 66.7%.,photos/synth_work_MPLAD-WRK-005932_stage_4.jpg,True
UPD-DEMO-0024975,MPLAD-WRK-005932,2023-06-09,76.8,Testing & Commissioning,1323584.93,Junior Engineer (Indore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Testing & Commissioning' executed. Physical progress at 76.8%.,photos/synth_work_MPLAD-WRK-005932_stage_5.jpg,True
UPD-DEMO-0024976,MPLAD-WRK-005932,2023-03-13,30.0,Final Handover,1588301.92,Junior Engineer (Indore Irrigation & Flood Management Dept (Demo) Unit-5),Work stalled due to administrative and contractor site delays (Demo flag).,photos/synth_work_MPLAD-WRK-005932_stage_6.jpg,True
UPD-DEMO-0024977,MPLAD-WRK-005933,2023-06-06,15.0,Planning & Mobilization,805553.52,Junior Engineer (Dharwad Public Works Dept (Demo) Unit-4),Stage 'Planning & Mobilization' executed. Physical progress at 15.0%.,photos/synth_work_MPLAD-WRK-005933_stage_1.jpg,True
UPD-DEMO-0024978,MPLAD-WRK-005933,2023-07-08,26.9,Excavation & Foundation,1611107.05,Junior Engineer (Dharwad Public Works Dept (Demo) Unit-4),Stage 'Excavation & Foundation' executed. Physical progress at 26.9%.,photos/synth_work_MPLAD-WRK-005933_stage_2.jpg,True
UPD-DEMO-0024979,MPLAD-WRK-005933,2023-08-13,44.5,Structural Construction,2416660.57,Junior Engineer (Dharwad Public Works Dept (Demo) Unit-4),Stage 'Structural Construction' executed. Physical progress at 44.5%.,photos/synth_work_MPLAD-WRK-005933_stage_3.jpg,True
UPD-DEMO-0024980,MPLAD-WRK-005933,2023-09-23,56.1,Finishing & Installations,3222214.1,Junior Engineer (Dharwad Public Works Dept (Demo) Unit-4),Stage 'Finishing & Installations' executed. Physical progress at 56.1%.,photos/synth_work_MPLAD-WRK-005933_stage_4.jpg,True
UPD-DEMO-0024981,MPLAD-WRK-005933,2023-10-21,74.4,Testing & Commissioning,4027767.62,Junior Engineer (Dharwad Public Works Dept (Demo) Unit-4),Stage 'Testing & Commissioning' executed. Physical progress at 74.4%.,photos/synth_work_MPLAD-WRK-005933_stage_5.jpg,True
UPD-DEMO-0024982,MPLAD-WRK-005933,2023-11-26,77.8,Final Handover,4833321.15,Junior Engineer (Dharwad Public Works Dept (Demo) Unit-4),Stage 'Final Handover' executed. Physical progress at 77.8%.,photos/synth_work_MPLAD-WRK-005933_stage_6.jpg,True
UPD-DEMO-0024983,MPLAD-WRK-005933,2024-01-05,100.0,Final Handover,5638874.67,Junior Engineer (Dharwad Public Works Dept (Demo) Unit-4),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-005933_stage_7.jpg,True
UPD-DEMO-0024984,MPLAD-WRK-005934,2023-10-28,0.0,Planning & Mobilization,103352.83,Junior Engineer (Nashik Rural Development Agency (Demo) Unit-2),Stage 'Planning & Mobilization' executed. Physical progress at 0.0%.,,True
UPD-DEMO-0024985,MPLAD-WRK-005935,2024-05-10,14.7,Planning & Mobilization,339616.06,Junior Engineer (Hyderabad Zilla Parishad Engineering Division (Demo) Unit-2),Stage 'Planning & Mobilization' executed. Physical progress at 14.7%.,photos/synth_work_MPLAD-WRK-005935_stage_1.jpg,True
UPD-DEMO-0024986,MPLAD-WRK-005935,2024-06-17,29.7,Excavation & Foundation,679232.13,Junior Engineer (Hyderabad Zilla Parishad Engineering Division (Demo) Unit-2),Stage 'Excavation & Foundation' executed. Physical progress at 29.7%.,photos/synth_work_MPLAD-WRK-005935_stage_2.jpg,True
UPD-DEMO-0024987,MPLAD-WRK-005935,2024-07-16,41.1,Structural Construction,1018848.19,Junior Engineer (Hyderabad Zilla Parishad Engineering Division (Demo) Unit-2),Stage 'Structural Construction' executed. Physical progress at 41.1%.,photos/synth_work_MPLAD-WRK-005935_stage_3.jpg,True
UPD-DEMO-0024988,MPLAD-WRK-005935,2024-08-27,55.1,Finishing & Installations,1358464.25,Junior Engineer (Hyderabad Zilla Parishad Engineering Division (Demo) Unit-2),Stage 'Finishing & Installations' executed. Physical progress at 55.1%.,photos/synth_work_MPLAD-WRK-005935_stage_4.jpg,True
UPD-DEMO-0024989,MPLAD-WRK-005935,2024-10-04,67.0,Testing & Commissioning,1698080.31,Junior Engineer (Hyderabad Zilla Parishad Engineering Division (Demo) Unit-2),Stage 'Testing & Commissioning' executed. Physical progress at 67.0%.,photos/synth_work_MPLAD-WRK-005935_stage_5.jpg,True
UPD-DEMO-0024990,MPLAD-WRK-005935,2024-11-08,80.9,Final Handover,2037696.38,Junior Engineer (Hyderabad Zilla Parishad Engineering Division (Demo) Unit-2),Stage 'Final Handover' executed. Physical progress at 80.9%.,photos/synth_work_MPLAD-WRK-005935_stage_6.jpg,True
UPD-DEMO-0024991,MPLAD-WRK-005935,2024-12-08,100.0,Final Handover,2377312.44,Junior Engineer (Hyderabad Zilla Parishad Engineering Division (Demo) Unit-2),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-005935_stage_7.jpg,True
UPD-DEMO-0024992,MPLAD-WRK-005936,2023-11-12,15.2,Planning & Mobilization,353573.16,Junior Engineer (Nashik Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 15.2%.,photos/synth_work_MPLAD-WRK-005936_stage_1.jpg,True
UPD-DEMO-0024993,MPLAD-WRK-005936,2023-12-23,33.7,Excavation & Foundation,707146.32,Junior Engineer (Nashik Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Excavation & Foundation' executed. Physical progress at 33.7%.,photos/synth_work_MPLAD-WRK-005936_stage_2.jpg,True
UPD-DEMO-0024994,MPLAD-WRK-005936,2024-01-28,47.4,Structural Construction,1060719.48,Junior Engineer (Nashik Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Structural Construction' executed. Physical progress at 47.4%.,photos/synth_work_MPLAD-WRK-005936_stage_3.jpg,True
UPD-DEMO-0024995,MPLAD-WRK-005936,2024-02-24,60.6,Finishing & Installations,1414292.63,Junior Engineer (Nashik Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Finishing & Installations' executed. Physical progress at 60.6%.,photos/synth_work_MPLAD-WRK-005936_stage_4.jpg,True
UPD-DEMO-0024996,MPLAD-WRK-005936,2024-03-31,87.0,Testing & Commissioning,1767865.79,Junior Engineer (Nashik Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Testing & Commissioning' executed. Physical progress at 87.0%.,photos/synth_work_MPLAD-WRK-005936_stage_5.jpg,True
UPD-DEMO-0024997,MPLAD-WRK-005936,2024-05-09,100.0,Final Handover,2121438.95,Junior Engineer (Nashik Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-005936_stage_6.jpg,True
UPD-DEMO-0024998,MPLAD-WRK-005938,2022-08-02,0.0,Planning & Mobilization,0.0,Junior Engineer (Patna Rural Development Agency (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 0.0%.,,True
UPD-DEMO-0024999,MPLAD-WRK-005939,2023-06-12,14.3,Planning & Mobilization,264424.04,Junior Engineer (Belagavi Zilla Parishad Engineering Division (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 14.3%.,photos/synth_work_MPLAD-WRK-005939_stage_1.jpg,True
UPD-DEMO-0025000,MPLAD-WRK-005939,2023-07-15,28.6,Excavation & Foundation,528848.09,Junior Engineer (Belagavi Zilla Parishad Engineering Division (Demo) Unit-5),Stage 'Excavation & Foundation' executed. Physical progress at 28.6%.,photos/synth_work_MPLAD-WRK-005939_stage_2.jpg,True
UPD-DEMO-0025001,MPLAD-WRK-005939,2023-08-18,40.5,Structural Construction,793272.13,Junior Engineer (Belagavi Zilla Parishad Engineering Division (Demo) Unit-5),Stage 'Structural Construction' executed. Physical progress at 40.5%.,photos/synth_work_MPLAD-WRK-005939_stage_3.jpg,True
UPD-DEMO-0025002,MPLAD-WRK-005939,2023-09-22,57.1,Finishing & Installations,1057696.18,Junior Engineer (Belagavi Zilla Parishad Engineering Division (Demo) Unit-5),Stage 'Finishing & Installations' executed. Physical progress at 57.1%.,photos/synth_work_MPLAD-WRK-005939_stage_4.jpg,True
UPD-DEMO-0025003,MPLAD-WRK-005939,2023-11-02,66.5,Testing & Commissioning,1322120.22,Junior Engineer (Belagavi Zilla Parishad Engineering Division (Demo) Unit-5),Stage 'Testing & Commissioning' executed. Physical progress at 66.5%.,photos/synth_work_MPLAD-WRK-005939_stage_5.jpg,True
UPD-DEMO-0025004,MPLAD-WRK-005939,2023-12-06,87.4,Final Handover,1586544.27,Junior Engineer (Belagavi Zilla Parishad Engineering Division (Demo) Unit-5),Stage 'Final Handover' executed. Physical progress at 87.4%.,photos/synth_work_MPLAD-WRK-005939_stage_6.jpg,True
UPD-DEMO-0025005,MPLAD-WRK-005939,2024-01-10,100.0,Final Handover,1850968.31,Junior Engineer (Belagavi Zilla Parishad Engineering Division (Demo) Unit-5),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-005939_stage_7.jpg,True
UPD-DEMO-0025006,MPLAD-WRK-005940,2023-08-18,14.0,Planning & Mobilization,192581.11,Junior Engineer (Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 14.0%.,photos/synth_work_MPLAD-WRK-005940_stage_1.jpg,True
UPD-DEMO-0025007,MPLAD-WRK-005940,2023-09-21,28.4,Excavation & Foundation,385162.23,Junior Engineer (Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Excavation & Foundation' executed. Physical progress at 28.4%.,photos/synth_work_MPLAD-WRK-005940_stage_2.jpg,True
UPD-DEMO-0025008,MPLAD-WRK-005940,2023-10-28,40.0,Structural Construction,577743.34,Junior Engineer (Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Structural Construction' executed. Physical progress at 40.0%.,photos/synth_work_MPLAD-WRK-005940_stage_3.jpg,True
UPD-DEMO-0025009,MPLAD-WRK-005940,2023-12-03,56.5,Finishing & Installations,770324.46,Junior Engineer (Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Finishing & Installations' executed. Physical progress at 56.5%.,photos/synth_work_MPLAD-WRK-005940_stage_4.jpg,True
UPD-DEMO-0025010,MPLAD-WRK-005940,2024-01-03,66.6,Testing & Commissioning,962905.57,Junior Engineer (Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Testing & Commissioning' executed. Physical progress at 66.6%.,photos/synth_work_MPLAD-WRK-005940_stage_5.jpg,True
UPD-DEMO-0025011,MPLAD-WRK-005940,2024-02-05,84.8,Final Handover,1155486.69,Junior Engineer (Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Final Handover' executed. Physical progress at 84.8%.,photos/synth_work_MPLAD-WRK-005940_stage_6.jpg,True
UPD-DEMO-0025012,MPLAD-WRK-005940,2024-03-19,100.0,Final Handover,1348067.8,Junior Engineer (Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-005940_stage_7.jpg,True
UPD-DEMO-0025013,MPLAD-WRK-005941,2023-12-27,16.4,Planning & Mobilization,737719.67,Junior Engineer (Vadodara Rural Development Agency (Demo) Unit-3),Stage 'Planning & Mobilization' executed. Physical progress at 16.4%.,photos/synth_work_MPLAD-WRK-005941_stage_1.jpg,True
UPD-DEMO-0025014,MPLAD-WRK-005941,2024-01-24,17.2,Excavation & Foundation,1475439.33,Junior Engineer (Vadodara Rural Development Agency (Demo) Unit-3),Stage 'Excavation & Foundation' executed. Physical progress at 30.9%.,photos/synth_work_MPLAD-WRK-005941_stage_2.jpg,True
UPD-DEMO-0025015,MPLAD-WRK-005941,2024-03-08,17.2,Structural Construction,2213159.0,Junior Engineer (Vadodara Rural Development Agency (Demo) Unit-3),Stage 'Structural Construction' executed. Physical progress at 48.7%.,photos/synth_work_MPLAD-WRK-005941_stage_3.jpg,True
UPD-DEMO-0025016,MPLAD-WRK-005941,2024-04-05,17.2,Finishing & Installations,2950878.66,Junior Engineer (Vadodara Rural Development Agency (Demo) Unit-3),Stage 'Finishing & Installations' executed. Physical progress at 68.3%.,photos/synth_work_MPLAD-WRK-005941_stage_4.jpg,True
UPD-DEMO-0025017,MPLAD-WRK-005941,2024-05-13,17.2,Testing & Commissioning,3688598.33,Junior Engineer (Vadodara Rural Development Agency (Demo) Unit-3),Stage 'Testing & Commissioning' executed. Physical progress at 84.3%.,photos/synth_work_MPLAD-WRK-005941_stage_5.jpg,True
UPD-DEMO-0025018,MPLAD-WRK-005941,2024-06-12,17.2,Final Handover,4142471.64,Junior Engineer (Vadodara Rural Development Agency (Demo) Unit-3),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-005941_stage_6.jpg,True
UPD-DEMO-0025019,MPLAD-WRK-005942,2022-11-28,13.5,Planning & Mobilization,223618.02,Junior Engineer (Dakshina Kannada State Sports Infrastructure Authority (Demo) Unit-2),Stage 'Planning & Mobilization' executed. Physical progress at 13.5%.,photos/synth_work_MPLAD-WRK-005942_stage_1.jpg,True
UPD-DEMO-0025020,MPLAD-WRK-005942,2022-12-28,27.2,Excavation & Foundation,447236.04,Junior Engineer (Dakshina Kannada State Sports Infrastructure Authority (Demo) Unit-2),Stage 'Excavation & Foundation' executed. Physical progress at 27.2%.,photos/synth_work_MPLAD-WRK-005942_stage_2.jpg,True
UPD-DEMO-0025021,MPLAD-WRK-005942,2023-02-05,40.5,Structural Construction,670854.06,Junior Engineer (Dakshina Kannada State Sports Infrastructure Authority (Demo) Unit-2),Stage 'Structural Construction' executed. Physical progress at 40.5%.,photos/synth_work_MPLAD-WRK-005942_stage_3.jpg,True
UPD-DEMO-0025022,MPLAD-WRK-005942,2023-03-13,58.5,Finishing & Installations,894472.08,Junior Engineer (Dakshina Kannada State Sports Infrastructure Authority (Demo) Unit-2),Stage 'Finishing & Installations' executed. Physical progress at 58.5%.,photos/synth_work_MPLAD-WRK-005942_stage_4.jpg,True
