sanction_id,work_id,sanction_order_number,sanction_date,sanctioned_amount,installment_schedule,approving_authority,synthetic_demo_data
SANC-DEMO-005944,MPLAD-WRK-006130,MPLAD/SAL/2022/05944,2022-06-12,1075319.74,40-40-20,District Collector & Magistrate (Salem Demo),True
SANC-DEMO-005945,MPLAD-WRK-006131,MPLAD/RAJ/2024/05945,2024-04-25,2662700.6,40-40-20,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-005946,MPLAD-WRK-006132,MPLAD/AHM/2023/05946,2023-12-20,3019062.4,40-40-20,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-005947,MPLAD-WRK-006133,MPLAD/MAD/2024/05947,2024-09-22,1574217.85,40-40-20,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-005948,MPLAD-WRK-006134,MPLAD/DAR/2024/05948,2024-09-10,634220.7,50-50,District Collector & Magistrate (Darjeeling Demo),True
SANC-DEMO-005949,MPLAD-WRK-006135,MPLAD/IND/2023/05949,2023-07-24,1162798.64,40-40-20,District Collector & Magistrate (Indore Demo),True
SANC-DEMO-005950,MPLAD-WRK-006136,MPLAD/NOR/2024/05950,2024-05-12,1687351.53,40-40-20,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-005951,MPLAD-WRK-006137,MPLAD/KRI/2023/05951,2023-12-15,441132.68,50-50,District Collector & Magistrate (Krishna Demo),True
SANC-DEMO-005952,MPLAD-WRK-006138,MPLAD/RAJ/2024/05952,2024-01-19,3591363.13,40-40-20,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-005953,MPLAD-WRK-006139,MPLAD/DIB/2023/05953,2023-12-03,1063920.69,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-005954,MPLAD-WRK-006140,MPLAD/BEN/2023/05954,2023-10-27,1255823.42,40-40-20,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-005955,MPLAD-WRK-006141,MPLAD/LUC/2023/05955,2023-12-02,1226627.39,40-40-20,District Collector & Magistrate (Lucknow Demo),True
SANC-DEMO-005956,MPLAD-WRK-006142,MPLAD/DIB/2024/05956,2024-09-15,1712627.31,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-005957,MPLAD-WRK-006143,MPLAD/ERN/2024/05957,2024-05-03,1766496.74,40-40-20,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-005958,MPLAD-WRK-006144,MPLAD/DAK/2024/05958,2024-12-27,2954834.77,40-40-20,District Collector & Magistrate (Dakshina Kannada Demo),True
SANC-DEMO-005959,MPLAD-WRK-006145,MPLAD/PUR/2024/05959,2024-04-21,620290.04,50-50,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-005960,MPLAD-WRK-006147,MPLAD/CUT/2022/05960,2022-11-12,1047054.14,40-40-20,District Collector & Magistrate (Cuttack Demo),True
SANC-DEMO-005961,MPLAD-WRK-006148,MPLAD/MYS/2025/05961,2025-01-26,1049669.44,40-40-20,District Collector & Magistrate (Mysuru Demo),True
SANC-DEMO-005962,MPLAD-WRK-006149,MPLAD/BEN/2023/05962,2023-04-26,3947142.58,40-40-20,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-005963,MPLAD-WRK-006150,MPLAD/IND/2023/05963,2023-10-07,623158.87,50-50,District Collector & Magistrate (Indore Demo),True
SANC-DEMO-005964,MPLAD-WRK-006151,MPLAD/GWA/2025/05964,2025-02-26,6474306.52,40-40-20,District Collector & Magistrate (Gwalior Demo),True
SANC-DEMO-005965,MPLAD-WRK-006152,MPLAD/ERN/2025/05965,2025-02-24,1289008.76,40-40-20,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-005966,MPLAD-WRK-006153,MPLAD/AGR/2024/05966,2024-07-18,1869331.2,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-005967,MPLAD-WRK-006154,MPLAD/WAR/2024/05967,2024-04-26,1176565.99,40-40-20,District Collector & Magistrate (Warangal Demo),True
SANC-DEMO-005968,MPLAD-WRK-006155,MPLAD/COI/2024/05968,2024-03-28,979604.81,50-50,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-005969,MPLAD-WRK-006156,MPLAD/UDA/2022/05969,2022-05-03,2342857.53,40-40-20,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-005970,MPLAD-WRK-006157,MPLAD/KOL/2022/05970,2022-11-11,1362664.74,40-40-20,District Collector & Magistrate (Kolkata Demo),True
SANC-DEMO-005971,MPLAD-WRK-006158,MPLAD/NOR/2023/05971,2023-04-09,480288.72,50-50,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-005972,MPLAD-WRK-006159,MPLAD/UDA/2024/05972,2024-12-15,1122530.8,40-40-20,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-005973,MPLAD-WRK-006160,MPLAD/PUR/2023/05973,2023-09-13,1198122.56,40-40-20,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-005974,MPLAD-WRK-006162,MPLAD/UDA/2024/05974,2024-08-17,1363939.09,40-40-20,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-005975,MPLAD-WRK-006163,MPLAD/THA/2022/05975,2022-07-02,3192952.02,40-40-20,District Collector & Magistrate (Thane Demo),True
SANC-DEMO-005976,MPLAD-WRK-006164,MPLAD/NAS/2024/05976,2024-01-17,2621580.22,40-40-20,District Collector & Magistrate (Nashik Demo),True
SANC-DEMO-005977,MPLAD-WRK-006165,MPLAD/RAJ/2024/05977,2024-07-28,3485346.45,40-40-20,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-005978,MPLAD-WRK-006166,MPLAD/UDA/2023/05978,2023-11-15,2181751.52,40-40-20,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-005979,MPLAD-WRK-006167,MPLAD/GWA/2024/05979,2024-10-25,1287082.83,40-40-20,District Collector & Magistrate (Gwalior Demo),True
SANC-DEMO-005980,MPLAD-WRK-006168,MPLAD/NOR/2023/05980,2023-12-23,1097342.15,40-40-20,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-005981,MPLAD-WRK-006169,MPLAD/NOR/2023/05981,2023-09-27,1430879.63,40-40-20,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-005982,MPLAD-WRK-006170,MPLAD/SAL/2023/05982,2023-04-07,1126295.5,40-40-20,District Collector & Magistrate (Salem Demo),True
SANC-DEMO-005983,MPLAD-WRK-006172,MPLAD/AGR/2024/05983,2024-06-17,3168831.5,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-005984,MPLAD-WRK-006173,MPLAD/LUD/2023/05984,2023-10-21,494102.89,50-50,District Collector & Magistrate (Ludhiana Demo),True
SANC-DEMO-005985,MPLAD-WRK-006174,MPLAD/VIS/2025/05985,2025-01-31,1784421.61,40-40-20,District Collector & Magistrate (Visakhapatnam Demo),True
SANC-DEMO-005986,MPLAD-WRK-006175,MPLAD/BEL/2024/05986,2024-09-11,1434630.74,40-40-20,District Collector & Magistrate (Belagavi Demo),True
SANC-DEMO-005987,MPLAD-WRK-006176,MPLAD/KAN/2023/05987,2023-02-24,6954887.34,40-40-20,District Collector & Magistrate (Kanpur Nagar Demo),True
SANC-DEMO-005988,MPLAD-WRK-006177,MPLAD/KRI/2023/05988,2023-10-15,463160.29,50-50,District Collector & Magistrate (Krishna Demo),True
SANC-DEMO-005989,MPLAD-WRK-006178,MPLAD/DIB/2023/05989,2023-09-15,802978.92,50-50,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-005990,MPLAD-WRK-006179,MPLAD/PUR/2023/05990,2023-09-02,1124543.56,40-40-20,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-005991,MPLAD-WRK-006180,MPLAD/KOT/2023/05991,2023-03-09,1982562.08,40-40-20,District Collector & Magistrate (Kota Demo),True
SANC-DEMO-005992,MPLAD-WRK-006181,MPLAD/MAD/2024/05992,2024-11-24,1297264.5,40-40-20,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-005993,MPLAD-WRK-006182,MPLAD/DAR/2024/05993,2024-04-22,818804.25,50-50,District Collector & Magistrate (Darjeeling Demo),True
SANC-DEMO-005994,MPLAD-WRK-006183,MPLAD/TIR/2024/05994,2024-08-17,2429015.08,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-005995,MPLAD-WRK-006184,MPLAD/DIB/2024/05995,2024-09-30,2325262.53,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-005996,MPLAD-WRK-006185,MPLAD/AHM/2022/05996,2022-07-28,611591.18,50-50,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-005997,MPLAD-WRK-006186,MPLAD/DAK/2023/05997,2023-08-24,837911.42,50-50,District Collector & Magistrate (Dakshina Kannada Demo),True
SANC-DEMO-005998,MPLAD-WRK-006187,MPLAD/PUN/2024/05998,2024-01-18,1983933.91,40-40-20,District Collector & Magistrate (Pune Demo),True
SANC-DEMO-005999,MPLAD-WRK-006188,MPLAD/AUR/2024/05999,2024-10-21,478424.8,50-50,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-006000,MPLAD-WRK-006189,MPLAD/WAR/2023/06000,2023-01-23,1106822.0,40-40-20,District Collector & Magistrate (Warangal Demo),True
SANC-DEMO-006001,MPLAD-WRK-006190,MPLAD/AMR/2024/06001,2024-10-15,2326455.23,40-40-20,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-006002,MPLAD-WRK-006192,MPLAD/KOT/2023/06002,2023-06-17,506253.51,50-50,District Collector & Magistrate (Kota Demo),True
SANC-DEMO-006003,MPLAD-WRK-006193,MPLAD/KHO/2023/06003,2023-03-09,689952.57,50-50,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-006004,MPLAD-WRK-006194,MPLAD/BHO/2023/06004,2023-06-14,1466950.71,40-40-20,District Collector & Magistrate (Bhopal Demo),True
SANC-DEMO-006005,MPLAD-WRK-006195,MPLAD/NAG/2023/06005,2023-04-05,2730500.29,40-40-20,District Collector & Magistrate (Nagpur Demo),True
SANC-DEMO-006006,MPLAD-WRK-006196,MPLAD/BEN/2023/06006,2023-02-04,3386690.87,40-40-20,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-006007,MPLAD-WRK-006197,MPLAD/JOD/2023/06007,2023-07-14,958261.46,50-50,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-006008,MPLAD-WRK-006198,MPLAD/VIS/2023/06008,2023-01-13,3423361.24,40-40-20,District Collector & Magistrate (Visakhapatnam Demo),True
SANC-DEMO-006009,MPLAD-WRK-006199,MPLAD/LUC/2024/06009,2024-10-31,1188433.77,40-40-20,District Collector & Magistrate (Lucknow Demo),True
SANC-DEMO-006010,MPLAD-WRK-006200,MPLAD/BEN/2023/06010,2023-02-05,1206639.75,40-40-20,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-006011,MPLAD-WRK-006201,MPLAD/DAR/2024/06011,2024-01-12,1765049.99,40-40-20,District Collector & Magistrate (Darjeeling Demo),True
SANC-DEMO-006012,MPLAD-WRK-006202,MPLAD/KOT/2023/06012,2023-10-26,804911.81,50-50,District Collector & Magistrate (Kota Demo),True
SANC-DEMO-006013,MPLAD-WRK-006203,MPLAD/PUR/2023/06013,2023-05-17,1729545.26,40-40-20,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-006014,MPLAD-WRK-006204,MPLAD/AGR/2023/06014,2023-11-13,874031.23,50-50,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-006015,MPLAD-WRK-006205,MPLAD/MUZ/2022/06015,2022-04-21,944493.07,50-50,District Collector & Magistrate (Muzaffarpur Demo),True
SANC-DEMO-006016,MPLAD-WRK-006206,MPLAD/UDA/2024/06016,2024-05-15,1093068.81,40-40-20,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-006017,MPLAD-WRK-006207,MPLAD/MAD/2024/06017,2024-06-23,573679.76,50-50,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-006018,MPLAD-WRK-006208,MPLAD/JOD/2023/06018,2023-08-31,2402350.87,40-40-20,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-006019,MPLAD-WRK-006209,MPLAD/PAT/2022/06019,2022-07-16,1074719.6,40-40-20,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-006020,MPLAD-WRK-006210,MPLAD/AUR/2023/06020,2023-01-12,1202237.91,40-40-20,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-006021,MPLAD-WRK-006211,MPLAD/MUZ/2023/06021,2023-07-15,1687225.14,40-40-20,District Collector & Magistrate (Muzaffarpur Demo),True
SANC-DEMO-006022,MPLAD-WRK-006212,MPLAD/AGR/2023/06022,2023-09-14,1429195.85,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-006023,MPLAD-WRK-006213,MPLAD/VIS/2023/06023,2023-10-05,584960.3,50-50,District Collector & Magistrate (Visakhapatnam Demo),True
SANC-DEMO-006024,MPLAD-WRK-006214,MPLAD/MYS/2024/06024,2024-09-21,1623131.53,40-40-20,District Collector & Magistrate (Mysuru Demo),True
SANC-DEMO-006025,MPLAD-WRK-006215,MPLAD/WAR/2023/06025,2023-07-21,2297694.73,40-40-20,District Collector & Magistrate (Warangal Demo),True
SANC-DEMO-006026,MPLAD-WRK-006216,MPLAD/PAT/2025/06026,2025-01-06,861505.72,50-50,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-006027,MPLAD-WRK-006217,MPLAD/AGR/2023/06027,2023-11-01,1767330.82,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-006028,MPLAD-WRK-006218,MPLAD/KHO/2023/06028,2023-03-03,837333.91,50-50,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-006029,MPLAD-WRK-006219,MPLAD/KHO/2023/06029,2023-04-07,2029590.3,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-006030,MPLAD-WRK-006220,MPLAD/DHA/2024/06030,2024-11-23,996861.93,50-50,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-006031,MPLAD-WRK-006221,MPLAD/TIR/2023/06031,2023-11-23,2731378.78,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-006032,MPLAD-WRK-006222,MPLAD/LUD/2024/06032,2024-10-14,1242884.52,40-40-20,District Collector & Magistrate (Ludhiana Demo),True
SANC-DEMO-006033,MPLAD-WRK-006223,MPLAD/KRI/2023/06033,2023-12-10,732424.69,50-50,District Collector & Magistrate (Krishna Demo),True
SANC-DEMO-006034,MPLAD-WRK-006224,MPLAD/SAL/2024/06034,2024-03-27,3002443.76,40-40-20,District Collector & Magistrate (Salem Demo),True
SANC-DEMO-006035,MPLAD-WRK-006225,MPLAD/KOL/2024/06035,2024-02-12,931511.71,50-50,District Collector & Magistrate (Kolkata Demo),True
SANC-DEMO-006036,MPLAD-WRK-006226,MPLAD/VAD/2025/06036,2025-01-01,1397894.13,40-40-20,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-006037,MPLAD-WRK-006227,MPLAD/LUD/2024/06037,2024-06-27,496885.73,50-50,District Collector & Magistrate (Ludhiana Demo),True
SANC-DEMO-006038,MPLAD-WRK-006228,MPLAD/SAL/2022/06038,2022-09-01,4410266.59,40-40-20,District Collector & Magistrate (Salem Demo),True
SANC-DEMO-006039,MPLAD-WRK-006229,MPLAD/AMR/2023/06039,2023-09-03,572834.77,50-50,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-006040,MPLAD-WRK-006231,MPLAD/NOR/2022/06040,2022-09-25,2644015.4,40-40-20,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-006041,MPLAD-WRK-006232,MPLAD/IND/2025/06041,2025-02-21,1406699.05,40-40-20,District Collector & Magistrate (Indore Demo),True
SANC-DEMO-006042,MPLAD-WRK-006233,MPLAD/THA/2022/06042,2022-05-29,959830.9,50-50,District Collector & Magistrate (Thane Demo),True
SANC-DEMO-006043,MPLAD-WRK-006234,MPLAD/IND/2022/06043,2022-06-19,304942.97,50-50,District Collector & Magistrate (Indore Demo),True
SANC-DEMO-006044,MPLAD-WRK-006235,MPLAD/LUD/2024/06044,2024-02-19,2833078.67,40-40-20,District Collector & Magistrate (Ludhiana Demo),True
SANC-DEMO-006045,MPLAD-WRK-006236,MPLAD/KOZ/2023/06045,2023-11-13,617814.67,50-50,District Collector & Magistrate (Kozhikode Demo),True
SANC-DEMO-006046,MPLAD-WRK-006237,MPLAD/DAR/2022/06046,2022-08-09,2639611.38,40-40-20,District Collector & Magistrate (Darjeeling Demo),True
SANC-DEMO-006047,MPLAD-WRK-006238,MPLAD/AUR/2022/06047,2022-08-04,1343984.1,40-40-20,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-006048,MPLAD-WRK-006239,MPLAD/TIR/2023/06048,2023-06-21,1936922.07,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-006049,MPLAD-WRK-006240,MPLAD/TIR/2024/06049,2024-08-24,4459043.21,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-006050,MPLAD-WRK-006241,MPLAD/DIB/2022/06050,2022-06-09,613390.21,50-50,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-006051,MPLAD-WRK-006242,MPLAD/KHO/2023/06051,2023-12-21,5009541.22,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-006052,MPLAD-WRK-006243,MPLAD/AMR/2022/06052,2022-08-22,2059570.51,40-40-20,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-006053,MPLAD-WRK-006244,MPLAD/MUZ/2023/06053,2023-05-16,514756.53,50-50,District Collector & Magistrate (Muzaffarpur Demo),True
SANC-DEMO-006054,MPLAD-WRK-006245,MPLAD/BEN/2022/06054,2022-06-02,1710818.51,40-40-20,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-006055,MPLAD-WRK-006246,MPLAD/KOL/2023/06055,2023-04-10,1407559.6,40-40-20,District Collector & Magistrate (Kolkata Demo),True
SANC-DEMO-006056,MPLAD-WRK-006247,MPLAD/VIS/2023/06056,2023-03-13,888571.34,50-50,District Collector & Magistrate (Visakhapatnam Demo),True
SANC-DEMO-006057,MPLAD-WRK-006248,MPLAD/AJM/2024/06057,2024-03-13,3476504.5,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-006058,MPLAD-WRK-006249,MPLAD/JAI/2023/06058,2023-11-21,375393.84,50-50,District Collector & Magistrate (Jaipur Demo),True
SANC-DEMO-006059,MPLAD-WRK-006250,MPLAD/DHA/2024/06059,2024-01-03,612036.38,50-50,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-006060,MPLAD-WRK-006251,MPLAD/HYD/2024/06060,2024-09-04,1501755.17,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-006061,MPLAD-WRK-006252,MPLAD/AJM/2024/06061,2024-01-30,1173393.81,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-006062,MPLAD-WRK-006253,MPLAD/CHE/2025/06062,2025-01-11,1187741.13,40-40-20,District Collector & Magistrate (Chennai Demo),True
SANC-DEMO-006063,MPLAD-WRK-006254,MPLAD/LUD/2022/06063,2022-06-05,846732.3,50-50,District Collector & Magistrate (Ludhiana Demo),True
SANC-DEMO-006064,MPLAD-WRK-006255,MPLAD/PUR/2023/06064,2023-03-20,657082.92,50-50,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-006065,MPLAD-WRK-006256,MPLAD/KAN/2024/06065,2024-05-01,3539387.53,40-40-20,District Collector & Magistrate (Kanpur Nagar Demo),True
SANC-DEMO-006066,MPLAD-WRK-006257,MPLAD/IND/2024/06066,2024-11-12,837371.46,50-50,District Collector & Magistrate (Indore Demo),True
SANC-DEMO-006067,MPLAD-WRK-006258,MPLAD/AUR/2024/06067,2024-07-01,1317023.07,40-40-20,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-006068,MPLAD-WRK-006259,MPLAD/KHO/2023/06068,2023-09-12,1097673.89,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-006069,MPLAD-WRK-006260,MPLAD/KOZ/2022/06069,2022-10-15,3320338.14,40-40-20,District Collector & Magistrate (Kozhikode Demo),True
SANC-DEMO-006070,MPLAD-WRK-006261,MPLAD/VAR/2023/06070,2023-02-01,337852.32,50-50,District Collector & Magistrate (Varanasi Demo),True
SANC-DEMO-006071,MPLAD-WRK-006262,MPLAD/BEL/2025/06071,2025-03-04,652757.62,50-50,District Collector & Magistrate (Belagavi Demo),True
SANC-DEMO-006072,MPLAD-WRK-006263,MPLAD/AJM/2023/06072,2023-12-28,3071884.09,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-006073,MPLAD-WRK-006264,MPLAD/UDA/2024/06073,2024-05-24,1097830.51,40-40-20,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-006074,MPLAD-WRK-006265,MPLAD/CUT/2024/06074,2024-01-14,4463755.7,40-40-20,District Collector & Magistrate (Cuttack Demo),True
SANC-DEMO-006075,MPLAD-WRK-006267,MPLAD/AMR/2025/06075,2025-01-15,2189398.32,40-40-20,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-006076,MPLAD-WRK-006268,MPLAD/PRA/2024/06076,2024-05-18,1395685.35,40-40-20,District Collector & Magistrate (Prayagraj Demo),True
SANC-DEMO-006077,MPLAD-WRK-006269,MPLAD/COI/2023/06077,2023-11-19,3106517.38,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-006078,MPLAD-WRK-006270,MPLAD/DAK/2022/06078,2022-08-08,2358464.98,40-40-20,District Collector & Magistrate (Dakshina Kannada Demo),True
SANC-DEMO-006079,MPLAD-WRK-006271,MPLAD/DIB/2023/06079,2023-05-12,1898690.22,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-006080,MPLAD-WRK-006272,MPLAD/KOZ/2023/06080,2023-01-29,443257.56,50-50,District Collector & Magistrate (Kozhikode Demo),True
SANC-DEMO-006081,MPLAD-WRK-006273,MPLAD/PUR/2023/06081,2023-11-10,1694250.05,40-40-20,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-006082,MPLAD-WRK-006274,MPLAD/SAL/2023/06082,2023-02-26,4834000.58,40-40-20,District Collector & Magistrate (Salem Demo),True
SANC-DEMO-006083,MPLAD-WRK-006275,MPLAD/DIB/2022/06083,2022-11-02,2454999.47,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-006084,MPLAD-WRK-006276,MPLAD/UDA/2024/06084,2024-12-21,1171656.11,40-40-20,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-006085,MPLAD-WRK-006277,MPLAD/VAR/2023/06085,2023-11-28,464305.34,50-50,District Collector & Magistrate (Varanasi Demo),True
SANC-DEMO-006086,MPLAD-WRK-006278,MPLAD/BHO/2024/06086,2024-09-21,791027.74,50-50,District Collector & Magistrate (Bhopal Demo),True
SANC-DEMO-006087,MPLAD-WRK-006279,MPLAD/THA/2023/06087,2023-10-06,698924.21,50-50,District Collector & Magistrate (Thane Demo),True
SANC-DEMO-006088,MPLAD-WRK-006280,MPLAD/KHO/2024/06088,2024-05-13,2194312.11,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-006089,MPLAD-WRK-006281,MPLAD/VAR/2024/06089,2024-05-18,1526424.44,40-40-20,District Collector & Magistrate (Varanasi Demo),True
SANC-DEMO-006090,MPLAD-WRK-006282,MPLAD/VAR/2023/06090,2023-08-09,1752194.13,40-40-20,District Collector & Magistrate (Varanasi Demo),True
SANC-DEMO-006091,MPLAD-WRK-006283,MPLAD/MAD/2023/06091,2023-02-26,498127.95,50-50,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-006092,MPLAD-WRK-006284,MPLAD/PUR/2024/06092,2024-12-01,1071091.3,40-40-20,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-006093,MPLAD-WRK-006285,MPLAD/PAT/2024/06093,2024-10-10,516703.91,50-50,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-006094,MPLAD-WRK-006286,MPLAD/PUN/2022/06094,2022-05-13,959087.59,50-50,District Collector & Magistrate (Pune Demo),True
SANC-DEMO-006095,MPLAD-WRK-006287,MPLAD/SUR/2024/06095,2024-07-18,637285.71,50-50,District Collector & Magistrate (Surat Demo),True
SANC-DEMO-006096,MPLAD-WRK-006288,MPLAD/AGR/2023/06096,2023-04-07,2075901.05,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-006097,MPLAD-WRK-006289,MPLAD/TIR/2022/06097,2022-08-31,2108506.3,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-006098,MPLAD-WRK-006290,MPLAD/KHO/2023/06098,2023-04-03,2038083.38,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-006099,MPLAD-WRK-006291,MPLAD/BEL/2022/06099,2022-06-02,924785.83,50-50,District Collector & Magistrate (Belagavi Demo),True
SANC-DEMO-006100,MPLAD-WRK-006292,MPLAD/CUT/2023/06100,2023-12-12,646765.1,50-50,District Collector & Magistrate (Cuttack Demo),True
SANC-DEMO-006101,MPLAD-WRK-006293,MPLAD/AJM/2024/06101,2024-11-30,2640479.52,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-006102,MPLAD-WRK-006294,MPLAD/AGR/2023/06102,2023-09-08,2084018.94,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-006103,MPLAD-WRK-006295,MPLAD/AUR/2025/06103,2025-02-04,1454908.25,40-40-20,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-006104,MPLAD-WRK-006296,MPLAD/NAG/2023/06104,2023-11-01,1697421.91,40-40-20,District Collector & Magistrate (Nagpur Demo),True
SANC-DEMO-006105,MPLAD-WRK-006297,MPLAD/AMR/2024/06105,2024-03-13,481730.21,50-50,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-006106,MPLAD-WRK-006298,MPLAD/TIR/2022/06106,2022-05-20,427196.67,50-50,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-006107,MPLAD-WRK-006299,MPLAD/KAM/2023/06107,2023-10-29,3584781.87,40-40-20,District Collector & Magistrate (Kamrup Metropolitan Demo),True
SANC-DEMO-006108,MPLAD-WRK-006300,MPLAD/PUN/2024/06108,2024-01-28,359102.78,50-50,District Collector & Magistrate (Pune Demo),True
SANC-DEMO-006109,MPLAD-WRK-006301,MPLAD/AUR/2024/06109,2024-11-02,1299306.71,40-40-20,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-006110,MPLAD-WRK-006302,MPLAD/THI/2025/06110,2025-03-08,607969.2,50-50,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-006111,MPLAD-WRK-006303,MPLAD/MAD/2023/06111,2023-12-20,966555.22,50-50,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-006112,MPLAD-WRK-006304,MPLAD/CUT/2023/06112,2023-07-21,761862.41,50-50,District Collector & Magistrate (Cuttack Demo),True
SANC-DEMO-006113,MPLAD-WRK-006305,MPLAD/AMR/2022/06113,2022-06-10,2109945.25,40-40-20,District Collector & Magistrate (Amritsar Demo),True
