inspection_id,work_id,inspection_date,inspector_designation,inspection_stage,rating,findings_summary,defects_observed,rectification_deadline,inspection_photo_ref,synthetic_demo_data
INSP-DEMO-005393,MPLAD-WRK-004277,2023-05-18,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005393.jpg,True
INSP-DEMO-005394,MPLAD-WRK-004278,2023-04-03,Sub-Divisional Officer (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2023-05-03,inspections/insp_demo_005394.jpg,True
INSP-DEMO-005395,MPLAD-WRK-004279,2024-01-05,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005395.jpg,True
INSP-DEMO-005396,MPLAD-WRK-004279,2024-03-03,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005396.jpg,True
INSP-DEMO-005397,MPLAD-WRK-004279,2024-05-13,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005397.jpg,True
INSP-DEMO-005398,MPLAD-WRK-004280,2022-09-19,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005398.jpg,True
INSP-DEMO-005399,MPLAD-WRK-004281,2024-06-17,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005399.jpg,True
INSP-DEMO-005400,MPLAD-WRK-004284,2023-11-12,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005400.jpg,True
INSP-DEMO-005401,MPLAD-WRK-004285,2023-04-01,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005401.jpg,True
INSP-DEMO-005402,MPLAD-WRK-004286,2025-01-31,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005402.jpg,True
INSP-DEMO-005403,MPLAD-WRK-004286,2025-03-24,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005403.jpg,True
INSP-DEMO-005404,MPLAD-WRK-004287,2025-03-19,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005404.jpg,True
INSP-DEMO-005405,MPLAD-WRK-004288,2025-06-28,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005405.jpg,True
INSP-DEMO-005406,MPLAD-WRK-004289,2024-02-03,Independent Quality Assessor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005406.jpg,True
INSP-DEMO-005407,MPLAD-WRK-004289,2024-04-02,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005407.jpg,True
INSP-DEMO-005408,MPLAD-WRK-004290,2024-09-30,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005408.jpg,True
INSP-DEMO-005409,MPLAD-WRK-004292,2024-12-29,Independent Quality Assessor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005409.jpg,True
INSP-DEMO-005410,MPLAD-WRK-004292,2025-03-11,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005410.jpg,True
INSP-DEMO-005411,MPLAD-WRK-004292,2025-04-19,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005411.jpg,True
INSP-DEMO-005412,MPLAD-WRK-004294,2024-08-20,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005412.jpg,True
INSP-DEMO-005413,MPLAD-WRK-004295,2023-03-06,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005413.jpg,True
INSP-DEMO-005414,MPLAD-WRK-004296,2022-10-21,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005414.jpg,True
INSP-DEMO-005415,MPLAD-WRK-004297,2024-04-11,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005415.jpg,True
INSP-DEMO-005416,MPLAD-WRK-004297,2024-06-14,Independent Quality Assessor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005416.jpg,True
INSP-DEMO-005417,MPLAD-WRK-004297,2024-08-23,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005417.jpg,True
INSP-DEMO-005418,MPLAD-WRK-004298,2024-04-15,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005418.jpg,True
INSP-DEMO-005419,MPLAD-WRK-004299,2024-05-19,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005419.jpg,True
INSP-DEMO-005420,MPLAD-WRK-004300,2025-02-18,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005420.jpg,True
INSP-DEMO-005421,MPLAD-WRK-004302,2023-02-13,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005421.jpg,True
INSP-DEMO-005422,MPLAD-WRK-004303,2022-10-31,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005422.jpg,True
INSP-DEMO-005423,MPLAD-WRK-004304,2022-09-04,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005423.jpg,True
INSP-DEMO-005424,MPLAD-WRK-004304,2022-11-15,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005424.jpg,True
INSP-DEMO-005425,MPLAD-WRK-004304,2023-01-04,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005425.jpg,True
INSP-DEMO-005426,MPLAD-WRK-004306,2023-07-08,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005426.jpg,True
INSP-DEMO-005427,MPLAD-WRK-004306,2023-08-21,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005427.jpg,True
INSP-DEMO-005428,MPLAD-WRK-004307,2022-12-11,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005428.jpg,True
INSP-DEMO-005429,MPLAD-WRK-004309,2023-09-06,Sub-Divisional Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005429.jpg,True
INSP-DEMO-005430,MPLAD-WRK-004309,2023-10-31,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005430.jpg,True
INSP-DEMO-005431,MPLAD-WRK-004311,2023-03-29,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005431.jpg,True
INSP-DEMO-005432,MPLAD-WRK-004312,2022-08-30,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005432.jpg,True
INSP-DEMO-005433,MPLAD-WRK-004314,2024-07-16,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005433.jpg,True
INSP-DEMO-005434,MPLAD-WRK-004315,2023-11-08,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005434.jpg,True
INSP-DEMO-005435,MPLAD-WRK-004316,2022-11-27,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005435.jpg,True
INSP-DEMO-005436,MPLAD-WRK-004317,2025-03-04,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005436.jpg,True
INSP-DEMO-005437,MPLAD-WRK-004317,2025-04-27,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005437.jpg,True
INSP-DEMO-005438,MPLAD-WRK-004317,2025-06-19,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005438.jpg,True
INSP-DEMO-005439,MPLAD-WRK-004318,2023-08-03,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005439.jpg,True
INSP-DEMO-005440,MPLAD-WRK-004318,2023-10-02,Independent Quality Assessor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005440.jpg,True
INSP-DEMO-005441,MPLAD-WRK-004318,2023-11-29,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005441.jpg,True
INSP-DEMO-005442,MPLAD-WRK-004319,2022-09-12,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005442.jpg,True
INSP-DEMO-005443,MPLAD-WRK-004320,2024-12-02,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005443.jpg,True
INSP-DEMO-005444,MPLAD-WRK-004320,2025-02-15,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005444.jpg,True
INSP-DEMO-005445,MPLAD-WRK-004321,2022-08-27,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005445.jpg,True
INSP-DEMO-005446,MPLAD-WRK-004322,2024-02-05,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005446.jpg,True
INSP-DEMO-005447,MPLAD-WRK-004322,2024-03-29,District Planning Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005447.jpg,True
INSP-DEMO-005448,MPLAD-WRK-004322,2024-05-23,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005448.jpg,True
INSP-DEMO-005449,MPLAD-WRK-004323,2023-09-02,Sub-Divisional Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005449.jpg,True
INSP-DEMO-005450,MPLAD-WRK-004323,2023-11-18,Independent Quality Assessor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005450.jpg,True
INSP-DEMO-005451,MPLAD-WRK-004323,2024-01-12,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005451.jpg,True
INSP-DEMO-005452,MPLAD-WRK-004324,2025-04-11,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005452.jpg,True
INSP-DEMO-005453,MPLAD-WRK-004325,2023-07-30,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005453.jpg,True
INSP-DEMO-005454,MPLAD-WRK-004326,2024-05-20,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005454.jpg,True
INSP-DEMO-005455,MPLAD-WRK-004327,2023-08-14,Executive Engineer - PWD (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2023-09-13,inspections/insp_demo_005455.jpg,True
INSP-DEMO-005456,MPLAD-WRK-004328,2022-07-29,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005456.jpg,True
INSP-DEMO-005457,MPLAD-WRK-004329,2023-07-26,Executive Engineer - PWD (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005457.jpg,True
INSP-DEMO-005458,MPLAD-WRK-004329,2023-09-30,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005458.jpg,True
INSP-DEMO-005459,MPLAD-WRK-004330,2023-10-22,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005459.jpg,True
INSP-DEMO-005460,MPLAD-WRK-004333,2025-02-01,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005460.jpg,True
INSP-DEMO-005461,MPLAD-WRK-004335,2023-07-30,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005461.jpg,True
INSP-DEMO-005462,MPLAD-WRK-004336,2024-02-01,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005462.jpg,True
INSP-DEMO-005463,MPLAD-WRK-004339,2022-07-25,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005463.jpg,True
INSP-DEMO-005464,MPLAD-WRK-004340,2022-12-24,Executive Engineer - PWD (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005464.jpg,True
INSP-DEMO-005465,MPLAD-WRK-004340,2023-02-14,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005465.jpg,True
INSP-DEMO-005466,MPLAD-WRK-004340,2023-04-24,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005466.jpg,True
INSP-DEMO-005467,MPLAD-WRK-004341,2024-02-03,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005467.jpg,True
INSP-DEMO-005468,MPLAD-WRK-004342,2023-01-12,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005468.jpg,True
INSP-DEMO-005469,MPLAD-WRK-004346,2024-05-20,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005469.jpg,True
INSP-DEMO-005470,MPLAD-WRK-004347,2025-03-15,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005470.jpg,True
INSP-DEMO-005472,MPLAD-WRK-004349,2024-04-14,Independent Quality Assessor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005472.jpg,True
INSP-DEMO-005473,MPLAD-WRK-004349,2024-06-12,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005473.jpg,True
INSP-DEMO-005474,MPLAD-WRK-004351,2024-02-29,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005474.jpg,True
INSP-DEMO-005475,MPLAD-WRK-004351,2024-05-10,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005475.jpg,True
INSP-DEMO-005476,MPLAD-WRK-004351,2024-07-18,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005476.jpg,True
INSP-DEMO-005477,MPLAD-WRK-004352,2024-11-07,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005477.jpg,True
INSP-DEMO-005478,MPLAD-WRK-004354,2024-09-05,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005478.jpg,True
INSP-DEMO-005479,MPLAD-WRK-004355,2022-08-27,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005479.jpg,True
INSP-DEMO-005480,MPLAD-WRK-004356,2023-04-10,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005480.jpg,True
INSP-DEMO-005481,MPLAD-WRK-004357,2024-06-18,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005481.jpg,True
INSP-DEMO-005482,MPLAD-WRK-004358,2023-06-25,Executive Engineer - PWD (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005482.jpg,True
INSP-DEMO-005483,MPLAD-WRK-004358,2023-08-24,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005483.jpg,True
INSP-DEMO-005484,MPLAD-WRK-004359,2023-10-09,District Planning Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005484.jpg,True
INSP-DEMO-005485,MPLAD-WRK-004359,2023-12-07,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005485.jpg,True
INSP-DEMO-005486,MPLAD-WRK-004360,2023-01-30,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005486.jpg,True
INSP-DEMO-005487,MPLAD-WRK-004361,2024-06-09,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005487.jpg,True
INSP-DEMO-005488,MPLAD-WRK-004362,2024-03-23,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005488.jpg,True
INSP-DEMO-005489,MPLAD-WRK-004364,2023-09-17,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005489.jpg,True
INSP-DEMO-005490,MPLAD-WRK-004366,2024-05-17,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005490.jpg,True
INSP-DEMO-005491,MPLAD-WRK-004367,2025-04-09,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005491.jpg,True
INSP-DEMO-005492,MPLAD-WRK-004367,2025-05-18,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005492.jpg,True
INSP-DEMO-005493,MPLAD-WRK-004368,2024-01-31,District Planning Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005493.jpg,True
INSP-DEMO-005494,MPLAD-WRK-004368,2024-04-09,Executive Engineer - PWD (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005494.jpg,True
INSP-DEMO-005495,MPLAD-WRK-004368,2024-05-29,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005495.jpg,True
INSP-DEMO-005496,MPLAD-WRK-004369,2022-11-09,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005496.jpg,True
INSP-DEMO-005497,MPLAD-WRK-004371,2022-08-10,Executive Engineer - PWD (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005497.jpg,True
INSP-DEMO-005498,MPLAD-WRK-004371,2022-10-05,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005498.jpg,True
INSP-DEMO-005499,MPLAD-WRK-004371,2022-12-08,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005499.jpg,True
INSP-DEMO-005500,MPLAD-WRK-004372,2023-05-22,Independent Quality Assessor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005500.jpg,True
INSP-DEMO-005501,MPLAD-WRK-004373,2025-03-22,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005501.jpg,True
INSP-DEMO-005502,MPLAD-WRK-004373,2025-05-09,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005502.jpg,True
INSP-DEMO-005503,MPLAD-WRK-004374,2023-03-13,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005503.jpg,True
INSP-DEMO-005504,MPLAD-WRK-004375,2023-12-23,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005504.jpg,True
INSP-DEMO-005505,MPLAD-WRK-004376,2024-07-17,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005505.jpg,True
INSP-DEMO-005506,MPLAD-WRK-004377,2024-06-29,Sub-Divisional Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005506.jpg,True
INSP-DEMO-005507,MPLAD-WRK-004377,2024-08-27,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005507.jpg,True
INSP-DEMO-005508,MPLAD-WRK-004378,2025-06-14,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005508.jpg,True
INSP-DEMO-005509,MPLAD-WRK-004379,2024-04-22,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005509.jpg,True
INSP-DEMO-005510,MPLAD-WRK-004381,2023-01-15,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005510.jpg,True
INSP-DEMO-005511,MPLAD-WRK-004381,2023-03-05,Executive Engineer - PWD (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005511.jpg,True
INSP-DEMO-005512,MPLAD-WRK-004381,2023-05-03,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005512.jpg,True
INSP-DEMO-005513,MPLAD-WRK-004382,2023-11-19,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005513.jpg,True
INSP-DEMO-005514,MPLAD-WRK-004383,2024-07-11,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005514.jpg,True
INSP-DEMO-005515,MPLAD-WRK-004385,2023-03-05,Independent Quality Assessor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005515.jpg,True
INSP-DEMO-005516,MPLAD-WRK-004385,2023-05-09,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005516.jpg,True
