sanction_id,work_id,sanction_order_number,sanction_date,sanctioned_amount,installment_schedule,approving_authority,synthetic_demo_data
SANC-DEMO-004706,MPLAD-WRK-004860,MPLAD/TIR/2024/04706,2024-05-19,2368220.87,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-004707,MPLAD-WRK-004861,MPLAD/DAR/2023/04707,2023-05-27,2313335.98,40-40-20,District Collector & Magistrate (Darjeeling Demo),True
SANC-DEMO-004708,MPLAD-WRK-004862,MPLAD/PUR/2025/04708,2025-01-01,975568.56,50-50,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-004709,MPLAD-WRK-004863,MPLAD/COI/2024/04709,2024-06-25,1682162.2,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-004710,MPLAD-WRK-004864,MPLAD/TIR/2024/04710,2024-09-04,269670.23,50-50,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-004711,MPLAD-WRK-004865,MPLAD/AUR/2022/04711,2022-07-19,2089357.49,40-40-20,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-004712,MPLAD-WRK-004866,MPLAD/MYS/2024/04712,2024-03-23,1708071.62,40-40-20,District Collector & Magistrate (Mysuru Demo),True
SANC-DEMO-004713,MPLAD-WRK-004867,MPLAD/KHO/2023/04713,2023-02-07,5015839.03,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-004714,MPLAD-WRK-004868,MPLAD/KHO/2023/04714,2023-03-07,4446368.28,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-004715,MPLAD-WRK-004869,MPLAD/CUT/2023/04715,2023-09-04,1014720.47,40-40-20,District Collector & Magistrate (Cuttack Demo),True
SANC-DEMO-004716,MPLAD-WRK-004870,MPLAD/UDA/2023/04716,2023-06-19,1423246.57,40-40-20,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-004717,MPLAD-WRK-004871,MPLAD/DHA/2025/04717,2025-02-17,508192.89,50-50,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-004718,MPLAD-WRK-004872,MPLAD/PUR/2024/04718,2024-02-11,2039705.07,40-40-20,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-004719,MPLAD-WRK-004873,MPLAD/DAK/2024/04719,2024-06-24,1203161.94,40-40-20,District Collector & Magistrate (Dakshina Kannada Demo),True
SANC-DEMO-004720,MPLAD-WRK-004874,MPLAD/AGR/2023/04720,2023-04-03,1288490.19,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-004721,MPLAD-WRK-004875,MPLAD/NOR/2024/04721,2024-05-22,897914.67,50-50,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-004722,MPLAD-WRK-004876,MPLAD/LUD/2024/04722,2024-12-16,1729372.16,40-40-20,District Collector & Magistrate (Ludhiana Demo),True
SANC-DEMO-004723,MPLAD-WRK-004877,MPLAD/DAK/2023/04723,2023-08-24,2715919.88,40-40-20,District Collector & Magistrate (Dakshina Kannada Demo),True
SANC-DEMO-004724,MPLAD-WRK-004878,MPLAD/AUR/2023/04724,2023-04-07,1457908.94,40-40-20,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-004725,MPLAD-WRK-004879,MPLAD/CHE/2022/04725,2022-07-15,1341534.81,40-40-20,District Collector & Magistrate (Chennai Demo),True
SANC-DEMO-004726,MPLAD-WRK-004880,MPLAD/KHO/2023/04726,2023-04-08,2645370.5,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-004727,MPLAD-WRK-004881,MPLAD/KOZ/2022/04727,2022-07-16,2902891.81,40-40-20,District Collector & Magistrate (Kozhikode Demo),True
SANC-DEMO-004728,MPLAD-WRK-004882,MPLAD/VIS/2024/04728,2024-01-24,1985789.43,40-40-20,District Collector & Magistrate (Visakhapatnam Demo),True
SANC-DEMO-004729,MPLAD-WRK-004883,MPLAD/DAK/2022/04729,2022-11-08,268530.13,50-50,District Collector & Magistrate (Dakshina Kannada Demo),True
SANC-DEMO-004730,MPLAD-WRK-004884,MPLAD/NOR/2022/04730,2022-06-19,1909488.65,40-40-20,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-004731,MPLAD-WRK-004885,MPLAD/UDA/2023/04731,2023-04-24,745154.68,50-50,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-004732,MPLAD-WRK-004886,MPLAD/RAJ/2022/04732,2022-12-02,1255781.49,40-40-20,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-004733,MPLAD-WRK-004887,MPLAD/RAJ/2022/04733,2022-11-14,2578256.28,40-40-20,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-004734,MPLAD-WRK-004888,MPLAD/DHA/2024/04734,2024-07-26,3959918.77,40-40-20,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-004735,MPLAD-WRK-004889,MPLAD/THA/2022/04735,2022-06-12,1281395.73,40-40-20,District Collector & Magistrate (Thane Demo),True
SANC-DEMO-004736,MPLAD-WRK-004890,MPLAD/MYS/2024/04736,2024-06-15,3043673.73,40-40-20,District Collector & Magistrate (Mysuru Demo),True
SANC-DEMO-004737,MPLAD-WRK-004891,MPLAD/DIB/2022/04737,2022-08-07,1239674.53,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-004738,MPLAD-WRK-004892,MPLAD/AGR/2024/04738,2024-08-28,1775400.82,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-004739,MPLAD-WRK-004893,MPLAD/DHA/2023/04739,2023-07-07,5111361.75,40-40-20,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-004740,MPLAD-WRK-004894,MPLAD/PAT/2022/04740,2022-05-28,2204063.33,40-40-20,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-004741,MPLAD-WRK-004895,MPLAD/AHM/2025/04741,2025-01-07,1580843.94,40-40-20,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-004742,MPLAD-WRK-004896,MPLAD/MUZ/2022/04742,2022-11-07,1611782.8,40-40-20,District Collector & Magistrate (Muzaffarpur Demo),True
SANC-DEMO-004743,MPLAD-WRK-004897,MPLAD/COI/2023/04743,2023-01-09,1915465.55,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-004744,MPLAD-WRK-004898,MPLAD/VAD/2023/04744,2023-01-03,1496415.92,40-40-20,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-004745,MPLAD-WRK-004899,MPLAD/RAJ/2024/04745,2024-05-27,497746.01,50-50,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-004746,MPLAD-WRK-004900,MPLAD/BEL/2023/04746,2023-03-21,984232.71,50-50,District Collector & Magistrate (Belagavi Demo),True
SANC-DEMO-004747,MPLAD-WRK-004901,MPLAD/PRA/2022/04747,2022-10-11,1497159.52,40-40-20,District Collector & Magistrate (Prayagraj Demo),True
SANC-DEMO-004748,MPLAD-WRK-004902,MPLAD/KOT/2024/04748,2024-05-22,1927494.84,40-40-20,District Collector & Magistrate (Kota Demo),True
SANC-DEMO-004749,MPLAD-WRK-004903,MPLAD/COI/2022/04749,2022-07-06,653810.71,50-50,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-004750,MPLAD-WRK-004904,MPLAD/KOZ/2024/04750,2024-11-27,2643681.31,40-40-20,District Collector & Magistrate (Kozhikode Demo),True
SANC-DEMO-004751,MPLAD-WRK-004905,MPLAD/DHA/2023/04751,2023-04-17,2146230.47,40-40-20,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-004752,MPLAD-WRK-004906,MPLAD/DIB/2024/04752,2024-04-29,479271.68,50-50,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-004753,MPLAD-WRK-004907,MPLAD/PAT/2024/04753,2024-04-18,845740.67,50-50,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-004754,MPLAD-WRK-004908,MPLAD/COI/2024/04754,2024-01-17,2692387.99,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-004755,MPLAD-WRK-004909,MPLAD/VAD/2024/04755,2024-08-31,1919198.29,40-40-20,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-004756,MPLAD-WRK-004910,MPLAD/THI/2024/04756,2024-06-16,2117470.72,40-40-20,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-004757,MPLAD-WRK-004911,MPLAD/AHM/2023/04757,2023-11-12,1454302.39,40-40-20,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-004758,MPLAD-WRK-004912,MPLAD/MAD/2023/04758,2023-03-05,347151.26,50-50,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-004759,MPLAD-WRK-004913,MPLAD/ERN/2023/04759,2023-12-21,665963.95,50-50,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-004760,MPLAD-WRK-004914,MPLAD/BEL/2023/04760,2023-09-19,433228.28,50-50,District Collector & Magistrate (Belagavi Demo),True
SANC-DEMO-004761,MPLAD-WRK-004915,MPLAD/PAT/2023/04761,2023-01-04,689468.63,50-50,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-004762,MPLAD-WRK-004916,MPLAD/JOD/2023/04762,2023-12-13,742233.17,50-50,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-004763,MPLAD-WRK-004917,MPLAD/RAJ/2025/04763,2025-03-01,1594646.13,40-40-20,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-004764,MPLAD-WRK-004918,MPLAD/COI/2024/04764,2024-05-13,1941331.38,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-004765,MPLAD-WRK-004919,MPLAD/NAG/2024/04765,2024-12-31,371343.67,50-50,District Collector & Magistrate (Nagpur Demo),True
SANC-DEMO-004766,MPLAD-WRK-004921,MPLAD/CUT/2025/04766,2025-02-27,373181.7,50-50,District Collector & Magistrate (Cuttack Demo),True
SANC-DEMO-004767,MPLAD-WRK-004922,MPLAD/HYD/2023/04767,2023-12-21,1067958.35,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-004768,MPLAD-WRK-004923,MPLAD/AGR/2024/04768,2024-11-03,1436947.27,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-004769,MPLAD-WRK-004924,MPLAD/VAD/2023/04769,2023-08-06,1625452.87,40-40-20,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-004770,MPLAD-WRK-004925,MPLAD/WAR/2022/04770,2022-08-07,2060375.23,40-40-20,District Collector & Magistrate (Warangal Demo),True
SANC-DEMO-004771,MPLAD-WRK-004926,MPLAD/VIS/2024/04771,2024-01-29,942385.42,50-50,District Collector & Magistrate (Visakhapatnam Demo),True
SANC-DEMO-004772,MPLAD-WRK-004927,MPLAD/VAR/2024/04772,2024-10-09,1197875.09,40-40-20,District Collector & Magistrate (Varanasi Demo),True
SANC-DEMO-004773,MPLAD-WRK-004928,MPLAD/ERN/2023/04773,2023-01-19,579331.15,50-50,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-004774,MPLAD-WRK-004929,MPLAD/AJM/2023/04774,2023-10-24,1309596.99,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-004775,MPLAD-WRK-004930,MPLAD/AGR/2023/04775,2023-04-03,1229815.23,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-004776,MPLAD-WRK-004931,MPLAD/KHO/2022/04776,2022-11-23,1758514.91,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-004777,MPLAD-WRK-004932,MPLAD/BEL/2022/04777,2022-12-11,775250.53,50-50,District Collector & Magistrate (Belagavi Demo),True
SANC-DEMO-004778,MPLAD-WRK-004933,MPLAD/RAJ/2024/04778,2024-04-10,873384.03,50-50,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-004779,MPLAD-WRK-004934,MPLAD/PUR/2023/04779,2023-09-30,1763353.7,40-40-20,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-004780,MPLAD-WRK-004935,MPLAD/DIB/2022/04780,2022-07-31,1535075.95,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-004781,MPLAD-WRK-004936,MPLAD/RAJ/2023/04781,2023-08-04,1080850.87,40-40-20,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-004782,MPLAD-WRK-004937,MPLAD/BEN/2024/04782,2024-10-15,1473819.42,40-40-20,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-004783,MPLAD-WRK-004938,MPLAD/VIS/2022/04783,2022-04-25,1337666.45,40-40-20,District Collector & Magistrate (Visakhapatnam Demo),True
SANC-DEMO-004784,MPLAD-WRK-004939,MPLAD/AGR/2023/04784,2023-02-07,1147797.18,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-004785,MPLAD-WRK-004941,MPLAD/THI/2023/04785,2023-01-17,1910845.92,40-40-20,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-004786,MPLAD-WRK-004942,MPLAD/KOZ/2025/04786,2025-03-12,2175524.03,40-40-20,District Collector & Magistrate (Kozhikode Demo),True
SANC-DEMO-004787,MPLAD-WRK-004943,MPLAD/BEN/2024/04787,2024-01-08,2070951.77,40-40-20,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-004788,MPLAD-WRK-004945,MPLAD/MUZ/2023/04788,2023-11-22,1470665.05,40-40-20,District Collector & Magistrate (Muzaffarpur Demo),True
SANC-DEMO-004789,MPLAD-WRK-004946,MPLAD/JAI/2024/04789,2024-04-15,900133.67,50-50,District Collector & Magistrate (Jaipur Demo),True
SANC-DEMO-004790,MPLAD-WRK-004947,MPLAD/JOD/2023/04790,2023-12-17,2338511.83,40-40-20,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-004791,MPLAD-WRK-004948,MPLAD/WAR/2023/04791,2023-07-06,1606213.37,40-40-20,District Collector & Magistrate (Warangal Demo),True
SANC-DEMO-004792,MPLAD-WRK-004950,MPLAD/JOD/2023/04792,2023-09-16,1644225.05,40-40-20,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-004793,MPLAD-WRK-004951,MPLAD/KRI/2022/04793,2022-05-09,981150.91,50-50,District Collector & Magistrate (Krishna Demo),True
SANC-DEMO-004794,MPLAD-WRK-004952,MPLAD/GWA/2024/04794,2024-02-15,2299213.28,40-40-20,District Collector & Magistrate (Gwalior Demo),True
SANC-DEMO-004795,MPLAD-WRK-004953,MPLAD/VAD/2023/04795,2023-07-27,1521549.89,40-40-20,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-004796,MPLAD-WRK-004954,MPLAD/DHA/2023/04796,2023-03-11,2112038.12,40-40-20,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-004797,MPLAD-WRK-004955,MPLAD/VAD/2024/04797,2024-03-05,1674504.41,40-40-20,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-004798,MPLAD-WRK-004956,MPLAD/BHO/2022/04798,2022-05-29,711093.16,50-50,District Collector & Magistrate (Bhopal Demo),True
SANC-DEMO-004799,MPLAD-WRK-004957,MPLAD/NOR/2023/04799,2023-05-28,2302336.78,40-40-20,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-004800,MPLAD-WRK-004958,MPLAD/THI/2023/04800,2023-01-14,1651798.71,40-40-20,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-004801,MPLAD-WRK-004959,MPLAD/ERN/2023/04801,2023-08-24,478002.87,50-50,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-004802,MPLAD-WRK-004960,MPLAD/WAR/2024/04802,2024-05-16,2452721.6,40-40-20,District Collector & Magistrate (Warangal Demo),True
SANC-DEMO-004803,MPLAD-WRK-004961,MPLAD/MYS/2023/04803,2023-08-18,1311136.46,40-40-20,District Collector & Magistrate (Mysuru Demo),True
SANC-DEMO-004804,MPLAD-WRK-004962,MPLAD/CHE/2022/04804,2022-06-16,2152453.18,40-40-20,District Collector & Magistrate (Chennai Demo),True
SANC-DEMO-004805,MPLAD-WRK-004963,MPLAD/DAK/2024/04805,2024-05-28,550475.38,50-50,District Collector & Magistrate (Dakshina Kannada Demo),True
SANC-DEMO-004806,MPLAD-WRK-004964,MPLAD/NOR/2024/04806,2024-01-16,1963242.64,40-40-20,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-004807,MPLAD-WRK-004965,MPLAD/MAD/2023/04807,2023-05-08,2913551.48,40-40-20,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-004808,MPLAD-WRK-004966,MPLAD/KRI/2024/04808,2024-01-01,3538599.55,40-40-20,District Collector & Magistrate (Krishna Demo),True
SANC-DEMO-004809,MPLAD-WRK-004967,MPLAD/AJM/2023/04809,2023-06-02,1026295.67,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-004810,MPLAD-WRK-004968,MPLAD/WAR/2024/04810,2024-12-30,1384248.1,40-40-20,District Collector & Magistrate (Warangal Demo),True
SANC-DEMO-004811,MPLAD-WRK-004969,MPLAD/SUR/2024/04811,2024-04-23,1274579.73,40-40-20,District Collector & Magistrate (Surat Demo),True
SANC-DEMO-004812,MPLAD-WRK-004970,MPLAD/CHE/2023/04812,2023-04-26,1148957.12,40-40-20,District Collector & Magistrate (Chennai Demo),True
SANC-DEMO-004813,MPLAD-WRK-004971,MPLAD/LUC/2023/04813,2023-05-19,963493.57,50-50,District Collector & Magistrate (Lucknow Demo),True
SANC-DEMO-004814,MPLAD-WRK-004972,MPLAD/SUR/2024/04814,2024-11-14,2062546.0,40-40-20,District Collector & Magistrate (Surat Demo),True
SANC-DEMO-004815,MPLAD-WRK-004973,MPLAD/RAJ/2024/04815,2024-08-14,399164.92,50-50,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-004816,MPLAD-WRK-004974,MPLAD/NAG/2022/04816,2022-06-13,647420.24,50-50,District Collector & Magistrate (Nagpur Demo),True
SANC-DEMO-004817,MPLAD-WRK-004975,MPLAD/AJM/2024/04817,2024-01-29,624305.36,50-50,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-004818,MPLAD-WRK-004976,MPLAD/KOT/2023/04818,2023-06-04,317405.97,50-50,District Collector & Magistrate (Kota Demo),True
SANC-DEMO-004819,MPLAD-WRK-004977,MPLAD/THA/2024/04819,2024-01-31,1644840.97,40-40-20,District Collector & Magistrate (Thane Demo),True
SANC-DEMO-004820,MPLAD-WRK-004978,MPLAD/ERN/2025/04820,2025-02-11,1510826.1,40-40-20,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-004821,MPLAD-WRK-004979,MPLAD/DIB/2022/04821,2022-07-28,866621.15,50-50,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-004822,MPLAD-WRK-004980,MPLAD/CHE/2022/04822,2022-12-10,1726479.45,40-40-20,District Collector & Magistrate (Chennai Demo),True
SANC-DEMO-004823,MPLAD-WRK-004981,MPLAD/KHO/2024/04823,2024-01-11,3320926.15,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-004824,MPLAD-WRK-004982,MPLAD/PUN/2022/04824,2022-11-28,1763860.0,40-40-20,District Collector & Magistrate (Pune Demo),True
SANC-DEMO-004825,MPLAD-WRK-004984,MPLAD/SUR/2025/04825,2025-01-09,1652884.46,40-40-20,District Collector & Magistrate (Surat Demo),True
SANC-DEMO-004826,MPLAD-WRK-004985,MPLAD/PUN/2022/04826,2022-09-10,615731.8,50-50,District Collector & Magistrate (Pune Demo),True
SANC-DEMO-004827,MPLAD-WRK-004986,MPLAD/COI/2023/04827,2023-08-16,331784.04,50-50,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-004828,MPLAD-WRK-004987,MPLAD/HYD/2022/04828,2022-06-02,592908.0,50-50,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-004829,MPLAD-WRK-004988,MPLAD/TIR/2022/04829,2022-11-13,535972.08,50-50,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-004830,MPLAD-WRK-004989,MPLAD/KOZ/2024/04830,2024-03-29,1590381.98,40-40-20,District Collector & Magistrate (Kozhikode Demo),True
SANC-DEMO-004831,MPLAD-WRK-004990,MPLAD/COI/2022/04831,2022-08-03,1578736.53,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-004832,MPLAD-WRK-004991,MPLAD/PAT/2022/04832,2022-10-28,731560.42,50-50,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-004833,MPLAD-WRK-004992,MPLAD/NAG/2024/04833,2024-06-09,1461515.47,40-40-20,District Collector & Magistrate (Nagpur Demo),True
SANC-DEMO-004834,MPLAD-WRK-004993,MPLAD/VAR/2022/04834,2022-11-06,1241683.16,40-40-20,District Collector & Magistrate (Varanasi Demo),True
SANC-DEMO-004835,MPLAD-WRK-004994,MPLAD/MUZ/2024/04835,2024-04-07,1978234.52,40-40-20,District Collector & Magistrate (Muzaffarpur Demo),True
SANC-DEMO-004836,MPLAD-WRK-004995,MPLAD/KOZ/2023/04836,2023-11-29,2515929.32,40-40-20,District Collector & Magistrate (Kozhikode Demo),True
SANC-DEMO-004837,MPLAD-WRK-004996,MPLAD/VAD/2024/04837,2024-09-06,1285001.0,40-40-20,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-004838,MPLAD-WRK-004997,MPLAD/HYD/2023/04838,2023-03-23,211432.83,50-50,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-004839,MPLAD-WRK-004998,MPLAD/COI/2022/04839,2022-10-08,610018.9,50-50,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-004840,MPLAD-WRK-004999,MPLAD/RAJ/2024/04840,2024-06-02,3456481.05,40-40-20,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-004841,MPLAD-WRK-005000,MPLAD/CHE/2024/04841,2024-05-12,845963.79,50-50,District Collector & Magistrate (Chennai Demo),True
SANC-DEMO-004842,MPLAD-WRK-005001,MPLAD/THA/2022/04842,2022-08-15,1901143.19,40-40-20,District Collector & Magistrate (Thane Demo),True
SANC-DEMO-004843,MPLAD-WRK-005002,MPLAD/KAN/2024/04843,2024-12-04,542734.67,50-50,District Collector & Magistrate (Kanpur Nagar Demo),True
SANC-DEMO-004844,MPLAD-WRK-005003,MPLAD/CUT/2023/04844,2023-05-31,690089.11,50-50,District Collector & Magistrate (Cuttack Demo),True
SANC-DEMO-004845,MPLAD-WRK-005004,MPLAD/AHM/2023/04845,2023-05-29,636696.43,50-50,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-004846,MPLAD-WRK-005005,MPLAD/MYS/2024/04846,2024-10-02,2267936.3,40-40-20,District Collector & Magistrate (Mysuru Demo),True
SANC-DEMO-004847,MPLAD-WRK-005006,MPLAD/RAJ/2024/04847,2024-02-08,1715463.36,40-40-20,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-004848,MPLAD-WRK-005007,MPLAD/WAR/2022/04848,2022-08-05,6245938.99,40-40-20,District Collector & Magistrate (Warangal Demo),True
SANC-DEMO-004849,MPLAD-WRK-005008,MPLAD/AJM/2023/04849,2023-12-26,2789461.38,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-004850,MPLAD-WRK-005009,MPLAD/JOD/2024/04850,2024-04-25,1875143.78,40-40-20,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-004851,MPLAD-WRK-005010,MPLAD/GWA/2022/04851,2022-07-29,3610893.93,40-40-20,District Collector & Magistrate (Gwalior Demo),True
SANC-DEMO-004852,MPLAD-WRK-005011,MPLAD/AMR/2022/04852,2022-07-20,1253593.21,40-40-20,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-004853,MPLAD-WRK-005012,MPLAD/VAD/2024/04853,2024-10-15,1411094.62,40-40-20,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-004854,MPLAD-WRK-005013,MPLAD/MUZ/2022/04854,2022-10-20,349716.71,50-50,District Collector & Magistrate (Muzaffarpur Demo),True
SANC-DEMO-004855,MPLAD-WRK-005014,MPLAD/SAL/2023/04855,2023-03-07,382339.02,50-50,District Collector & Magistrate (Salem Demo),True
SANC-DEMO-004856,MPLAD-WRK-005015,MPLAD/LUD/2022/04856,2022-06-15,617489.36,50-50,District Collector & Magistrate (Ludhiana Demo),True
SANC-DEMO-004857,MPLAD-WRK-005016,MPLAD/KAN/2024/04857,2024-05-06,3988763.33,40-40-20,District Collector & Magistrate (Kanpur Nagar Demo),True
SANC-DEMO-004858,MPLAD-WRK-005017,MPLAD/UDA/2024/04858,2024-05-13,1229437.24,40-40-20,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-004859,MPLAD-WRK-005018,MPLAD/COI/2023/04859,2023-05-20,1325955.53,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-004860,MPLAD-WRK-005019,MPLAD/DAK/2023/04860,2023-07-23,956540.29,50-50,District Collector & Magistrate (Dakshina Kannada Demo),True
SANC-DEMO-004861,MPLAD-WRK-005020,MPLAD/LUC/2022/04861,2022-05-21,1458351.47,40-40-20,District Collector & Magistrate (Lucknow Demo),True
SANC-DEMO-004862,MPLAD-WRK-005021,MPLAD/CUT/2024/04862,2024-09-07,1625156.1,40-40-20,District Collector & Magistrate (Cuttack Demo),True
SANC-DEMO-004863,MPLAD-WRK-005022,MPLAD/UDA/2024/04863,2024-04-10,1257987.23,40-40-20,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-004864,MPLAD-WRK-005023,MPLAD/PUN/2022/04864,2022-10-08,1178170.23,40-40-20,District Collector & Magistrate (Pune Demo),True
SANC-DEMO-004865,MPLAD-WRK-005024,MPLAD/DIB/2023/04865,2023-03-27,459759.35,50-50,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-004866,MPLAD-WRK-005025,MPLAD/PUR/2023/04866,2023-05-17,390722.27,50-50,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-004867,MPLAD-WRK-005026,MPLAD/AMR/2022/04867,2022-11-17,1131943.39,40-40-20,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-004868,MPLAD-WRK-005027,MPLAD/AJM/2024/04868,2024-11-23,2531864.98,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-004869,MPLAD-WRK-005028,MPLAD/SUR/2024/04869,2024-07-03,2446038.88,40-40-20,District Collector & Magistrate (Surat Demo),True
SANC-DEMO-004870,MPLAD-WRK-005029,MPLAD/AGR/2023/04870,2023-12-25,402272.29,50-50,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-004871,MPLAD-WRK-005030,MPLAD/JAI/2024/04871,2024-04-26,2322747.61,40-40-20,District Collector & Magistrate (Jaipur Demo),True
SANC-DEMO-004872,MPLAD-WRK-005031,MPLAD/JOD/2023/04872,2023-01-11,1116801.53,40-40-20,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-004873,MPLAD-WRK-005032,MPLAD/AMR/2023/04873,2023-11-27,1123018.38,40-40-20,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-004874,MPLAD-WRK-005033,MPLAD/THA/2023/04874,2023-03-12,2602307.65,40-40-20,District Collector & Magistrate (Thane Demo),True
SANC-DEMO-004875,MPLAD-WRK-005034,MPLAD/THI/2022/04875,2022-06-29,1066878.35,40-40-20,District Collector & Magistrate (Thiruvananthapuram Demo),True
