asset_id,work_id,asset_name,category,location_description,latitude,longitude,handover_date,custodian_department,maintenance_status,synthetic_demo_data
AST-DEMO-002196,MPLAD-WRK-004921,Renewable & Solar Energy Asset - Deployment of Solar Powered LED Street L,Renewable & Solar Energy,"Cuttack, Odisha",20.528371,85.833555,2025-08-31,Cuttack Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002197,MPLAD-WRK-004923,Renewable & Solar Energy Asset - Setting up of 25 kW Decentralized Solar ,Renewable & Solar Energy,"Agra, Uttar Pradesh",27.175587,78.005009,2025-03-06,Agra Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002198,MPLAD-WRK-004925,Community Infrastructure & Halls Asset - Construction of Modern Crematorium / Bur,Community Infrastructure & Halls,"Warangal, Telangana",18.018875,79.629867,2023-08-05,Warangal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002199,MPLAD-WRK-004928,Renewable & Solar Energy Asset - Setting up of 25 kW Decentralized Solar ,Renewable & Solar Energy,"Ernakulam, Kerala",9.99621,76.361144,2023-08-10,Ernakulam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002200,MPLAD-WRK-004929,Community Infrastructure & Halls Asset - Construction of Modern Crematorium / Bur,Community Infrastructure & Halls,"Ajmer, Rajasthan",26.521877,74.626349,2024-08-24,Ajmer Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002201,MPLAD-WRK-004933,Renewable & Solar Energy Asset - Installation of High-Mast Solar Street L,Renewable & Solar Energy,"Rajkot, Gujarat",22.331038,70.847255,2024-10-22,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002202,MPLAD-WRK-004934,"Roads, Pathways & Bridges Asset - Construction of High-Level RCC Box Culve","Roads, Pathways & Bridges","Purba Medinipur, West Bengal",21.99528,87.812707,2024-09-07,Purba Medinipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002203,MPLAD-WRK-004935,Irrigation & Flood Control Asset - Construction of Flood Protection Embankm,Irrigation & Flood Control,"Dibrugarh, Assam",27.44235,94.868106,2023-08-07,Dibrugarh Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002204,MPLAD-WRK-004936,Drinking Water Asset - Provision of Deep Borewell with Solar Su,Drinking Water,"Rajkot, Gujarat",22.236351,70.816923,2024-03-24,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002205,MPLAD-WRK-004937,"Roads, Pathways & Bridges Asset - Construction of High-Level RCC Box Culve","Roads, Pathways & Bridges","Bengaluru Urban, Karnataka",13.026882,77.572917,2025-09-14,Bengaluru Urban Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002206,MPLAD-WRK-004939,Health & Sanitation Asset - Upgradation of Pediatric & Maternal Care,Health & Sanitation,"Agra, Uttar Pradesh",27.211861,78.053756,2023-10-20,Agra Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002207,MPLAD-WRK-004942,Health & Sanitation Asset - Establishment of Solid Waste Management ,Health & Sanitation,"Kozhikode, Kerala",11.247199,75.825686,2025-09-07,Kozhikode Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002208,MPLAD-WRK-004943,Irrigation & Flood Control Asset - Construction of Rainwater Harvesting Sum,Irrigation & Flood Control,"Bengaluru Urban, Karnataka",13.038773,77.559031,2025-01-01,Bengaluru Urban Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002209,MPLAD-WRK-004947,Community Infrastructure & Halls Asset - Construction of Modern Crematorium / Bur,Community Infrastructure & Halls,"Jodhpur, Rajasthan",26.308412,72.960447,2025-02-02,Jodhpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002210,MPLAD-WRK-004948,"Roads, Pathways & Bridges Asset - Reconstruction of Damaged All-Weather Vi","Roads, Pathways & Bridges","Warangal, Telangana",17.966743,79.577905,2024-09-19,Warangal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002211,MPLAD-WRK-004951,Health & Sanitation Asset - Construction of Modern Primary Health Su,Health & Sanitation,"Krishna, Andhra Pradesh",16.146694,81.096049,2023-04-16,Krishna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002212,MPLAD-WRK-004952,Community Infrastructure & Halls Asset - Development of Senior Citizens Recreatio,Community Infrastructure & Halls,"Gwalior, Madhya Pradesh",26.263603,78.257406,2025-03-11,Gwalior Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002213,MPLAD-WRK-004954,Community Infrastructure & Halls Asset - Construction of Farmers Agro-Produce Sto,Community Infrastructure & Halls,"Dharwad, Karnataka",15.527387,75.057661,2024-04-03,Dharwad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002214,MPLAD-WRK-004955,"Roads, Pathways & Bridges Asset - Construction of Concrete Cement (CC) Roa","Roads, Pathways & Bridges","Vadodara, Gujarat",22.369349,73.234387,2024-12-26,Vadodara Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002215,MPLAD-WRK-004960,"Roads, Pathways & Bridges Asset - Reconstruction of Damaged All-Weather Vi","Roads, Pathways & Bridges","Warangal, Telangana",17.937262,79.557875,2025-05-31,Warangal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002216,MPLAD-WRK-004965,"Roads, Pathways & Bridges Asset - Reconstruction of Damaged All-Weather Vi","Roads, Pathways & Bridges","Madurai, Tamil Nadu",9.859222,78.050215,2024-04-19,Madurai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002217,MPLAD-WRK-004967,"Irrigation & Flood Control Asset - Desilting, Deepening and Concrete Lining",Irrigation & Flood Control,"Ajmer, Rajasthan",26.384074,74.665882,2024-04-16,Ajmer Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002218,MPLAD-WRK-004968,Education Infrastructure Asset - Construction of Additional Smart Classro,Education Infrastructure,"Warangal, Telangana",17.975297,79.560384,2025-10-31,Warangal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002219,MPLAD-WRK-004970,Community Infrastructure & Halls Asset - Construction of Farmers Agro-Produce Sto,Community Infrastructure & Halls,"Chennai, Tamil Nadu",13.062701,80.288016,2024-03-09,Chennai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002220,MPLAD-WRK-004971,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Lucknow, Uttar Pradesh",26.901098,81.016696,2024-01-02,Lucknow Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002221,MPLAD-WRK-004973,Renewable & Solar Energy Asset - Setting up of 25 kW Decentralized Solar ,Renewable & Solar Energy,"Rajkot, Gujarat",22.232869,70.758777,2025-02-27,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002222,MPLAD-WRK-004974,Drinking Water Asset - Installation of RO Clean Drinking Water ,Drinking Water,"Nagpur, Maharashtra",21.157272,79.014694,2022-11-14,Nagpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002223,MPLAD-WRK-004975,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Ajmer, Rajasthan",26.381049,74.57359,2024-12-23,Ajmer Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002224,MPLAD-WRK-004976,Drinking Water Asset - Installation of RO Clean Drinking Water ,Drinking Water,"Kota, Rajasthan",25.193591,75.824363,2023-10-24,Kota Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002225,MPLAD-WRK-004978,Community Infrastructure & Halls Asset - Construction of Multi-Purpose Community ,Community Infrastructure & Halls,"Ernakulam, Kerala",9.932259,76.304092,2026-02-20,Ernakulam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002226,MPLAD-WRK-004979,Education Infrastructure Asset - Construction of Multi-Purpose Auditorium,Education Infrastructure,"Dibrugarh, Assam",27.530432,94.912082,2023-07-07,Dibrugarh Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002227,MPLAD-WRK-004988,Education Infrastructure Asset - Setting up of Digital STEM Learning and ,Education Infrastructure,"Tiruchirappalli, Tamil Nadu",10.80269,78.711008,2023-09-27,Tiruchirappalli Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002228,MPLAD-WRK-004992,Irrigation & Flood Control Asset - Construction of Check Dam and Water Harv,Irrigation & Flood Control,"Nagpur, Maharashtra",21.175633,79.097574,2025-04-25,Nagpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002229,MPLAD-WRK-004999,Irrigation & Flood Control Asset - Construction of Check Dam and Water Harv,Irrigation & Flood Control,"Rajkot, Gujarat",22.251499,70.734292,2025-03-14,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002230,MPLAD-WRK-005000,Sports & Youth Development Asset - Development of Rural Sports Stadium with,Sports & Youth Development,"Chennai, Tamil Nadu",13.061919,80.242761,2025-01-18,Chennai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002231,MPLAD-WRK-005004,Renewable & Solar Energy Asset - Deployment of Solar Powered LED Street L,Renewable & Solar Energy,"Ahmedabad, Gujarat",23.073055,72.576994,2023-11-09,Ahmedabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002232,MPLAD-WRK-005009,"Roads, Pathways & Bridges Asset - Construction of Concrete Cement (CC) Roa","Roads, Pathways & Bridges","Jodhpur, Rajasthan",26.274947,73.085246,2025-03-22,Jodhpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002233,MPLAD-WRK-005012,Education Infrastructure Asset - Construction of Additional Smart Classro,Education Infrastructure,"Vadodara, Gujarat",22.292102,73.172375,2025-08-02,Vadodara Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002234,MPLAD-WRK-005013,Renewable & Solar Energy Asset - Installation of Solar Water Pumping Syst,Renewable & Solar Energy,"Muzaffarpur, Bihar",26.063361,85.371111,2023-04-01,Muzaffarpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002235,MPLAD-WRK-005014,Drinking Water Asset - Construction of Over-Head Water Storage ,Drinking Water,"Salem, Tamil Nadu",11.646788,78.17015,2024-01-03,Salem Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002236,MPLAD-WRK-005018,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Coimbatore, Tamil Nadu",11.049078,77.000839,2024-07-10,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002237,MPLAD-WRK-005021,"Roads, Pathways & Bridges Asset - Construction of High-Level RCC Box Culve","Roads, Pathways & Bridges","Cuttack, Odisha",20.444203,85.901221,2025-10-07,Cuttack Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002238,MPLAD-WRK-005023,Education Infrastructure Asset - Installation of Rooftop Solar Energy Sys,Education Infrastructure,"Pune, Maharashtra",18.482574,73.912192,2023-07-31,Pune Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002239,MPLAD-WRK-005024,Drinking Water Asset - Laying of Potable Water Supply Pipeline ,Drinking Water,"Dibrugarh, Assam",27.430922,94.966622,2023-11-20,Dibrugarh Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002240,MPLAD-WRK-005028,Community Infrastructure & Halls Asset - Upgradation of Cultural Community Centre,Community Infrastructure & Halls,"Surat, Gujarat",21.200153,72.891721,2025-05-09,Surat Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002241,MPLAD-WRK-005029,Drinking Water Asset - Installation of RO Clean Drinking Water ,Drinking Water,"Agra, Uttar Pradesh",27.218307,78.001253,2024-06-06,Agra Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002242,MPLAD-WRK-005030,Community Infrastructure & Halls Asset - Construction of Modern Crematorium / Bur,Community Infrastructure & Halls,"Jaipur, Rajasthan",26.911198,75.861671,2025-05-25,Jaipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002243,MPLAD-WRK-005031,Renewable & Solar Energy Asset - Installation of High-Mast Solar Street L,Renewable & Solar Energy,"Jodhpur, Rajasthan",26.210607,73.034402,2023-05-24,Jodhpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002244,MPLAD-WRK-005032,Sports & Youth Development Asset - Laying of Synthetic Volleyball and Badmi,Sports & Youth Development,"Amritsar, Punjab",31.665541,74.906385,2024-10-14,Amritsar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002245,MPLAD-WRK-005035,Health & Sanitation Asset - Provision of Advanced Mobile Medical Dia,Health & Sanitation,"North 24 Parganas, West Bengal",22.746643,88.492744,2025-07-27,North 24 Parganas Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002246,MPLAD-WRK-005037,Community Infrastructure & Halls Asset - Construction of Village Panchayat Sabha ,Community Infrastructure & Halls,"Prayagraj, Uttar Pradesh",25.430593,81.860525,2026-01-16,Prayagraj Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002247,MPLAD-WRK-005039,Community Infrastructure & Halls Asset - Construction of Farmers Agro-Produce Sto,Community Infrastructure & Halls,"Ernakulam, Kerala",10.013534,76.241447,2024-06-22,Ernakulam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002248,MPLAD-WRK-005042,Community Infrastructure & Halls Asset - Construction of Farmers Agro-Produce Sto,Community Infrastructure & Halls,"Bengaluru Urban, Karnataka",13.002692,77.561793,2025-11-08,Bengaluru Urban Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002249,MPLAD-WRK-005043,Health & Sanitation Asset - Establishment of Solid Waste Management ,Health & Sanitation,"Kolkata, West Bengal",22.571074,88.386379,2024-07-21,Kolkata Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002250,MPLAD-WRK-005045,Education Infrastructure Asset - Construction of Additional Smart Classro,Education Infrastructure,"Vadodara, Gujarat",22.251912,73.183238,2023-11-29,Vadodara Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002251,MPLAD-WRK-005046,Drinking Water Asset - Rejuvenation of Traditional Drinking Wat,Drinking Water,"Rajkot, Gujarat",22.265115,70.827988,2024-11-14,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002252,MPLAD-WRK-005047,"Roads, Pathways & Bridges Asset - Reconstruction of Damaged All-Weather Vi","Roads, Pathways & Bridges","Darjeeling, West Bengal",26.989974,88.287105,2025-10-18,Darjeeling Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002253,MPLAD-WRK-005049,"Education Infrastructure Asset - Construction of Boundary Wall, Gates and",Education Infrastructure,"Muzaffarpur, Bihar",26.123235,85.425253,2025-05-20,Muzaffarpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002254,MPLAD-WRK-005052,Education Infrastructure Asset - Construction of Additional Smart Classro,Education Infrastructure,"Aurangabad, Maharashtra",19.857213,75.325808,2023-10-23,Aurangabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002255,MPLAD-WRK-005053,Drinking Water Asset - Installation of Community Water Purifica,Drinking Water,"Amritsar, Punjab",31.651015,74.805056,2024-11-23,Amritsar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002256,MPLAD-WRK-005055,"Roads, Pathways & Bridges Asset - Reconstruction of Damaged All-Weather Vi","Roads, Pathways & Bridges","Indore, Madhya Pradesh",22.714864,75.878633,2023-06-26,Indore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002257,MPLAD-WRK-005056,Sports & Youth Development Asset - Development of Rural Sports Stadium with,Sports & Youth Development,"Chennai, Tamil Nadu",13.110639,80.310147,2023-09-15,Chennai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002258,MPLAD-WRK-005058,Irrigation & Flood Control Asset - Installation of Community Lift Irrigatio,Irrigation & Flood Control,"Jodhpur, Rajasthan",26.296656,73.093227,2026-01-02,Jodhpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002259,MPLAD-WRK-005059,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Agra, Uttar Pradesh",27.210883,77.947124,2023-04-17,Agra Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002260,MPLAD-WRK-005064,Community Infrastructure & Halls Asset - Construction of Farmers Agro-Produce Sto,Community Infrastructure & Halls,"Pune, Maharashtra",18.447561,73.801179,2025-04-17,Pune Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002261,MPLAD-WRK-005065,Renewable & Solar Energy Asset - Installation of Solar-Powered Cold Stora,Renewable & Solar Energy,"Mysuru, Karnataka",12.241751,76.685332,2023-07-03,Mysuru Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002262,MPLAD-WRK-005066,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Jodhpur, Rajasthan",26.214483,73.012232,2024-04-11,Jodhpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002263,MPLAD-WRK-005068,"Irrigation & Flood Control Asset - Desilting, Deepening and Concrete Lining",Irrigation & Flood Control,"Prayagraj, Uttar Pradesh",25.386318,81.805094,2024-09-16,Prayagraj Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002264,MPLAD-WRK-005070,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Amritsar, Punjab",31.681195,74.880583,2025-08-02,Amritsar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002265,MPLAD-WRK-005073,Sports & Youth Development Asset - Development of Playground with Fencing a,Sports & Youth Development,"Ludhiana, Punjab",30.891239,75.8911,2024-08-18,Ludhiana Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002266,MPLAD-WRK-005076,Sports & Youth Development Asset - Development of Playground with Fencing a,Sports & Youth Development,"Surat, Gujarat",21.096933,72.787004,2023-11-11,Surat Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002267,MPLAD-WRK-005080,Sports & Youth Development Asset - Construction of Multi-Sport Outdoor Gymn,Sports & Youth Development,"Kozhikode, Kerala",11.208836,75.747285,2025-05-16,Kozhikode Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002268,MPLAD-WRK-005081,Community Infrastructure & Halls Asset - Upgradation of Cultural Community Centre,Community Infrastructure & Halls,"Kolkata, West Bengal",22.498914,88.354764,2023-05-29,Kolkata Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002269,MPLAD-WRK-005083,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Nashik, Maharashtra",20.068001,73.853576,2023-04-09,Nashik Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002270,MPLAD-WRK-005087,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Chennai, Tamil Nadu",13.142618,80.285526,2025-04-15,Chennai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002271,MPLAD-WRK-005088,"Roads, Pathways & Bridges Asset - Construction of High-Level RCC Box Culve","Roads, Pathways & Bridges","Coimbatore, Tamil Nadu",10.96258,77.009569,2024-10-27,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002272,MPLAD-WRK-005089,Renewable & Solar Energy Asset - Installation of Solar Water Pumping Syst,Renewable & Solar Energy,"Pune, Maharashtra",18.506511,73.809971,2024-03-20,Pune Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002273,MPLAD-WRK-005091,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Surat, Gujarat",21.095631,72.825327,2025-04-28,Surat Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002274,MPLAD-WRK-005093,Sports & Youth Development Asset - Construction of Indoor Gymnasium and Phy,Sports & Youth Development,"Prayagraj, Uttar Pradesh",25.509135,81.89687,2024-08-23,Prayagraj Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002275,MPLAD-WRK-005094,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Ernakulam, Kerala",10.003926,76.298805,2023-02-07,Ernakulam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002276,MPLAD-WRK-005097,Irrigation & Flood Control Asset - Construction of Check Dam and Water Harv,Irrigation & Flood Control,"Kamrup Metropolitan, Assam",26.157789,91.731151,2025-12-19,Kamrup Metropolitan Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002277,MPLAD-WRK-005098,Education Infrastructure Asset - Provision of Composite Science Laborator,Education Infrastructure,"Gaya, Bihar",24.733747,85.051342,2023-04-24,Gaya Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002278,MPLAD-WRK-005099,Renewable & Solar Energy Asset - Installation of Solar-Powered Cold Stora,Renewable & Solar Energy,"Visakhapatnam, Andhra Pradesh",17.717169,83.235537,2025-05-08,Visakhapatnam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002279,MPLAD-WRK-005102,Community Infrastructure & Halls Asset - Construction of Multi-Purpose Community ,Community Infrastructure & Halls,"Ajmer, Rajasthan",26.503925,74.59808,2025-12-09,Ajmer Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002280,MPLAD-WRK-005103,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Chennai, Tamil Nadu",13.137358,80.27891,2024-05-13,Chennai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002281,MPLAD-WRK-005106,Education Infrastructure Asset - Construction of Multi-Purpose Auditorium,Education Infrastructure,"Cuttack, Odisha",20.417158,85.894379,2023-06-22,Cuttack Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002282,MPLAD-WRK-005108,"Education Infrastructure Asset - Construction of Boundary Wall, Gates and",Education Infrastructure,"Madurai, Tamil Nadu",9.981186,78.13299,2025-07-27,Madurai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002283,MPLAD-WRK-005109,Education Infrastructure Asset - Provision of Composite Science Laborator,Education Infrastructure,"Thane, Maharashtra",19.17451,72.932142,2024-05-02,Thane Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002284,MPLAD-WRK-005111,Education Infrastructure Asset - Setting up of Digital STEM Learning and ,Education Infrastructure,"Bhopal, Madhya Pradesh",23.288453,77.398272,2024-01-29,Bhopal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002285,MPLAD-WRK-005113,Renewable & Solar Energy Asset - Installation of Solar-Powered Cold Stora,Renewable & Solar Energy,"Belagavi, Karnataka",15.887825,74.566442,2024-09-04,Belagavi Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002286,MPLAD-WRK-005114,Irrigation & Flood Control Asset - Construction of Rainwater Harvesting Sum,Irrigation & Flood Control,"Ludhiana, Punjab",30.975616,75.783759,2025-10-07,Ludhiana Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002287,MPLAD-WRK-005115,Health & Sanitation Asset - Construction of Public Sanitation Comple,Health & Sanitation,"Amritsar, Punjab",31.705959,74.87695,2023-09-28,Amritsar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002288,MPLAD-WRK-005120,Community Infrastructure & Halls Asset - Construction of Village Panchayat Sabha ,Community Infrastructure & Halls,"Surat, Gujarat",21.213014,72.866449,2025-09-01,Surat Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002289,MPLAD-WRK-005121,Irrigation & Flood Control Asset - Construction of Rainwater Harvesting Sum,Irrigation & Flood Control,"Darjeeling, West Bengal",27.032418,88.241148,2024-08-31,Darjeeling Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002290,MPLAD-WRK-005122,Drinking Water Asset - Provision of Deep Borewell with Solar Su,Drinking Water,"Nashik, Maharashtra",19.936418,73.851279,2023-11-21,Nashik Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002291,MPLAD-WRK-005129,Community Infrastructure & Halls Asset - Construction of Village Panchayat Sabha ,Community Infrastructure & Halls,"Patna, Bihar",25.559557,85.095869,2026-01-26,Patna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002292,MPLAD-WRK-005132,"Roads, Pathways & Bridges Asset - Reconstruction of Damaged All-Weather Vi","Roads, Pathways & Bridges","Gwalior, Madhya Pradesh",26.2431,78.160236,2025-04-27,Gwalior Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002293,MPLAD-WRK-005135,Sports & Youth Development Asset - Development of Rural Sports Stadium with,Sports & Youth Development,"Chennai, Tamil Nadu",13.123941,80.336728,2024-06-03,Chennai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002294,MPLAD-WRK-005136,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Lucknow, Uttar Pradesh",26.86007,80.964784,2025-07-17,Lucknow Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002295,MPLAD-WRK-005137,Education Infrastructure Asset - Construction of Additional Smart Classro,Education Infrastructure,"Cuttack, Odisha",20.521372,85.951305,2025-11-25,Cuttack Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002296,MPLAD-WRK-005138,Community Infrastructure & Halls Asset - Construction of Multi-Purpose Community ,Community Infrastructure & Halls,"Coimbatore, Tamil Nadu",10.972967,76.998337,2026-02-20,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002297,MPLAD-WRK-005139,Drinking Water Asset - Construction of Over-Head Water Storage ,Drinking Water,"Muzaffarpur, Bihar",26.102866,85.368709,2025-01-01,Muzaffarpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002298,MPLAD-WRK-005141,Drinking Water Asset - Installation of RO Clean Drinking Water ,Drinking Water,"Krishna, Andhra Pradesh",16.168226,81.1282,2025-06-13,Krishna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002299,MPLAD-WRK-005143,Health & Sanitation Asset - Upgradation of Pediatric & Maternal Care,Health & Sanitation,"Darjeeling, West Bengal",27.073112,88.247711,2024-12-06,Darjeeling Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002300,MPLAD-WRK-005147,"Roads, Pathways & Bridges Asset - Construction of Bridge over Canal with A","Roads, Pathways & Bridges","Ahmedabad, Gujarat",23.002668,72.523078,2024-05-15,Ahmedabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002301,MPLAD-WRK-005149,Renewable & Solar Energy Asset - Deployment of Solar Powered LED Street L,Renewable & Solar Energy,"Jodhpur, Rajasthan",26.247643,73.056651,2025-05-17,Jodhpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002302,MPLAD-WRK-005152,Education Infrastructure Asset - Construction of Additional Smart Classro,Education Infrastructure,"Udaipur, Rajasthan",24.646094,73.716686,2024-01-16,Udaipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002303,MPLAD-WRK-005154,Community Infrastructure & Halls Asset - Construction of Modern Crematorium / Bur,Community Infrastructure & Halls,"Thiruvananthapuram, Kerala",8.589218,76.871365,2025-01-06,Thiruvananthapuram Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-002304,MPLAD-WRK-005155,Health & Sanitation Asset - Establishment of Solid Waste Management ,Health & Sanitation,"Warangal, Telangana",17.906097,79.613748,2024-01-27,Warangal Local Panchayat / Municipal Body (Demo),Operational,True
