work_id,state,district,constituency,mp_reference,mp_house,work_title,category,agency_id,agency_name,status,estimate_amount,sanctioned_amount,cumulative_payments,expenditure,physical_progress_pct,recommendation_date,sanction_date,work_order_date,commencement_date,target_completion_date,actual_completion_date,latitude,longitude,is_anomaly,anomaly_type,anomaly_description,duplicate_of_work_id,synthetic_demo_data
MPLAD-WRK-004656,Madhya Pradesh,Bhopal,Bhopal Parliamentary Constituency,MP-LOK-DEMO-037,Lok Sabha (Demo),Construction of Village Panchayat Sabha Bhawan and Citizen Service Centre at Bhopal City Sector-9,Community Infrastructure & Halls,AGY-SYNTH-0022,Bhopal State Renewable Energy Development Corp (Demo) Unit-2,Completed,1074397.61,1053311.33,1053311.33,1037552.64,100.0,2023-06-04,2023-07-04,2023-07-31,2023-08-10,2024-05-17,2024-05-07,23.195003,77.35411,False,,,,True
MPLAD-WRK-004657,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Construction of Multi-Purpose Community Recreation and Welfare Hall at Basirhat Sector-1,Community Infrastructure & Halls,AGY-SYNTH-0173,North 24 Parganas State Renewable Energy Development Corp (Demo) Unit-3,Completed,1850743.55,1877829.3,1877829.3,1832629.41,100.0,2023-05-19,2023-06-15,2023-07-11,2023-07-22,2024-06-01,2024-07-08,22.650689,88.445715,False,,,,True
MPLAD-WRK-004658,Tamil Nadu,Salem,Salem Parliamentary Constituency,MP-LOK-DEMO-010,Lok Sabha (Demo),Construction of Multi-Sport Outdoor Gymnasium and Fitness Arena at Salem North Sector-15,Sports & Youth Development,AGY-SYNTH-0236,Salem Rural Development Agency (Demo) Unit-1,Completed,1499094.2,1526138.04,1526138.04,1519207.31,100.0,2023-01-01,2023-01-18,2023-02-24,2023-03-07,2023-10-21,2023-10-30,11.723003,78.095171,False,,,,True
MPLAD-WRK-004659,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,MP-LOK-DEMO-021,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Jaipur Urban Sector-3,Community Infrastructure & Halls,AGY-SYNTH-0021,Jaipur Irrigation & Flood Management Dept (Demo) Unit-1,In Progress,2797297.37,2750752.97,806783.31,735267.26,27.4,2023-03-15,2023-05-01,2023-05-11,2023-06-08,2024-03-19,,26.962153,75.827587,False,,,,True
MPLAD-WRK-004660,Punjab,Amritsar,Amritsar Parliamentary Constituency,MP-LOK-DEMO-047,Lok Sabha (Demo),Construction of Village Panchayat Sabha Bhawan and Citizen Service Centre at Majitha Sector-2,Community Infrastructure & Halls,AGY-SYNTH-0235,Amritsar Municipal Engineering Cell (Demo) Unit-5,Completed,1925153.61,1836102.38,1836102.38,1800601.22,100.0,2023-09-13,2023-10-14,2023-11-25,2023-12-09,2024-10-22,2024-12-18,31.677646,74.849706,False,,,,True
MPLAD-WRK-004661,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Parliamentary Constituency,MP-LOK-DEMO-009,Lok Sabha (Demo),Development of Playground with Fencing and Floodlights at Srirangam Sector-1,Sports & Youth Development,AGY-SYNTH-0075,Tiruchirappalli State Renewable Energy Development Corp (Demo) Unit-5,In Progress,757345.61,739789.18,312961.38,267167.13,41.1,2024-04-12,2024-05-02,2024-06-02,2024-06-13,2025-01-08,,10.757703,78.637448,False,,,,True
MPLAD-WRK-004662,Bihar,Muzaffarpur,Muzaffarpur Parliamentary Constituency,MP-RAJ-DEMO-042,Rajya Sabha (Demo),Construction of Check Dam and Water Harvesting Percolation Structure across Nullah at Muzaffarpur West Sector-12,Irrigation & Flood Control,AGY-SYNTH-0197,Muzaffarpur Municipal Engineering Cell (Demo) Unit-2,In Progress,3312926.79,3275155.2,2134460.94,1933865.33,66.4,2024-06-18,2024-07-11,2024-08-01,2024-08-25,2025-06-02,,26.079355,85.416834,False,,,,True
MPLAD-WRK-004663,Punjab,Amritsar,Amritsar Parliamentary Constituency,MP-LOK-DEMO-047,Lok Sabha (Demo),Setting up of Rooftop Solar Power Plant with Battery Backup for PHC at Amritsar Central Sector-3,Renewable & Solar Energy,AGY-SYNTH-0235,Amritsar Municipal Engineering Cell (Demo) Unit-5,Completed,728410.84,731157.47,731157.47,730844.63,100.0,2023-02-15,2023-04-15,2023-05-13,2023-06-10,2023-09-27,2023-10-04,31.608043,74.894353,False,,,,True
MPLAD-WRK-004664,Bihar,Muzaffarpur,Muzaffarpur Parliamentary Constituency,MP-RAJ-DEMO-042,Rajya Sabha (Demo),Development of Rural Sports Stadium with Running Track and Spectator Gallery at Muzaffarpur East Sector-7,Sports & Youth Development,AGY-SYNTH-0148,Muzaffarpur Public Works Dept (Demo) Unit-3,Work Order Issued,818506.22,784742.42,117711.36,58855.68,0.0,2022-08-09,2022-10-05,2022-10-25,2022-11-13,2023-07-26,,26.105797,85.373052,False,,,,True
MPLAD-WRK-004665,Punjab,Amritsar,Amritsar Parliamentary Constituency,MP-LOK-DEMO-047,Lok Sabha (Demo),Rejuvenation of Traditional Drinking Water Stepwell and Filter Beds at Attari Sector-5,Drinking Water,AGY-SYNTH-0018,Amritsar Water Supply & Sanitation Board (Demo) Unit-3,Completed,487301.73,485741.47,485741.47,471450.31,100.0,2024-02-29,2024-03-30,2024-04-24,2024-05-09,2024-08-21,2024-10-10,31.628182,74.862843,False,,,,True
MPLAD-WRK-004666,Karnataka,Mysuru,Mysore Parliamentary Constituency,MP-RAJ-DEMO-012,Rajya Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Mysuru City Sector-11,Community Infrastructure & Halls,AGY-SYNTH-0067,Mysuru Rural Development Agency (Demo) Unit-2,In Progress,2308562.26,2330075.38,1303257.43,1252007.74,54.3,2022-06-09,2022-07-15,2022-07-29,2022-08-22,2023-05-09,,12.263706,76.641146,False,,,,True
MPLAD-WRK-004667,Assam,Dibrugarh,Dibrugarh Parliamentary Constituency,MP-LOK-DEMO-046,Lok Sabha (Demo),Construction of Additional Smart Classrooms for Govt Higher Secondary School at Chabua Sector-7,Education Infrastructure,AGY-SYNTH-0231,Dibrugarh Irrigation & Flood Management Dept (Demo) Unit-1,In Progress,2231171.81,2164817.9,1528299.65,1470277.6,73.8,2022-10-05,2022-11-27,2023-01-11,2023-02-08,2023-08-08,,27.5205,94.839465,False,,,,True
MPLAD-WRK-004668,Gujarat,Rajkot,Rajkot Parliamentary Constituency,MP-LOK-DEMO-029,Lok Sabha (Demo),Deployment of Solar Powered LED Street Lights along Main Road connecting Jasdan Sector-13 to Morbi Village-19,Renewable & Solar Energy,AGY-SYNTH-0216,Rajkot State Sports Infrastructure Authority (Demo) Unit-1,Completed,520567.13,524266.95,524266.95,511874.45,100.0,2024-12-31,2025-01-24,2025-02-06,2025-03-03,2025-05-09,2025-05-27,22.284235,70.853612,False,,,,True
MPLAD-WRK-004669,Madhya Pradesh,Gwalior,Gwalior Parliamentary Constituency,MP-LOK-DEMO-039,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Gwalior Rural Sector-9,Community Infrastructure & Halls,AGY-SYNTH-0217,Gwalior Water Supply & Sanitation Board (Demo) Unit-2,Work Order Issued,2331852.83,2363234.13,354485.12,177242.56,0.0,2023-02-28,2023-04-06,2023-05-16,2023-05-29,2024-01-01,,26.28473,78.16276,False,,,,True
MPLAD-WRK-004670,Tamil Nadu,Coimbatore,Coimbatore Parliamentary Constituency,MP-LOK-DEMO-007,Lok Sabha (Demo),Provision of Deep Borewell with Solar Submersible Pump in Coimbatore North Sector-5,Drinking Water,AGY-SYNTH-0015,Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5,Completed,419295.65,404484.91,404484.91,398165.27,100.0,2025-01-17,2025-02-12,2025-03-21,2025-04-12,2025-07-25,2025-09-10,11.091174,76.965866,False,,,,True
MPLAD-WRK-004671,Bihar,Muzaffarpur,Muzaffarpur Parliamentary Constituency,MP-RAJ-DEMO-042,Rajya Sabha (Demo),Construction of Multi-Purpose Auditorium Hall at Govt Degree College in Muzaffarpur East Sector-8,Education Infrastructure,AGY-SYNTH-0161,Muzaffarpur Zilla Parishad Engineering Division (Demo) Unit-1,In Progress,1627658.45,1640902.51,1178197.67,1056591.95,62.8,2022-11-05,2022-12-14,2023-01-12,2023-01-26,2023-11-20,,26.179142,85.393505,False,,,,True
MPLAD-WRK-004672,Rajasthan,Jodhpur,Jodhpur Parliamentary Constituency,MP-LOK-DEMO-022,Lok Sabha (Demo),Construction of Multi-Purpose Community Recreation and Welfare Hall at Luni Sector-9,Community Infrastructure & Halls,AGY-SYNTH-0048,Jodhpur Rural Development Agency (Demo) Unit-3,Completed,2105220.23,2050006.87,2050006.87,2037644.09,100.0,2024-05-20,2024-07-11,2024-08-18,2024-09-16,2025-06-20,2025-06-04,26.190288,73.01133,False,,,,True
MPLAD-WRK-004673,Rajasthan,Jodhpur,Jodhpur Parliamentary Constituency,MP-LOK-DEMO-022,Lok Sabha (Demo),Upgradation of Pediatric & Maternal Care Ward at Community Health Centre in Sardarpura Sector-1,Health & Sanitation,AGY-SYNTH-0174,Jodhpur State Renewable Energy Development Corp (Demo) Unit-4,Sanctioned,1455925.65,1418479.89,0.0,0.0,0.0,2023-03-09,2023-04-18,2023-05-03,2023-06-02,2024-01-23,,26.200745,73.05804,False,,,,True
MPLAD-WRK-004674,Karnataka,Dakshina Kannada,Dakshina Kannada Parliamentary Constituency,MP-LOK-DEMO-015,Lok Sabha (Demo),Reconstruction of Damaged All-Weather Village Connectivity Road at Sullia Sector-14,"Roads, Pathways & Bridges",AGY-SYNTH-0188,Dakshina Kannada Irrigation & Flood Management Dept (Demo) Unit-3,Completed,1718934.37,1652798.09,1652798.09,1630123.6,100.0,2023-06-01,2023-06-26,2023-07-23,2023-08-14,2024-04-28,2024-05-06,12.905519,74.861291,False,,,,True
MPLAD-WRK-004675,Tamil Nadu,Chennai,Chennai Central Parliamentary Constituency,MP-RAJ-DEMO-006,Rajya Sabha (Demo),Installation of Community Lift Irrigation Scheme with Pipeline for Farmlands in Guindy Sector-3,Irrigation & Flood Control,AGY-SYNTH-0004,Chennai Water Supply & Sanitation Board (Demo) Unit-4,In Progress,1451046.55,1461447.86,529855.44,491603.12,30.7,2024-01-16,2024-03-08,2024-04-16,2024-05-11,2025-02-06,,13.08304,80.219219,False,,,,True
MPLAD-WRK-004676,Bihar,Patna,Patna Sahib Parliamentary Constituency,MP-LOK-DEMO-040,Lok Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Danapur Sector-5,Education Infrastructure,AGY-SYNTH-0126,Patna Irrigation & Flood Management Dept (Demo) Unit-1,In Progress,2828636.14,2748786.82,581798.25,533950.7,25.1,2024-11-04,2024-12-03,2024-12-14,2024-12-27,2025-06-27,,25.665612,85.063367,False,,,,True
MPLAD-WRK-004677,Rajasthan,Ajmer,Ajmer Parliamentary Constituency,MP-LOK-DEMO-025,Lok Sabha (Demo),Installation of Solar-Powered Cold Storage Unit for Agri-Farmers at Kishangarh Sector-15,Renewable & Solar Energy,AGY-SYNTH-0228,Ajmer State Sports Infrastructure Authority (Demo) Unit-3,Work Order Issued,981483.21,935718.74,140357.81,70178.9,0.0,2022-04-12,2022-06-01,2022-07-03,2022-07-21,2022-12-03,,26.524471,74.645655,False,,,,True
MPLAD-WRK-004678,Madhya Pradesh,Bhopal,Bhopal Parliamentary Constituency,MP-LOK-DEMO-037,Lok Sabha (Demo),Deployment of Solar Powered LED Street Lights along Main Road connecting Huzur Sector-3 to Berasia Village-8,Renewable & Solar Energy,AGY-SYNTH-0022,Bhopal State Renewable Energy Development Corp (Demo) Unit-2,In Progress,990326.65,976451.18,268021.82,237690.5,18.1,2022-10-18,2022-12-15,2023-01-27,2023-02-26,2023-08-21,,23.331548,77.437471,False,,,,True
MPLAD-WRK-004679,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Provision of Deep Borewell with Solar Submersible Pump in Barrackpore Sector-15,Drinking Water,AGY-SYNTH-0173,North 24 Parganas State Renewable Energy Development Corp (Demo) Unit-3,Completed,455215.06,447294.0,447294.0,441769.46,100.0,2024-06-30,2024-08-24,2024-09-18,2024-10-05,2025-04-20,2025-04-12,22.784619,88.417601,False,,,,True
MPLAD-WRK-004680,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Parliamentary Constituency,MP-LOK-DEMO-009,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Tiruchirappalli East Sector-6,Community Infrastructure & Halls,AGY-SYNTH-0026,Tiruchirappalli State Sports Infrastructure Authority (Demo) Unit-1,Work Order Issued,1538964.06,1480761.85,222114.28,111057.14,0.0,2024-09-12,2024-10-13,2024-11-17,2024-12-06,2025-07-24,,10.794143,78.763216,False,,,,True
MPLAD-WRK-004681,West Bengal,Purba Medinipur,Tamluk Parliamentary Constituency,MP-LOK-DEMO-033,Lok Sabha (Demo),Construction of Public Sanitation Complex and Bio-Toilet Block at Haldia Sector-1,Health & Sanitation,AGY-SYNTH-0212,Purba Medinipur Public Works Dept (Demo) Unit-2,Completed,1770239.02,1736668.37,1736668.37,1702514.05,100.0,2023-04-23,2023-06-17,2023-07-27,2023-08-07,2024-02-22,2024-02-10,21.8949,87.755792,False,,,,True
MPLAD-WRK-004682,Assam,Dibrugarh,Dibrugarh Parliamentary Constituency,MP-LOK-DEMO-046,Lok Sabha (Demo),Installation of High-Mast Solar Street Lighting System across Public Squares in Dibrugarh West Sector-1,Renewable & Solar Energy,AGY-SYNTH-0047,Dibrugarh Public Works Dept (Demo) Unit-2,Completed,1564215.54,1498942.2,1498942.2,1462444.14,100.0,2023-08-06,2023-09-03,2023-10-14,2023-10-31,2024-03-02,2024-04-14,27.526205,94.973141,False,,,,True
MPLAD-WRK-004683,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,MP-LOK-DEMO-017,Lok Sabha (Demo),Construction of Additional Smart Classrooms for Govt Higher Secondary School at Varanasi North Sector-6,Education Infrastructure,AGY-SYNTH-0175,Varanasi Water Supply & Sanitation Board (Demo) Unit-5,In Progress,1241351.61,1204733.24,683258.28,603282.09,52.6,2022-05-13,2022-06-20,2022-07-10,2022-08-06,2023-02-17,,25.345721,82.946711,False,,,,True
MPLAD-WRK-004684,Karnataka,Bengaluru Urban,Bengaluru South Parliamentary Constituency,MP-LOK-DEMO-011,Lok Sabha (Demo),Upgradation of Pediatric & Maternal Care Ward at Community Health Centre in Bengaluru South Sector-15,Health & Sanitation,AGY-SYNTH-0127,Bengaluru Urban State Sports Infrastructure Authority (Demo) Unit-2,Completed,1751141.94,1763244.73,1763244.73,1720284.26,100.0,2023-09-28,2023-11-05,2023-12-03,2024-01-02,2024-06-02,2024-07-27,12.998773,77.591131,False,,,,True
MPLAD-WRK-004685,Gujarat,Ahmedabad,Ahmedabad East Parliamentary Constituency,MP-LOK-DEMO-026,Lok Sabha (Demo),Construction of Multi-Purpose Community Recreation and Welfare Hall at Bavla Sector-11,Community Infrastructure & Halls,AGY-SYNTH-0121,Ahmedabad Water Supply & Sanitation Board (Demo) Unit-1,Completed,2001708.74,1997815.46,1997815.46,1958184.17,100.0,2023-06-06,2023-07-30,2023-08-22,2023-09-01,2024-05-09,2024-05-03,22.995651,72.506277,False,,,,True
MPLAD-WRK-004686,Telangana,Warangal,Warangal Parliamentary Constituency,MP-LOK-DEMO-044,Lok Sabha (Demo),Laying of Synthetic Volleyball and Badminton Courts at Youth Centre in Narsampet Sector-13,Sports & Youth Development,AGY-SYNTH-0156,Warangal Rural Development Agency (Demo) Unit-1,Sanctioned,1571312.56,1545590.3,0.0,0.0,0.0,2024-03-17,2024-04-21,2024-05-27,2024-06-08,2025-01-01,,17.908596,79.650157,False,,,,True
MPLAD-WRK-004687,Rajasthan,Ajmer,Ajmer Parliamentary Constituency,MP-LOK-DEMO-025,Lok Sabha (Demo),Installation of High-Mast Solar Street Lighting System across Public Squares in Pushkar Sector-8,Renewable & Solar Energy,AGY-SYNTH-0246,Ajmer Water Supply & Sanitation Board (Demo) Unit-1,Completed,788785.78,756231.01,756231.01,749939.43,100.0,2023-01-26,2023-02-28,2023-03-24,2023-04-05,2023-08-13,2023-08-11,26.443735,74.68673,False,,,,True
MPLAD-WRK-004688,Gujarat,Surat,Surat Parliamentary Constituency,MP-LOK-DEMO-027,Lok Sabha (Demo),Construction of Concrete Cement (CC) Road and RCC Drainage from Olpad Sector-5 to Kamrej Village-9,"Roads, Pathways & Bridges",AGY-SYNTH-0006,Surat Water Supply & Sanitation Board (Demo) Unit-1,In Progress,1672860.39,1687178.73,810415.12,725623.23,40.9,2022-07-05,2022-07-20,2022-07-30,2022-08-25,2023-08-05,,21.136926,72.761152,False,,,,True
MPLAD-WRK-004689,Bihar,Gaya,Gaya Parliamentary Constituency,MP-LOK-DEMO-041,Lok Sabha (Demo),Laying of Synthetic Volleyball and Badminton Courts at Youth Centre in Sherghati Sector-8,Sports & Youth Development,AGY-SYNTH-0128,Gaya Zilla Parishad Engineering Division (Demo) Unit-3,Completed,1956697.85,1973381.99,1973381.99,1941676.02,100.0,2024-09-02,2024-10-19,2024-11-02,2024-12-01,2025-07-04,2025-07-19,24.803548,84.938767,False,,,,True
MPLAD-WRK-004690,Karnataka,Mysuru,Mysore Parliamentary Constituency,MP-RAJ-DEMO-012,Rajya Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Nanjangud Sector-9,Education Infrastructure,AGY-SYNTH-0067,Mysuru Rural Development Agency (Demo) Unit-2,In Progress,4707094.67,4538974.71,1845265.38,1771541.33,44.2,2024-01-27,2024-03-01,2024-04-03,2024-05-02,2024-12-30,,12.234301,76.595348,False,,,,True
MPLAD-WRK-004691,Tamil Nadu,Salem,Salem Parliamentary Constituency,MP-LOK-DEMO-010,Lok Sabha (Demo),Construction of Modern Primary Health Sub-Centre (PHC) Building at Salem North Sector-4,Health & Sanitation,AGY-SYNTH-0008,Salem Water Supply & Sanitation Board (Demo) Unit-3,In Progress,1999366.84,2013677.38,1587515.01,1352677.16,73.2,2023-11-15,2023-12-16,2024-01-19,2024-02-12,2024-08-01,,11.675345,78.116262,False,,,,True
MPLAD-WRK-004692,Kerala,Thiruvananthapuram,Thiruvananthapuram Parliamentary Constituency,MP-LOK-DEMO-034,Lok Sabha (Demo),Construction of Indoor Gymnasium and Physical Training Centre at Neyyattinkara Sector-2,Sports & Youth Development,AGY-SYNTH-0205,Thiruvananthapuram State Sports Infrastructure Authority (Demo) Unit-5,In Progress,762275.26,742848.56,198203.31,185104.18,27.1,2024-04-01,2024-05-02,2024-05-19,2024-06-17,2025-01-23,,8.597686,76.927365,False,,,,True
MPLAD-WRK-004693,Assam,Dibrugarh,Dibrugarh Parliamentary Constituency,MP-LOK-DEMO-046,Lok Sabha (Demo),Development of Playground with Fencing and Floodlights at Naharkatia Sector-1,Sports & Youth Development,AGY-SYNTH-0221,Dibrugarh Zilla Parishad Engineering Division (Demo) Unit-1,In Progress,1620186.17,1609332.37,656656.03,626553.2,36.7,2024-11-05,2024-12-23,2025-01-20,2025-02-03,2025-08-12,,27.478548,94.946287,False,,,,True
MPLAD-WRK-004694,Kerala,Ernakulam,Ernakulam Parliamentary Constituency,MP-LOK-DEMO-035,Lok Sabha (Demo),Installation of Community Lift Irrigation Scheme with Pipeline for Farmlands in Muvattupuzha Sector-3,Irrigation & Flood Control,AGY-SYNTH-0106,Ernakulam Water Supply & Sanitation Board (Demo) Unit-1,In Progress,2084542.12,2071270.82,1873435.83,1801769.24,87.0,2024-11-06,2024-12-22,2025-01-03,2025-01-16,2025-10-04,,9.995983,76.250424,False,,,,True
MPLAD-WRK-004695,Karnataka,Belagavi,Belgaum Parliamentary Constituency,MP-LOK-DEMO-014,Lok Sabha (Demo),Procurement of Diagnostic Imaging & Ultrasound Unit for Sub-District Hospital at Athani Sector-13,Health & Sanitation,AGY-SYNTH-0114,Belagavi State Sports Infrastructure Authority (Demo) Unit-4,Recommended,1296660.38,0.0,0.0,0.0,0.0,2023-08-22,,,,,,15.878265,74.548686,False,,,,True
MPLAD-WRK-004696,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,MP-LOK-DEMO-017,Lok Sabha (Demo),Construction of Village Panchayat Sabha Bhawan and Citizen Service Centre at Varanasi North Sector-6,Community Infrastructure & Halls,AGY-SYNTH-0167,Varanasi State Renewable Energy Development Corp (Demo) Unit-2,Completed,2950813.7,2822775.61,2822775.61,2789266.3,100.0,2022-04-09,2022-06-03,2022-06-19,2022-07-16,2023-04-04,2023-05-31,25.336054,82.936261,False,,,,True
MPLAD-WRK-004697,Bihar,Gaya,Gaya Parliamentary Constituency,MP-LOK-DEMO-041,Lok Sabha (Demo),Laying of Synthetic Volleyball and Badminton Courts at Youth Centre in Bodh Gaya Sector-14,Sports & Youth Development,AGY-SYNTH-0242,Gaya Rural Development Agency (Demo) Unit-2,In Progress,1047080.65,1022730.45,204546.09,194645.68,16.4,2023-11-06,2023-12-04,2024-01-05,2024-01-17,2024-08-18,,24.774638,85.062391,False,,,,True
MPLAD-WRK-004698,Madhya Pradesh,Indore,Indore Parliamentary Constituency,MP-LOK-DEMO-038,Lok Sabha (Demo),Laying of Potable Water Supply Pipeline Network connecting Depalpur Sector-1 to Rau Village-1,Drinking Water,AGY-SYNTH-0088,Indore Municipal Engineering Cell (Demo) Unit-3,In Progress,670499.38,654403.56,222128.9,216023.43,25.4,2024-08-05,2024-09-26,2024-10-16,2024-10-28,2025-05-18,,22.766609,75.787798,False,,,,True
MPLAD-WRK-004699,Maharashtra,Thane,Thane Parliamentary Constituency,MP-LOK-DEMO-005,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Bhiwandi Sector-6,Community Infrastructure & Halls,AGY-SYNTH-0158,Thane State Renewable Energy Development Corp (Demo) Unit-3,In Progress,966209.17,961634.42,634247.14,593963.89,69.3,2023-07-13,2023-08-17,2023-09-01,2023-09-11,2024-07-02,,19.242707,72.942004,False,,,,True
MPLAD-WRK-004700,Gujarat,Rajkot,Rajkot Parliamentary Constituency,MP-LOK-DEMO-029,Lok Sabha (Demo),Procurement of Diagnostic Imaging & Ultrasound Unit for Sub-District Hospital at Jasdan Sector-12,Health & Sanitation,AGY-SYNTH-0216,Rajkot State Sports Infrastructure Authority (Demo) Unit-1,In Progress,1503550.56,1506831.85,701259.59,653664.62,48.4,2022-11-29,2022-12-21,2023-01-06,2023-01-25,2023-07-28,,22.295857,70.863911,False,,,,True
MPLAD-WRK-004701,Maharashtra,Thane,Thane Parliamentary Constituency,MP-LOK-DEMO-005,Lok Sabha (Demo),Provision of Deep Borewell with Solar Submersible Pump in Thane City Sector-10,Drinking Water,AGY-SYNTH-0184,Thane Irrigation & Flood Management Dept (Demo) Unit-4,In Progress,349514.29,352885.71,243597.77,216634.44,72.8,2024-10-13,2024-12-10,2024-12-22,2025-01-10,2025-07-25,,19.148827,73.021329,False,,,,True
MPLAD-WRK-004702,Karnataka,Dharwad,Dharwad Parliamentary Constituency,MP-LOK-DEMO-013,Lok Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Navalgund Sector-8",Education Infrastructure,AGY-SYNTH-0149,Dharwad Public Works Dept (Demo) Unit-4,Completed,1949863.34,1950282.65,1950282.65,1916384.0,100.0,2023-03-05,2023-03-30,2023-04-18,2023-05-06,2023-11-02,2023-11-17,15.427295,75.049701,False,,,,True
MPLAD-WRK-004703,Karnataka,Belagavi,Belgaum Parliamentary Constituency,MP-LOK-DEMO-014,Lok Sabha (Demo),Construction of Over-Head Water Storage Tank and Distribution Pipeline in Athani Sector-11,Drinking Water,AGY-SYNTH-0114,Belagavi State Sports Infrastructure Authority (Demo) Unit-4,Sanctioned,601408.25,607023.69,0.0,0.0,0.0,2022-06-28,2022-08-01,2022-08-26,2022-09-05,2023-01-24,,15.870139,74.435981,False,,,,True
MPLAD-WRK-004704,Telangana,Warangal,Warangal Parliamentary Constituency,MP-LOK-DEMO-044,Lok Sabha (Demo),Rejuvenation of Traditional Drinking Water Stepwell and Filter Beds at Wardhannapet Sector-10,Drinking Water,AGY-SYNTH-0185,Warangal Public Works Dept (Demo) Unit-5,In Progress,706146.86,697868.82,460531.38,449477.2,63.1,2022-07-28,2022-09-24,2022-11-05,2022-12-01,2023-06-23,,17.929006,79.579519,False,,,,True
MPLAD-WRK-004705,Punjab,Ludhiana,Ludhiana Parliamentary Constituency,MP-RAJ-DEMO-048,Rajya Sabha (Demo),Laying of Potable Water Supply Pipeline Network connecting Sahnewal Sector-6 to Khanna Village-6,Drinking Water,AGY-SYNTH-0199,Ludhiana Zilla Parishad Engineering Division (Demo) Unit-4,Completed,550938.63,527684.36,527684.36,514620.38,100.0,2024-12-30,2025-02-23,2025-03-08,2025-03-31,2025-08-13,2025-08-08,30.868829,75.831219,False,,,,True
MPLAD-WRK-004706,Kerala,Thiruvananthapuram,Thiruvananthapuram Parliamentary Constituency,MP-LOK-DEMO-034,Lok Sabha (Demo),Installation of Community Lift Irrigation Scheme with Pipeline for Farmlands in Varkala Sector-8,Irrigation & Flood Control,AGY-SYNTH-0205,Thiruvananthapuram State Sports Infrastructure Authority (Demo) Unit-5,Work Order Issued,2164159.24,2129012.48,319351.87,159675.93,0.0,2024-02-16,2024-04-08,2024-05-09,2024-06-06,2025-04-24,,8.574028,76.959028,False,,,,True
MPLAD-WRK-004707,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,MP-LOK-DEMO-021,Lok Sabha (Demo),Development of Senior Citizens Recreation Park and Open-Air Pavilion at Amber Sector-15,Community Infrastructure & Halls,AGY-SYNTH-0166,Jaipur Municipal Engineering Cell (Demo) Unit-1,In Progress,1556290.42,1499322.81,530541.49,486906.91,33.8,2022-04-08,2022-04-28,2022-06-01,2022-06-15,2023-04-09,,26.936352,75.750214,False,,,,True
MPLAD-WRK-004708,Bihar,Patna,Patna Sahib Parliamentary Constituency,MP-LOK-DEMO-040,Lok Sabha (Demo),Installation of High-Mast Solar Street Lighting System across Public Squares in Bakhtiarpur Sector-4,Renewable & Solar Energy,AGY-SYNTH-0190,Patna Rural Development Agency (Demo) Unit-5,Completed,514013.08,501348.93,501348.93,492017.93,100.0,2023-01-28,2023-03-12,2023-04-02,2023-05-02,2023-10-09,2023-12-02,25.538544,85.13812,False,,,,True
MPLAD-WRK-004709,Maharashtra,Nashik,Nashik Parliamentary Constituency,MP-LOK-DEMO-003,Lok Sabha (Demo),Installation of Solar-Powered Cold Storage Unit for Agri-Farmers at Malegaon Sector-5,Renewable & Solar Energy,AGY-SYNTH-0102,Nashik Rural Development Agency (Demo) Unit-2,Completed,449302.46,435032.01,435032.01,424314.61,100.0,2024-05-31,2024-07-08,2024-08-05,2024-09-01,2024-11-21,2025-01-13,19.998616,73.721073,False,,,,True
MPLAD-WRK-004710,Andhra Pradesh,Visakhapatnam,Visakhapatnam Parliamentary Constituency,MP-LOK-DEMO-051,Lok Sabha (Demo),"Desilting, Deepening and Concrete Lining of Agricultural Irrigation Canal from Bheemunipatnam Sector-5 to Visakhapatnam North Village-19",Irrigation & Flood Control,AGY-SYNTH-0113,Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3,Completed,1682297.27,1655118.48,1655118.48,1638932.02,100.0,2023-11-03,2023-12-07,2024-01-01,2024-01-26,2024-09-29,2024-11-18,17.752792,83.154673,False,,,,True
