work_id,state,district,constituency,mp_reference,mp_house,work_title,category,agency_id,agency_name,status,estimate_amount,sanctioned_amount,cumulative_payments,expenditure,physical_progress_pct,recommendation_date,sanction_date,work_order_date,commencement_date,target_completion_date,actual_completion_date,latitude,longitude,latest_inspection_date,latest_inspection_rating,latest_inspector_designation,inspection_count,payment_count,progress_update_count,is_anomaly,anomaly_type,anomaly_description,duplicate_of_work_id,synthetic_demo_data
MPLAD-WRK-005039,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),Procurement of Diagnostic Imaging & Ultrasound Unit for Sub-District Hospital at Agra North Sector-13,Health & Sanitation,AGY-SYNTH-0081,Agra Water Supply & Sanitation Board (Demo) Unit-1,Completed,465126.34,466297.25,466297.25,459437.94,100.0,2022-06-08,2022-08-04,2022-08-21,2022-08-31,2023-03-04,2023-04-17,27.210883,77.947124,2022-09-24,Excellent,District Planning Officer (Demo),1,4,5,False,,,,True
MPLAD-WRK-005040,Odisha,Cuttack,Cuttack Parliamentary Constituency,MP-LOK-DEMO-050,Lok Sabha (Demo),Installation of Solar Water Pumping System for Community Agriculture at Athagarh Sector-3,Renewable & Solar Energy,AGY-SYNTH-0230,Cuttack Irrigation & Flood Management Dept (Demo) Unit-5,Work Order Issued,637960.08,620203.18,0.0,0.0,0.0,2024-06-21,2024-07-12,2024-08-15,2024-08-28,2025-02-18,,20.508455,85.939972,,,,0,0,1,False,,,,True
MPLAD-WRK-005041,Tamil Nadu,Chennai,Chennai Central Parliamentary Constituency,MP-RAJ-DEMO-006,Rajya Sabha (Demo),Provision of Advanced Mobile Medical Diagnostic Van and Equipment for Guindy Sector-11,Health & Sanitation,AGY-SYNTH-0039,Chennai Rural Development Agency (Demo) Unit-4,In Progress,1441764.26,1457575.77,767647.3,698704.77,44.1,2024-05-13,2024-05-30,2024-06-24,2024-07-21,2024-12-23,,13.04442,80.210077,2024-08-26,Satisfactory,Sub-Divisional Officer (Demo),1,5,5,False,,,,True
MPLAD-WRK-005042,Telangana,Warangal,Warangal Parliamentary Constituency,MP-LOK-DEMO-044,Lok Sabha (Demo),Construction of Multi-Purpose Community Recreation and Welfare Hall at Wardhannapet Sector-3,Community Infrastructure & Halls,AGY-SYNTH-0185,Warangal Public Works Dept (Demo) Unit-5,In Progress,2858062.06,2844953.58,922148.34,857594.92,29.9,2022-09-13,2022-10-30,2022-11-18,2022-12-06,2023-10-17,,17.957135,79.668095,2023-01-14,Satisfactory,Executive Engineer - PWD (Demo),1,4,4,False,,,,True
MPLAD-WRK-005043,Kerala,Ernakulam,Ernakulam Parliamentary Constituency,MP-LOK-DEMO-035,Lok Sabha (Demo),Laying of Potable Water Supply Pipeline Network connecting Kunnathunad Sector-14 to Paravur Village-10,Drinking Water,AGY-SYNTH-0003,Ernakulam Rural Development Agency (Demo) Unit-3,Stalled,295671.52,288060.21,195590.31,156472.25,38.4,2024-03-09,2024-04-17,2024-05-30,2024-06-10,2024-10-17,,10.038466,76.303354,2024-07-23,Requires Rectification,Sub-Divisional Officer (Demo),1,4,5,False,,,,True
MPLAD-WRK-005044,Maharashtra,Pune,Pune Parliamentary Constituency,MP-LOK-DEMO-001,Lok Sabha (Demo),Construction of Farmers Agro-Produce Storage and Community Shed at Maval Sector-3,Community Infrastructure & Halls,AGY-SYNTH-0218,Pune Irrigation & Flood Management Dept (Demo) Unit-3,Completed,1711132.34,1741890.29,1741890.29,1707305.02,100.0,2024-06-12,2024-07-10,2024-07-28,2024-08-23,2025-03-24,2025-04-17,18.447561,73.801179,2025-01-26,Satisfactory,District Planning Officer (Demo),3,3,7,False,,,,True
MPLAD-WRK-005045,Karnataka,Mysuru,Mysore Parliamentary Constituency,MP-RAJ-DEMO-012,Rajya Sabha (Demo),Installation of Solar-Powered Cold Storage Unit for Agri-Farmers at K.R. Nagar Sector-8,Renewable & Solar Energy,AGY-SYNTH-0067,Mysuru Rural Development Agency (Demo) Unit-2,Completed,1286355.56,1273764.08,1273764.08,1250572.72,100.0,2023-01-12,2023-01-31,2023-02-28,2023-03-25,2023-07-14,2023-07-03,12.241751,76.685332,2023-08-17,Excellent,Junior Engineer - Zilla Parishad (Demo),3,6,5,False,,,,True
MPLAD-WRK-005046,Rajasthan,Jodhpur,Jodhpur Parliamentary Constituency,MP-LOK-DEMO-022,Lok Sabha (Demo),Widening and Bituminous Black-Topping of Rural Link Road connecting Sardarpura Sector-6 and Osian Village-4,"Roads, Pathways & Bridges",AGY-SYNTH-0237,Jodhpur Irrigation & Flood Management Dept (Demo) Unit-2,Completed,4676679.6,4737472.72,4737472.72,4719102.36,100.0,2023-04-06,2023-05-14,2023-06-23,2023-07-16,2024-03-23,2024-04-11,26.214483,73.012232,2023-10-31,Satisfactory,Assistant Executive Engineer - Rural Works (Demo),2,4,7,False,,,,True
MPLAD-WRK-005047,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,MP-LOK-DEMO-021,Lok Sabha (Demo),Widening and Bituminous Black-Topping of Rural Link Road connecting Jamwa Ramgarh Sector-11 and Sanganer Village-10,"Roads, Pathways & Bridges",AGY-SYNTH-0211,Jaipur Rural Development Agency (Demo) Unit-1,In Progress,3148122.12,3205477.36,736146.27,713067.02,24.2,2022-08-28,2022-09-24,2022-10-31,2022-11-20,2023-08-15,,26.964154,75.806792,2023-01-02,Satisfactory,Sub-Divisional Officer (Demo),1,2,3,False,,,,True
MPLAD-WRK-005048,Uttar Pradesh,Prayagraj,Allahabad Parliamentary Constituency,MP-LOK-DEMO-020,Lok Sabha (Demo),"Desilting, Deepening and Concrete Lining of Agricultural Irrigation Canal from Phulpur Sector-11 to Phulpur Village-8",Irrigation & Flood Control,AGY-SYNTH-0186,Prayagraj Rural Development Agency (Demo) Unit-1,Completed,2002227.93,2028971.88,2028971.88,1988560.12,100.0,2023-10-21,2023-11-14,2023-12-03,2023-12-17,2024-09-23,2024-09-16,25.386318,81.805094,2024-05-30,Good,Assistant Executive Engineer - Rural Works (Demo),3,6,4,False,,,,True
MPLAD-WRK-005049,Uttar Pradesh,Kanpur Nagar,Kanpur Parliamentary Constituency,MP-RAJ-DEMO-018,Rajya Sabha (Demo),Widening and Bituminous Black-Topping of Rural Link Road connecting Bilhaur Sector-2 and Kalyanpur Village-13,"Roads, Pathways & Bridges",AGY-SYNTH-0177,Kanpur Nagar Zilla Parishad Engineering Division (Demo) Unit-2,In Progress,1627896.61,1610642.02,836307.48,778227.05,49.9,2022-11-22,2022-12-16,2023-01-01,2023-01-19,2023-12-26,,26.467143,80.332155,2023-02-22,Satisfactory,Assistant Executive Engineer - Rural Works (Demo),1,5,6,False,,,,True
MPLAD-WRK-005050,Punjab,Amritsar,Amritsar Parliamentary Constituency,MP-LOK-DEMO-047,Lok Sabha (Demo),Construction of Youth Skill Development & Vocational Training Centre at Amritsar North Sector-10,Sports & Youth Development,AGY-SYNTH-0235,Amritsar Municipal Engineering Cell (Demo) Unit-5,Completed,1231044.14,1238201.87,1238201.87,1207287.52,100.0,2024-09-02,2024-10-04,2024-10-18,2024-11-15,2025-06-17,2025-08-02,31.681195,74.880583,2025-04-29,Excellent,Junior Engineer - Zilla Parishad (Demo),3,6,4,False,,,,True
MPLAD-WRK-005051,Karnataka,Bengaluru Urban,Bengaluru South Parliamentary Constituency,MP-LOK-DEMO-011,Lok Sabha (Demo),Procurement of Diagnostic Imaging & Ultrasound Unit for Sub-District Hospital at Bengaluru South Sector-12,Health & Sanitation,AGY-SYNTH-0092,Bengaluru Urban Municipal Engineering Cell (Demo) Unit-2,In Progress,1520406.84,1471835.21,438456.99,383828.09,21.5,2023-08-26,2023-09-27,2023-10-16,2023-11-01,2024-04-17,,13.039026,77.562835,2023-12-14,Excellent,District Planning Officer (Demo),1,3,6,False,,,,True
MPLAD-WRK-005052,Tamil Nadu,Coimbatore,Coimbatore Parliamentary Constituency,MP-LOK-DEMO-007,Lok Sabha (Demo),Provision of Advanced Mobile Medical Diagnostic Van and Equipment for Sulur Sector-11,Health & Sanitation,AGY-SYNTH-0095,Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5,In Progress,4378713.89,4258241.08,2442732.41,2094967.23,55.7,2024-11-07,2024-12-16,2024-12-29,2025-01-27,2025-10-12,,10.978085,76.897106,2025-03-07,Good,Assistant Executive Engineer - Rural Works (Demo),1,5,5,False,,,,True
MPLAD-WRK-005053,Punjab,Ludhiana,Ludhiana Parliamentary Constituency,MP-RAJ-DEMO-048,Rajya Sabha (Demo),Development of Playground with Fencing and Floodlights at Sahnewal Sector-9,Sports & Youth Development,AGY-SYNTH-0199,Ludhiana Zilla Parishad Engineering Division (Demo) Unit-4,Completed,2009794.8,1951730.64,1951730.64,1914210.21,100.0,2023-10-20,2023-12-01,2023-12-29,2024-01-09,2024-08-11,2024-08-18,30.891239,75.8911,2024-05-30,Satisfactory,District Planning Officer (Demo),3,5,6,False,,,,True
MPLAD-WRK-005054,Karnataka,Bengaluru Urban,Bengaluru South Parliamentary Constituency,MP-LOK-DEMO-011,Lok Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Anekal Sector-5",Education Infrastructure,AGY-SYNTH-0059,Bengaluru Urban Irrigation & Flood Management Dept (Demo) Unit-4,In Progress,1570092.66,1537110.32,1520858.24,1410694.49,15.5,2022-07-15,2022-08-18,2022-09-16,2022-10-10,2023-07-26,,12.901499,77.537199,2022-11-02,Excellent,Independent Quality Assessor (Demo),1,3,3,True,PAYMENT_PROGRESS_MISMATCH,"Severe financial-physical divergence: 98.9% of sanctioned funds (Rs. 1,520,858.24) disbursed while physical progress is only 15.5%.",,True
MPLAD-WRK-005055,Madhya Pradesh,Bhopal,Bhopal Parliamentary Constituency,MP-LOK-DEMO-037,Lok Sabha (Demo),Laying of Synthetic Volleyball and Badminton Courts at Youth Centre in Huzur Sector-1,Sports & Youth Development,AGY-SYNTH-0154,Bhopal Irrigation & Flood Management Dept (Demo) Unit-4,In Progress,1171463.85,1191868.72,426610.17,417476.65,37.1,2024-02-08,2024-04-08,2024-05-05,2024-05-25,2024-11-12,,23.269937,77.363729,2024-06-21,Good,Independent Quality Assessor (Demo),1,5,4,False,,,,True
MPLAD-WRK-005056,Gujarat,Surat,Surat Parliamentary Constituency,MP-LOK-DEMO-027,Lok Sabha (Demo),Development of Playground with Fencing and Floodlights at Olpad Sector-12,Sports & Youth Development,AGY-SYNTH-0213,Surat Public Works Dept (Demo) Unit-3,Completed,1212427.39,1174892.81,1174892.81,1148656.04,100.0,2022-12-15,2023-01-08,2023-02-22,2023-03-06,2023-11-24,2023-11-11,21.096933,72.787004,2023-08-23,Good,Sub-Divisional Officer (Demo),3,4,6,False,,,,True
MPLAD-WRK-005057,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),Construction of Public Sanitation Complex and Bio-Toilet Block at Etmadpur Sector-8,Health & Sanitation,AGY-SYNTH-0130,Agra Water Supply & Sanitation Board (Demo) Unit-5,In Progress,1670629.5,1670722.55,1573481.9,1468830.39,87.6,2023-07-22,2023-09-08,2023-10-21,2023-11-08,2024-06-26,,27.229917,77.97127,2023-12-07,Satisfactory,Technical Auditor - State Quality Monitor (Demo),1,4,6,False,,,,True
MPLAD-WRK-005058,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,MP-LOK-DEMO-021,Lok Sabha (Demo),Setting up of 25 kW Decentralized Solar Mini-Grid for Village Electrification at Jaipur Urban Sector-3,Renewable & Solar Energy,AGY-SYNTH-0021,Jaipur Irrigation & Flood Management Dept (Demo) Unit-1,In Progress,844615.88,848171.91,482830.42,422600.23,53.3,2023-11-16,2023-12-09,2023-12-22,2024-01-01,2024-06-04,,26.909793,75.845329,2024-02-14,Good,Assistant Executive Engineer - Rural Works (Demo),1,2,3,False,,,,True
MPLAD-WRK-005059,Maharashtra,Nashik,Nashik Parliamentary Constituency,MP-LOK-DEMO-003,Lok Sabha (Demo),Reconstruction of Damaged All-Weather Village Connectivity Road at Igatpuri Sector-4,"Roads, Pathways & Bridges",AGY-SYNTH-0084,Nashik Public Works Dept (Demo) Unit-4,In Progress,3056254.38,2912550.93,2383242.71,2301867.76,72.3,2024-12-01,2024-12-18,2024-12-28,2025-01-13,2025-09-24,,20.042151,73.805977,2025-03-04,Excellent,Assistant Executive Engineer - Rural Works (Demo),1,4,4,False,,,,True
MPLAD-WRK-005060,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,MP-RAJ-DEMO-036,Rajya Sabha (Demo),Construction of Multi-Sport Outdoor Gymnasium and Fitness Arena at Kozhikode City Sector-1,Sports & Youth Development,AGY-SYNTH-0041,Kozhikode Municipal Engineering Cell (Demo) Unit-1,Completed,1206955.84,1224212.98,1224212.98,1192515.63,100.0,2024-03-31,2024-04-16,2024-05-29,2024-06-25,2025-03-22,2025-05-16,11.208836,75.747285,2024-10-07,Good,Independent Quality Assessor (Demo),2,5,7,False,,,,True
,West Bengal,Kolkata,Kolkata North Parliamentary Constituency,MP-RAJ-DEMO-030,Rajya Sabha (Demo),Upgradation of Cultural Community Centre and Public Amphitheater at Maniktala Sector-14,Community Infrastructure & Halls,AGY-SYNTH-0032,Kolkata Public Works Dept (Demo) Unit-2,Completed,2027422.56,1953874.32,1953874.32,1904014.51,100.0,2022-07-20,2022-08-17,2022-09-07,2022-09-21,2023-05-08,2023-05-29,22.498914,88.354764,,,,0,0,0,True,DATA_QUALITY_ISSUE,Data quality issue: Mandatory primary key 'work_id' is missing/empty.,,True
MPLAD-WRK-005062,Karnataka,Bengaluru Urban,Bengaluru South Parliamentary Constituency,MP-LOK-DEMO-011,Lok Sabha (Demo),Reconstruction of Damaged All-Weather Village Connectivity Road at Anekal Sector-1,"Roads, Pathways & Bridges",AGY-SYNTH-0066,Bengaluru Urban Public Works Dept (Demo) Unit-1,In Progress,6057633.18,5996349.93,2705211.45,2556277.63,40.9,2023-11-01,2023-11-18,2023-12-17,2024-01-04,2024-09-20,,12.95803,77.610336,2024-02-08,Good,Executive Engineer - PWD (Demo),1,3,6,False,,,,True
MPLAD-WRK-005063,Maharashtra,Nashik,Nashik Parliamentary Constituency,MP-LOK-DEMO-003,Lok Sabha (Demo),Procurement of Diagnostic Imaging & Ultrasound Unit for Sub-District Hospital at Malegaon Sector-13,Health & Sanitation,AGY-SYNTH-0105,Nashik Irrigation & Flood Management Dept (Demo) Unit-5,Completed,2183098.8,2140204.72,2140204.72,2140204.72,100.0,2022-05-05,2022-06-28,2022-07-10,2022-07-21,2023-02-24,,20.068001,73.853576,,,,0,6,5,True,MISSING_COMPLETION_EVIDENCE,"Incomplete closure documentation: Work marked as 100% completed with full financial disbursement, but lacks mandatory actual completion date, completion inspection sign-off, and asset register record.",,True
MPLAD-WRK-005064,Odisha,Cuttack,Cuttack Parliamentary Constituency,MP-LOK-DEMO-050,Lok Sabha (Demo),Development of Senior Citizens Recreation Park and Open-Air Pavilion at Athagarh Sector-12,Community Infrastructure & Halls,AGY-SYNTH-0099,Cuttack Zilla Parishad Engineering Division (Demo) Unit-4,Work Order Issued,1053078.99,1060610.65,159091.6,79545.8,0.0,2024-08-25,2024-10-02,2024-11-10,2024-11-28,2025-08-01,,20.43454,85.883986,,,,0,1,1,False,,,,True
MPLAD-WRK-005065,Karnataka,Mysuru,Mysore Parliamentary Constituency,MP-RAJ-DEMO-012,Rajya Sabha (Demo),"Desilting, Deepening and Concrete Lining of Agricultural Irrigation Canal from Hunsur Sector-6 to Hunsur Village-2",Irrigation & Flood Control,AGY-SYNTH-0192,Mysuru Rural Development Agency (Demo) Unit-2,In Progress,1662202.82,1689810.35,696758.1,640040.89,37.0,2024-09-27,2024-11-06,2024-12-19,2025-01-02,2025-10-09,,12.239862,76.571634,2025-01-23,Satisfactory,Executive Engineer - PWD (Demo),1,2,5,False,,,,True
MPLAD-WRK-005066,Maharashtra,Thane,Thane Parliamentary Constituency,MP-LOK-DEMO-005,Lok Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Murbad Sector-10",Education Infrastructure,AGY-SYNTH-0158,Thane State Renewable Energy Development Corp (Demo) Unit-3,In Progress,1938262.55,1953591.03,702749.34,636127.32,26.2,2023-08-30,2023-10-16,2023-11-12,2023-11-29,2024-06-13,,19.2061,72.973099,2024-01-17,Satisfactory,Independent Quality Assessor (Demo),1,3,5,False,,,,True
MPLAD-WRK-005067,Tamil Nadu,Chennai,Chennai Central Parliamentary Constituency,MP-RAJ-DEMO-006,Rajya Sabha (Demo),Construction of Youth Skill Development & Vocational Training Centre at Guindy Sector-13,Sports & Youth Development,AGY-SYNTH-0009,Chennai Irrigation & Flood Management Dept (Demo) Unit-4,Completed,1514364.6,1487694.49,1487694.49,1472653.19,100.0,2024-04-11,2024-05-12,2024-06-17,2024-06-30,2025-02-15,2025-04-15,13.142618,80.285526,2024-10-16,Excellent,Technical Auditor - State Quality Monitor (Demo),2,5,6,False,,,,True
MPLAD-WRK-005068,Tamil Nadu,Coimbatore,Coimbatore Parliamentary Constituency,MP-LOK-DEMO-007,Lok Sabha (Demo),Construction of High-Level RCC Box Culvert and Causeway across Stream near Coimbatore South Sector-10,"Roads, Pathways & Bridges",AGY-SYNTH-0095,Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5,In Progress,1910294.72,1918194.94,1723958.43,1604577.94,18.5,2023-09-18,2023-11-07,2023-12-01,2023-12-22,2024-10-08,2024-10-27,10.96258,77.009569,2024-06-03,Satisfactory,Junior Engineer - Zilla Parishad (Demo),3,5,6,True,PAYMENT_PROGRESS_MISMATCH,"Severe financial-physical divergence: 89.9% of sanctioned funds (Rs. 1,723,958.43) disbursed while physical progress is only 18.5%.",,True
MPLAD-WRK-005069,Maharashtra,Pune,Pune Parliamentary Constituency,MP-LOK-DEMO-001,Lok Sabha (Demo),Installation of Solar Water Pumping System for Community Agriculture at Ambegaon Sector-7,Renewable & Solar Energy,AGY-SYNTH-0007,Pune Municipal Engineering Cell (Demo) Unit-2,Completed,659970.47,664704.85,664704.85,658519.19,100.0,2023-07-13,2023-08-12,2023-09-06,2023-09-18,2024-03-08,2024-03-20,18.506511,73.809971,2023-12-31,Good,Independent Quality Assessor (Demo),2,5,7,False,,,,True
MPLAD-WRK-005070,Bihar,Gaya,Gaya Parliamentary Constituency,MP-LOK-DEMO-041,Lok Sabha (Demo),Provision of Advanced Mobile Medical Diagnostic Van and Equipment for Bodh Gaya Sector-5,Health & Sanitation,AGY-SYNTH-0082,Gaya Zilla Parishad Engineering Division (Demo) Unit-2,Sanctioned,1492040.54,1488181.06,0.0,0.0,0.0,2023-03-25,2023-04-19,2023-05-19,2023-05-30,2024-02-05,,24.794938,85.07317,,,,0,0,0,False,,,,True
MPLAD-WRK-005071,Kerala,Ernakulam,Ernakulam Parliamentary Constituency,MP-LOK-DEMO-035,Lok Sabha (Demo),Erection of Farmers Agro-Produce Storage and Community Shed at Kochi Sector-15,Community Infrastructure & Halls,AGY-SYNTH-0131,Ernakulam Rural Development Agency (Demo) Unit-1,In Progress,1224054.15,1231021.05,832677.67,800598.58,71.8,2022-10-13,2022-11-21,2022-12-03,2022-12-23,2023-08-08,,9.926779,76.250237,2024-06-27,Satisfactory,Junior Engineer - Zilla Parishad (Demo),2,6,6,True,POSSIBLE_DUPLICATE,"Potential duplicate recommendation: Highly similar scope and title matching work MPLAD-WRK-005258 in district Ernakulam, category 'Community Infrastructure & Halls'.",MPLAD-WRK-005258,True
MPLAD-WRK-005072,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,MP-LOK-DEMO-017,Lok Sabha (Demo),Construction of Flood Protection Embankment and Stone Pitching Wall along River near Sewapuri Sector-11,Irrigation & Flood Control,AGY-SYNTH-0085,Varanasi Municipal Engineering Cell (Demo) Unit-5,In Progress,998913.29,975226.67,233031.59,204678.42,17.5,2024-02-05,2024-03-14,2024-04-25,2024-05-21,2025-01-06,,25.390804,82.931792,2024-06-11,Satisfactory,Independent Quality Assessor (Demo),1,2,6,False,,,,True
MPLAD-WRK-005073,West Bengal,Darjeeling,Darjeeling Parliamentary Constituency,MP-LOK-DEMO-032,Lok Sabha (Demo),Upgradation of Pediatric & Maternal Care Ward in Community Health Centre in Darjeeling Sadar Sector-2,Health & Sanitation,AGY-SYNTH-0139,Darjeeling Public Works Dept (Demo) Unit-4,Completed,3112758.76,3134817.53,3134817.53,3062441.19,100.0,2024-04-05,2024-04-20,2024-05-23,2024-06-11,2024-12-17,2024-12-06,27.073112,88.247711,2024-05-29,Good,Executive Engineer - PWD (Demo),2,5,5,True,POSSIBLE_DUPLICATE,"Potential duplicate recommendation: Highly similar scope and title matching work MPLAD-WRK-005123 in district Darjeeling, category 'Health & Sanitation'.",MPLAD-WRK-005123,True
MPLAD-WRK-005074,Kerala,Ernakulam,Ernakulam Parliamentary Constituency,MP-LOK-DEMO-035,Lok Sabha (Demo),Procurement of Diagnostic Imaging & Ultrasound Unit for Sub-District Hospital at Kanayannur Sector-2,Health & Sanitation,AGY-SYNTH-0131,Ernakulam Rural Development Agency (Demo) Unit-1,Completed,986739.56,949364.99,949364.99,948947.4,100.0,2022-04-24,2022-05-14,2022-06-08,2022-07-08,2023-02-22,2023-02-07,10.003926,76.298805,2022-08-25,Good,District Planning Officer (Demo),1,6,6,False,,,,True
MPLAD-WRK-005075,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Agra North Sector-13,Community Infrastructure & Halls,AGY-SYNTH-0182,Agra State Sports Infrastructure Authority (Demo) Unit-2,In Progress,3800243.76,3788948.46,2299171.07,1985760.79,64.3,2024-06-21,2024-08-09,2024-09-09,2024-10-02,2025-08-20,,27.234287,78.038598,2024-10-28,Good,District Planning Officer (Demo),1,4,4,False,,,,True
MPLAD-WRK-005076,Karnataka,Belagavi,Belgaum Parliamentary Constituency,MP-LOK-DEMO-014,Lok Sabha (Demo),Laying of Potable Water Supply Pipeline Network connecting Belagavi Rural Sector-8 to Chikkodi Village-2,Drinking Water,AGY-SYNTH-0144,Belagavi State Sports Infrastructure Authority (Demo) Unit-4,Work Order Issued,394788.3,393359.0,59003.85,29501.92,0.0,2023-03-04,2023-03-20,2023-04-26,2023-05-20,2023-09-07,,15.893741,74.426977,,,,0,1,1,False,,,,True
MPLAD-WRK-005077,Assam,Kamrup Metropolitan,Gauhati Parliamentary Constituency,MP-LOK-DEMO-045,Lok Sabha (Demo),Construction of Check Dam and Water Harvesting Percolation Structure across Nullah at Chandrapur Sector-13,Irrigation & Flood Control,AGY-SYNTH-0209,Kamrup Metropolitan State Sports Infrastructure Authority (Demo) Unit-4,Completed,2387506.8,2338244.47,2338244.47,2280692.16,100.0,2024-10-13,2024-12-10,2025-01-18,2025-02-17,2026-01-03,2025-12-19,26.157789,91.731151,2025-03-28,Excellent,Technical Auditor - State Quality Monitor (Demo),1,4,5,False,,,,True
MPLAD-WRK-005078,Bihar,Gaya,Gaya Parliamentary Constituency,MP-LOK-DEMO-041,Lok Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Tekari Sector-1,Education Infrastructure,AGY-SYNTH-0128,Gaya Zilla Parishad Engineering Division (Demo) Unit-3,Completed,1593609.17,1618917.21,1618917.21,1584071.29,100.0,2022-04-30,2022-06-09,2022-07-22,2022-08-20,2023-03-01,2023-04-24,24.733747,85.051342,2022-11-10,Excellent,District Planning Officer (Demo),2,4,4,False,,,,True
MPLAD-WRK-005079,Andhra Pradesh,Visakhapatnam,Visakhapatnam Parliamentary Constituency,MP-LOK-DEMO-051,Lok Sabha (Demo),Installation of Solar-Powered Cold Storage Unit for Agri-Farmers at Anakapalli Sector-14,Renewable & Solar Energy,AGY-SYNTH-0113,Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3,Completed,500730.35,498411.69,498411.69,489352.11,100.0,2024-10-28,2024-11-18,2024-12-27,2025-01-19,2025-05-10,2025-05-08,17.717169,83.235537,2025-06-21,Satisfactory,Junior Engineer - Zilla Parishad (Demo),3,6,7,False,,,,True
MPLAD-WRK-005080,Odisha,Cuttack,Cuttack Parliamentary Constituency,MP-LOK-DEMO-050,Lok Sabha (Demo),Construction of Modern Primary Health Sub-Centre (PHC) Building at Banki Sector-4,Health & Sanitation,AGY-SYNTH-0036,Cuttack Public Works Dept (Demo) Unit-1,In Progress,1482517.16,1448026.96,1234067.56,1154125.25,87.3,2024-05-17,2024-06-26,2024-07-11,2024-07-30,2025-03-26,,20.448766,85.836196,2024-08-20,Satisfactory,Technical Auditor - State Quality Monitor (Demo),1,4,5,False,,,,True
MPLAD-WRK-005081,Kerala,Thiruvananthapuram,Thiruvananthapuram Parliamentary Constituency,MP-LOK-DEMO-034,Lok Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Nedumangad Sector-8",Education Infrastructure,AGY-SYNTH-0125,Thiruvananthapuram State Renewable Energy Development Corp (Demo) Unit-5,In Progress,1709282.95,1725412.02,1404767.93,1395050.7,7.4,2024-06-04,2024-07-07,2024-07-18,2024-08-17,2025-05-17,,8.566608,76.941469,2024-09-14,Excellent,Executive Engineer - PWD (Demo),1,2,3,True,PAYMENT_PROGRESS_MISMATCH,"Severe financial-physical divergence: 81.4% of sanctioned funds (Rs. 1,404,767.93) disbursed while physical progress is only 7.4%.",,True
MPLAD-WRK-005082,Rajasthan,Ajmer,Ajmer Parliamentary Constituency,MP-LOK-DEMO-025,Lok Sabha (Demo),Construction of Multi-Purpose Community Recreation and Welfare Hall at Pushkar Sector-2,Community Infrastructure & Halls,AGY-SYNTH-0145,Ajmer Zilla Parishad Engineering Division (Demo) Unit-5,Completed,3073829.62,3064452.7,3064452.7,3047443.09,100.0,2024-10-25,2024-12-11,2025-01-03,2025-01-29,2025-12-11,2025-12-09,26.503925,74.59808,2025-05-05,Satisfactory,Sub-Divisional Officer (Demo),2,6,6,False,,,,True
MPLAD-WRK-005083,Tamil Nadu,Chennai,Chennai Central Parliamentary Constituency,MP-RAJ-DEMO-006,Rajya Sabha (Demo),Procurement of Diagnostic Imaging & Ultrasound Unit for Sub-District Hospital at Mylapore Sector-10,Health & Sanitation,AGY-SYNTH-0164,Chennai Zilla Parishad Engineering Division (Demo) Unit-4,Completed,9276000.0,9175249.38,1587091.74,1507737.15,100.0,2023-05-05,2023-05-26,2023-06-27,2023-07-20,2024-03-17,2024-05-13,13.137358,80.27891,2023-08-21,Excellent,Independent Quality Assessor (Demo),1,6,7,True,COST_OUTLIER,"Cost outlier: Sanctioned amount of Rs. 9,175,249.38 is 7.7x higher than standard category median benchmark of Rs. 1,200,000.00 for 'Health & Sanitation'.",,True
MPLAD-WRK-005084,Gujarat,Vadodara,Vadodara Parliamentary Constituency,MP-LOK-DEMO-028,Lok Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Vadodara City Sector-5",Education Infrastructure,AGY-SYNTH-0086,Vadodara Public Works Dept (Demo) Unit-1,Stalled,2605572.74,0.0,0.0,0.0,28.5,2023-11-02,2023-12-15,,2024-01-20,2024-06-28,,22.237145,73.156803,,,,0,0,0,True,STALLED_WORK,Stalled project: Target completion date (2024-06-28) elapsed with progress stuck at 28.5% and no physical updates for over 200 days.,,True
